Iteration,Proportion Test,Proportion Test (Sim Results Dual1.Csv),Proportion Test (Sim Results Dual2.Csv),Proportion Test (Sim Results Dual3.Csv),Proportion Test (Sim Results Dual4.Csv)
7496,0.3185,0.3677,0.4064,0.4539,0.4742
7497,0.3192,0.3686,0.4105,0.4637,0.458
7498,0.3133,0.3716,0.4107,0.4294,0.4919
7499,0.3073,0.3801,0.4261,0.4358,0.4889
7500,0.3288,0.3718,0.3925,0.466,0.4856
7501,0.3245,0.3412,0.4307,0.4499,0.4844
7502,0.3164,0.3557,0.3932,0.459,0.4638
7503,0.3162,0.3559,0.4249,0.4377,0.4719
7504,0.3165,0.3826,0.4055,0.4336,0.4724
7505,0.3215,0.3666,0.421,0.4535,0.4592
7506,0.3112,0.3771,0.3996,0.4325,0.4747
7507,0.3165,0.3719,0.4248,0.4676,0.4733
7508,0.3186,0.3513,0.3971,0.4416,0.4802
7509,0.3125,0.3676,0.4079,0.4598,0.4552
7510,0.3158,0.356,0.4288,0.4834,0.4729
7511,0.3148,0.3712,0.4246,0.4548,0.4892
7512,0.3235,0.38,0.3962,0.4444,0.4641
7513,0.3215,0.3713,0.4171,0.4441,0.4757
7514,0.3249,0.3721,0.4005,0.454,0.4707
7515,0.318,0.369,0.4211,0.4521,0.5038
7516,0.3203,0.3572,0.3877,0.4574,0.4873
7517,0.3158,0.3581,0.4029,0.4582,0.4769
7518,0.3309,0.3712,0.4085,0.4607,0.4629
7519,0.3123,0.3484,0.3926,0.4712,0.4621
7520,0.3166,0.3552,0.438,0.4595,0.4853
7521,0.3115,0.3567,0.4055,0.4486,0.4912
7522,0.3222,0.3757,0.4109,0.4422,0.4616
7523,0.3335,0.3571,0.3986,0.4517,0.4672
7524,0.3098,0.3626,0.3923,0.4674,0.4827
7525,0.3127,0.3401,0.4016,0.4461,0.4779
7526,0.3071,0.3864,0.4071,0.451,0.471
7527,0.3144,0.3754,0.3968,0.4819,0.4651
7528,0.3108,0.3637,0.4183,0.4489,0.4891
7529,0.3144,0.3663,0.4194,0.4522,0.4719
7530,0.309,0.3706,0.3915,0.4649,0.4967
7531,0.3282,0.3786,0.4207,0.4598,0.4947
7532,0.3184,0.3587,0.4208,0.4636,0.476
7533,0.3161,0.3681,0.4391,0.4557,0.5037
7534,0.3153,0.3716,0.4101,0.438,0.4856
7535,0.3181,0.3747,0.4138,0.4525,0.4724
7536,0.3273,0.3744,0.4173,0.469,0.4575
7537,0.31,0.3569,0.4171,0.456,0.4688
7538,0.3071,0.3674,0.4174,0.4421,0.4912
7539,0.3177,0.3723,0.4079,0.4294,0.4834
7540,0.321,0.3683,0.4045,0.4378,0.497
7541,0.3261,0.3871,0.4386,0.4173,0.4795
7542,0.3101,0.3613,0.42,0.4405,0.4921
7543,0.3157,0.3645,0.4173,0.4293,0.4651
7544,0.3243,0.3846,0.4394,0.4659,0.4874
7545,0.3104,0.3581,0.4136,0.4352,0.4956
7546,0.318,0.3645,0.3745,0.4347,0.4834
7547,0.3164,0.3621,0.4209,0.4639,0.4969
7548,0.3099,0.377,0.3926,0.451,0.4767
7549,0.3223,0.3794,0.4066,0.4509,0.4669
7550,0.3146,0.3795,0.3843,0.4682,0.4833
7551,0.315,0.3469,0.4154,0.4603,0.4856
7552,0.3119,0.3767,0.3866,0.4432,0.4759
7553,0.3173,0.3526,0.4035,0.4388,0.4961
7554,0.3212,0.3756,0.4112,0.4579,0.4651
7555,0.3176,0.3533,0.4211,0.4188,0.4753
7556,0.3088,0.3398,0.4127,0.4576,0.4969
7557,0.3096,0.3604,0.4147,0.433,0.5023
7558,0.3139,0.3688,0.4246,0.4538,0.4635
7559,0.3127,0.3748,0.4242,0.4498,0.4752
7560,0.3138,0.3522,0.4093,0.4579,0.477
7561,0.3249,0.3535,0.4028,0.4311,0.5032
7562,0.3093,0.3596,0.4087,0.4409,0.4878
7563,0.319,0.3906,0.4135,0.4489,0.4903
7564,0.3287,0.3778,0.4114,0.4354,0.4663
7565,0.31,0.3716,0.4225,0.4495,0.4936
7566,0.3114,0.3899,0.4174,0.4342,0.4717
7567,0.3099,0.3806,0.3987,0.4414,0.4771
7568,0.3221,0.3754,0.4006,0.4521,0.4858
7569,0.3186,0.3622,0.412,0.4319,0.477
7570,0.3195,0.3607,0.4189,0.4467,0.4686
7571,0.3149,0.3661,0.4104,0.4669,0.4622
7572,0.3259,0.3859,0.3902,0.4632,0.4794
7573,0.3077,0.3478,0.4121,0.4483,0.4992
7574,0.3095,0.374,0.4152,0.4667,0.475
7575,0.3183,0.3486,0.4151,0.4626,0.4789
7576,0.3162,0.377,0.3983,0.4344,0.5039
7577,0.3151,0.3647,0.4124,0.429,0.4926
7578,0.3193,0.372,0.419,0.4333,0.4741
7579,0.3088,0.3676,0.4049,0.4516,0.4792
7580,0.3181,0.3714,0.416,0.4546,0.4772
7581,0.3173,0.3667,0.4152,0.4299,0.4865
7582,0.3139,0.3677,0.4136,0.449,0.4795
7583,0.3172,0.3579,0.432,0.4764,0.4531
7584,0.3264,0.3654,0.3939,0.4454,0.5057
7585,0.3098,0.3739,0.4188,0.464,0.466
7586,0.3193,0.3781,0.3877,0.4445,0.4789
7587,0.3045,0.3564,0.4006,0.4409,0.474
7588,0.3146,0.3628,0.4208,0.4651,0.4607
7589,0.3051,0.3846,0.3919,0.4552,0.468
7590,0.3206,0.3695,0.4133,0.4464,0.4687
7591,0.3144,0.3764,0.4073,0.4582,0.5045
7592,0.3211,0.3656,0.4045,0.4406,0.4783
7593,0.3238,0.347,0.4124,0.4741,0.4861
7594,0.3193,0.3727,0.4236,0.4487,0.4877
7595,0.3075,0.3783,0.4178,0.4563,0.4705
7596,0.3211,0.3577,0.3942,0.4476,0.4664
7597,0.3229,0.3759,0.4104,0.4372,0.4744
7598,0.3273,0.371,0.4163,0.4366,0.4626
7599,0.3126,0.3674,0.4364,0.4462,0.4853
7600,0.3233,0.3741,0.3711,0.457,0.4997
7601,0.3117,0.3631,0.3998,0.4617,0.4904
7602,0.3024,0.3596,0.3973,0.4551,0.4672
7603,0.3228,0.3807,0.405,0.45,0.4831
7604,0.3109,0.3644,0.4095,0.4384,0.4872
7605,0.312,0.3749,0.3996,0.4789,0.5007
7606,0.3124,0.376,0.4088,0.4659,0.4523
7607,0.3169,0.3823,0.4284,0.4487,0.4693
7608,0.3108,0.3827,0.4222,0.443,0.4723
7609,0.3256,0.3613,0.4258,0.4504,0.47
7610,0.3252,0.368,0.3988,0.4312,0.4558
7611,0.3225,0.3851,0.411,0.4506,0.4772
7612,0.3161,0.3837,0.4262,0.4718,0.4633
7613,0.3156,0.3862,0.3989,0.4631,0.4882
7614,0.3207,0.3539,0.4038,0.4649,0.4699
7615,0.3135,0.3716,0.4133,0.4588,0.5017
7616,0.3201,0.3527,0.3826,0.4378,0.4903
7617,0.324,0.3609,0.4343,0.4425,0.4808
7618,0.3056,0.3708,0.4298,0.4378,0.4519
7619,0.3217,0.3873,0.4065,0.4284,0.4935
7620,0.3125,0.3556,0.4226,0.4713,0.4917
7621,0.3301,0.3616,0.43,0.4704,0.4634
7622,0.3098,0.3606,0.3969,0.4451,0.4671
7623,0.3249,0.3607,0.4482,0.4533,0.4861
7624,0.3143,0.3769,0.4209,0.4495,0.4689
7625,0.3152,0.3585,0.3974,0.4318,0.4829
7626,0.3035,0.3697,0.4194,0.4529,0.474
7627,0.3233,0.3803,0.4167,0.4501,0.4795
7628,0.3132,0.3522,0.3995,0.4524,0.4867
7629,0.3138,0.3745,0.4089,0.4543,0.5006
7630,0.3112,0.3795,0.4143,0.4523,0.4968
7631,0.3116,0.3794,0.4106,0.4571,0.4858
7632,0.3179,0.3743,0.3848,0.4328,0.4883
7633,0.3172,0.3388,0.3906,0.4373,0.4982
7634,0.3103,0.3529,0.405,0.4592,0.4608
7635,0.3091,0.3726,0.4063,0.4509,0.4679
7636,0.3264,0.3583,0.4171,0.4556,0.4553
7637,0.3054,0.3728,0.4039,0.4724,0.4715
7638,0.312,0.3608,0.4136,0.4674,0.5072
7639,0.3244,0.3609,0.3898,0.4646,0.4734
7640,0.3162,0.3785,0.4025,0.4391,0.4762
7641,0.3094,0.3837,0.4188,0.4612,0.4685
7642,0.3204,0.3663,0.3968,0.4489,0.4535
7643,0.3148,0.3648,0.4152,0.4549,0.4689
7644,0.3095,0.3691,0.4067,0.4527,0.4683
7645,0.3167,0.3672,0.3931,0.4433,0.471
7646,0.3128,0.3679,0.4152,0.473,0.4822
7647,0.3158,0.3659,0.4196,0.454,0.4689
7648,0.3049,0.3741,0.4374,0.4322,0.4676
7649,0.3131,0.3734,0.3799,0.4356,0.4553
7650,0.3165,0.3651,0.389,0.4481,0.474
7651,0.3123,0.3675,0.3828,0.4258,0.4882
7652,0.3148,0.3671,0.4199,0.4323,0.495
7653,0.3135,0.3525,0.3885,0.4449,0.499
7654,0.3209,0.3751,0.4209,0.4443,0.475
7655,0.3184,0.3654,0.3894,0.4453,0.4928
7656,0.3059,0.3744,0.4241,0.4378,0.5051
7657,0.3164,0.3453,0.436,0.4312,0.4813
7658,0.3082,0.367,0.4079,0.4466,0.4839
7659,0.3175,0.3641,0.4358,0.4543,0.4815
7660,0.3169,0.3753,0.4054,0.4618,0.4955
7661,0.3189,0.3511,0.4397,0.4558,0.4735
7662,0.3125,0.3599,0.4282,0.4469,0.4935
7663,0.3181,0.3863,0.413,0.4434,0.4777
7664,0.3169,0.3749,0.4233,0.4669,0.485
7665,0.3195,0.3732,0.4256,0.4488,0.4718
7666,0.313,0.3695,0.4073,0.454,0.4882
7667,0.3185,0.3715,0.4046,0.4469,0.4873
7668,0.3218,0.3722,0.4155,0.4638,0.4549
7669,0.3058,0.3719,0.4061,0.4433,0.4688
7670,0.317,0.3522,0.4139,0.4514,0.5046
7671,0.3129,0.3673,0.3995,0.4406,0.476
7672,0.3122,0.3573,0.4257,0.4691,0.4624
7673,0.3177,0.364,0.3922,0.4544,0.4647
7674,0.3053,0.3703,0.3979,0.4455,0.4915
7675,0.3262,0.3705,0.4336,0.4699,0.4885
7676,0.3182,0.3749,0.393,0.4643,0.4832
7677,0.3041,0.3574,0.4102,0.4566,0.5002
7678,0.3149,0.3695,0.435,0.4721,0.4755
7679,0.3213,0.358,0.4328,0.4453,0.4701
7680,0.3114,0.3608,0.4183,0.454,0.4774
7681,0.3096,0.3984,0.3821,0.4629,0.4689
7682,0.3211,0.3533,0.4148,0.4452,0.4834
7683,0.3169,0.3691,0.3981,0.4672,0.4974
7684,0.3105,0.3561,0.4103,0.4526,0.4765
7685,0.3166,0.3732,0.4277,0.4445,0.4894
7686,0.3228,0.345,0.4297,0.4434,0.4899
7687,0.3159,0.3753,0.4025,0.4299,0.475
7688,0.3048,0.3819,0.4146,0.474,0.4692
7689,0.322,0.3758,0.3966,0.4396,0.4876
7690,0.3168,0.3547,0.4085,0.4638,0.4559
7691,0.3083,0.3849,0.4172,0.4369,0.4723
7692,0.3138,0.3641,0.409,0.4615,0.4412
7693,0.3204,0.3662,0.4182,0.4659,0.4816
7694,0.3256,0.3651,0.4182,0.4506,0.474
7695,0.3263,0.3604,0.3921,0.4627,0.4716
7696,0.311,0.3713,0.4197,0.4463,0.4961
7697,0.3188,0.3846,0.4004,0.4661,0.4704
7698,0.3108,0.3723,0.4242,0.4327,0.4748
7699,0.3152,0.3619,0.4267,0.4506,0.4601
7700,0.3142,0.3767,0.4154,0.4532,0.4855
7701,0.3164,0.3671,0.4133,0.4515,0.4864
7702,0.315,0.3681,0.4282,0.4668,0.4781
7703,0.3116,0.37,0.4185,0.4502,0.4745
7704,0.3217,0.38,0.4299,0.4609,0.4874
7705,0.3151,0.379,0.4022,0.454,0.4963
7706,0.3077,0.3607,0.4388,0.4668,0.4595
7707,0.3232,0.3759,0.4281,0.4377,0.4573
7708,0.3183,0.35,0.3844,0.4359,0.4762
7709,0.3215,0.3683,0.3995,0.4332,0.4788
7710,0.3096,0.3694,0.4449,0.4675,0.486
7711,0.32,0.3634,0.4125,0.4693,0.4799
7712,0.3196,0.3654,0.4003,0.4646,0.4481
7713,0.31,0.3555,0.4155,0.4199,0.4633
7714,0.3218,0.3634,0.4167,0.4185,0.5005
7715,0.3175,0.3583,0.4401,0.4681,0.4886
7716,0.3227,0.3803,0.3946,0.4631,0.4784
7717,0.3134,0.3567,0.4249,0.4443,0.4713
7718,0.3215,0.3686,0.4222,0.4533,0.4721
7719,0.3098,0.3641,0.4206,0.4421,0.4658
7720,0.3138,0.3578,0.4322,0.4302,0.4782
7721,0.3197,0.3543,0.4156,0.4142,0.4679
7722,0.3231,0.3591,0.4079,0.462,0.4779
7723,0.3143,0.3677,0.4071,0.4422,0.4638
7724,0.3197,0.3442,0.4154,0.449,0.4785
7725,0.323,0.3637,0.4056,0.4474,0.479
7726,0.3066,0.3621,0.4348,0.4516,0.4973
7727,0.3238,0.3841,0.3992,0.4511,0.4887
7728,0.3313,0.3705,0.4183,0.4437,0.4637
7729,0.3185,0.3783,0.3891,0.4412,0.4936
7730,0.323,0.3545,0.4398,0.4515,0.4827
7731,0.3122,0.3779,0.3915,0.4544,0.4913
7732,0.3106,0.3676,0.3974,0.465,0.4812
7733,0.3099,0.3922,0.425,0.4478,0.4884
7734,0.3198,0.3707,0.4105,0.4436,0.4525
7735,0.3227,0.3678,0.4186,0.4809,0.4781
7736,0.3051,0.3916,0.4032,0.4697,0.4851
7737,0.3222,0.3673,0.4159,0.4472,0.4863
7738,0.312,0.3819,0.4023,0.4352,0.4641
7739,0.31,0.3676,0.4336,0.4639,0.476
7740,0.3176,0.3626,0.4065,0.457,0.4915
7741,0.3197,0.3569,0.4199,0.4336,0.4502
7742,0.3177,0.3663,0.4238,0.4564,0.4838
7743,0.3101,0.3592,0.4103,0.4484,0.4794
7744,0.3179,0.3601,0.4213,0.444,0.4839
7745,0.3262,0.3614,0.4029,0.4442,0.4598
7746,0.3182,0.3612,0.4043,0.4615,0.5012
7747,0.3149,0.3785,0.3956,0.457,0.4755
7748,0.3189,0.3641,0.4231,0.4653,0.4788
7749,0.3116,0.358,0.4266,0.4109,0.4897
7750,0.3063,0.3827,0.3897,0.4502,0.4627
7751,0.3176,0.3708,0.4183,0.4736,0.49
7752,0.3083,0.3683,0.4067,0.4602,0.4853
7753,0.3178,0.369,0.4026,0.4631,0.4677
7754,0.3169,0.3797,0.4061,0.4473,0.4832
7755,0.3099,0.3672,0.4152,0.4484,0.4487
7756,0.3146,0.3869,0.4145,0.4393,0.4735
7757,0.3096,0.389,0.408,0.4564,0.4711
7758,0.3219,0.3588,0.423,0.4561,0.454
7759,0.322,0.3517,0.4162,0.4605,0.4897
7760,0.3171,0.3857,0.4438,0.4485,0.4761
7761,0.3039,0.3727,0.4047,0.4362,0.4813
7762,0.3169,0.3899,0.4249,0.4432,0.4542
7763,0.315,0.3785,0.393,0.4651,0.4717
7764,0.3187,0.3857,0.4047,0.4342,0.4755
7765,0.3053,0.3971,0.4046,0.4496,0.461
7766,0.3251,0.3662,0.4188,0.4612,0.4767
7767,0.3209,0.3668,0.4055,0.4513,0.4945
7768,0.3271,0.3565,0.3959,0.4616,0.4703
7769,0.317,0.3665,0.418,0.4218,0.4917
7770,0.316,0.393,0.4132,0.4505,0.4733
7771,0.3193,0.3699,0.4143,0.4571,0.5027
7772,0.3138,0.3673,0.4328,0.458,0.469
7773,0.3185,0.3702,0.3945,0.441,0.4618
7774,0.3144,0.3862,0.4097,0.4574,0.4874
7775,0.307,0.3649,0.4222,0.4685,0.4977
7776,0.3261,0.3705,0.4238,0.4782,0.4639
7777,0.3087,0.3825,0.3972,0.4422,0.4615
7778,0.3144,0.3766,0.4029,0.4464,0.4722
7779,0.3194,0.3495,0.4137,0.4636,0.4697
7780,0.3242,0.3789,0.4041,0.4469,0.4968
7781,0.3189,0.3582,0.4239,0.4452,0.4612
7782,0.3204,0.3591,0.4228,0.4395,0.47
7783,0.3126,0.3588,0.3806,0.4507,0.4834
7784,0.3202,0.3556,0.4041,0.4419,0.4675
7785,0.3064,0.3506,0.4199,0.4637,0.4716
7786,0.3131,0.3493,0.4238,0.4489,0.4724
7787,0.3153,0.3561,0.4171,0.4445,0.4761
7788,0.3188,0.353,0.4176,0.4341,0.4441
7789,0.3129,0.3834,0.393,0.4675,0.477
7790,0.3298,0.3756,0.4331,0.4352,0.4771
7791,0.3156,0.3626,0.398,0.4526,0.4816
7792,0.3173,0.3617,0.4152,0.4519,0.4664
7793,0.3141,0.3528,0.4027,0.4319,0.4817
7794,0.3196,0.3636,0.4277,0.4563,0.486
7795,0.3226,0.3587,0.4021,0.4529,0.4907
7796,0.3137,0.3592,0.386,0.4574,0.4756
7797,0.3224,0.3608,0.4051,0.446,0.4781
7798,0.3192,0.3453,0.4051,0.4574,0.4732
7799,0.3134,0.3668,0.4252,0.4505,0.4862
7800,0.3209,0.3783,0.4266,0.453,0.4841
7801,0.3304,0.3738,0.3914,0.46,0.501
7802,0.3105,0.3635,0.4165,0.4291,0.4778
7803,0.3205,0.3543,0.4246,0.4602,0.4688
7804,0.3214,0.3591,0.4158,0.4504,0.4866
7805,0.3274,0.3611,0.4018,0.4502,0.4895
7806,0.3165,0.3552,0.4032,0.4669,0.4927
7807,0.3112,0.3549,0.4185,0.4714,0.4819
7808,0.3097,0.3844,0.4268,0.4603,0.4777
7809,0.3183,0.3616,0.4163,0.4308,0.4919
7810,0.3149,0.3395,0.426,0.4568,0.5025
7811,0.3129,0.367,0.4099,0.4457,0.497
7812,0.3068,0.3755,0.4061,0.4618,0.4965
7813,0.3096,0.3783,0.4121,0.4636,0.4743
7814,0.3009,0.3239,0.4096,0.4434,0.48
7815,0.3216,0.3784,0.4199,0.443,0.4783
7816,0.319,0.3662,0.3899,0.4252,0.4645
7817,0.3211,0.3796,0.4197,0.4636,0.4768
7818,0.3159,0.3743,0.4381,0.4413,0.4766
7819,0.3178,0.3614,0.4013,0.4551,0.4828
7820,0.322,0.3508,0.448,0.4311,0.4711
7821,0.3062,0.3879,0.4142,0.4478,0.4974
7822,0.3166,0.3722,0.4209,0.4316,0.4994
7823,0.3298,0.3852,0.408,0.4437,0.4918
7824,0.3151,0.3564,0.4369,0.442,0.4758
7825,0.3111,0.3576,0.4138,0.456,0.4783
7826,0.3117,0.3631,0.4103,0.465,0.4694
7827,0.3137,0.3881,0.4146,0.4705,0.4914
7828,0.3209,0.3534,0.4147,0.4434,0.4573
7829,0.3189,0.3621,0.4128,0.4584,0.4537
7830,0.3079,0.3533,0.4203,0.4524,0.5022
7831,0.3189,0.381,0.4296,0.4424,0.4754
7832,0.3178,0.3633,0.4142,0.4459,0.4729
7833,0.3095,0.3717,0.3951,0.4537,0.4752
7834,0.3243,0.3528,0.4199,0.4702,0.4761
7835,0.3141,0.3765,0.4127,0.4632,0.4682
7836,0.3136,0.3705,0.4197,0.4595,0.4819
7837,0.3238,0.3835,0.421,0.472,0.4855
7838,0.3225,0.3578,0.3967,0.4574,0.4861
7839,0.3167,0.3617,0.4205,0.4454,0.4887
7840,0.3148,0.3654,0.4348,0.4616,0.466
7841,0.3181,0.3719,0.3989,0.4387,0.4635
7842,0.3151,0.3685,0.3935,0.4321,0.4492
7843,0.3162,0.3561,0.4185,0.4557,0.4761
7844,0.3178,0.3696,0.3956,0.4555,0.4876
7845,0.3164,0.3761,0.3956,0.4209,0.4865
7846,0.32,0.3667,0.4379,0.4576,0.4598
7847,0.3159,0.3741,0.3978,0.4585,0.4925
7848,0.323,0.3763,0.4089,0.4647,0.4656
7849,0.3177,0.3762,0.4363,0.4482,0.4885
7850,0.3163,0.3769,0.4203,0.4591,0.4943
7851,0.3172,0.3496,0.4014,0.4477,0.4872
7852,0.3218,0.373,0.4123,0.4488,0.4839
7853,0.3129,0.3535,0.402,0.4424,0.4867
7854,0.3114,0.3704,0.4339,0.4362,0.4624
7855,0.3085,0.3743,0.4255,0.4255,0.4963
7856,0.3245,0.3663,0.4388,0.4619,0.4927
7857,0.307,0.3608,0.4468,0.4729,0.4676
7858,0.3085,0.3606,0.398,0.4386,0.4831
7859,0.317,0.3782,0.3696,0.4327,0.4907
7860,0.3151,0.3761,0.3835,0.4391,0.4988
7861,0.322,0.3546,0.4312,0.4602,0.4456
7862,0.3119,0.349,0.4136,0.4593,0.4901
7863,0.3106,0.3859,0.3948,0.4267,0.4938
7864,0.3083,0.3839,0.3943,0.427,0.4751
7865,0.3175,0.3393,0.4262,0.4563,0.4926
7866,0.3116,0.37,0.4054,0.4663,0.4838
7867,0.3173,0.3638,0.4103,0.4537,0.4607
7868,0.3071,0.3757,0.395,0.4729,0.4952
7869,0.3167,0.3753,0.4143,0.4506,0.489
7870,0.3094,0.3931,0.4132,0.449,0.4634
7871,0.3162,0.353,0.4267,0.46,0.4853
7872,0.317,0.3826,0.4023,0.4385,0.4671
7873,0.314,0.3642,0.4105,0.4476,0.4526
7874,0.3048,0.3621,0.4063,0.4487,0.4477
7875,0.314,0.3737,0.411,0.4483,0.4612
7876,0.3195,0.3639,0.403,0.4321,0.46
7877,0.3312,0.3424,0.4021,0.4291,0.4745
7878,0.3108,0.3791,0.425,0.4668,0.482
7879,0.319,0.3702,0.4292,0.4352,0.4817
7880,0.3157,0.3657,0.4164,0.4654,0.4728
7881,0.3068,0.3573,0.4069,0.4549,0.4945
7882,0.3131,0.3631,0.412,0.4796,0.4556
7883,0.3155,0.3693,0.373,0.4518,0.4991
7884,0.3162,0.3804,0.4332,0.4339,0.4952
7885,0.3278,0.3482,0.4024,0.4662,0.4801
7886,0.3174,0.3449,0.4161,0.4569,0.4655
7887,0.31,0.3604,0.4047,0.4416,0.4647
7888,0.3223,0.3793,0.4154,0.4496,0.4769
7889,0.3163,0.3531,0.4352,0.4473,0.4788
7890,0.3182,0.3756,0.4268,0.4568,0.4788
7891,0.3218,0.386,0.4075,0.4594,0.4627
7892,0.3297,0.3651,0.4075,0.4645,0.4746
7893,0.322,0.3833,0.4256,0.4335,0.4669
7894,0.3163,0.3692,0.4193,0.4601,0.4561
7895,0.3149,0.3495,0.4138,0.4514,0.4999
7896,0.3137,0.3748,0.4236,0.4429,0.4859
7897,0.3155,0.3574,0.3854,0.4196,0.4552
7898,0.3124,0.3507,0.3877,0.4555,0.4939
7899,0.3115,0.3687,0.4224,0.4382,0.4814
7900,0.3186,0.3612,0.3864,0.4646,0.4714
7901,0.3217,0.3812,0.414,0.4418,0.4979
7902,0.3209,0.367,0.4267,0.4368,0.4669
7903,0.3163,0.3621,0.4254,0.449,0.4918
7904,0.3219,0.3536,0.414,0.4408,0.4843
7905,0.3171,0.3705,0.4175,0.4651,0.4801
7906,0.3254,0.3529,0.3989,0.4339,0.4895
7907,0.3169,0.361,0.4275,0.419,0.4825
7908,0.3163,0.3718,0.397,0.474,0.4666
7909,0.3115,0.3481,0.4168,0.4552,0.4871
7910,0.3154,0.348,0.4236,0.4353,0.4657
7911,0.3235,0.366,0.4278,0.4372,0.4774
7912,0.3205,0.3468,0.3767,0.4395,0.4908
7913,0.3178,0.3325,0.399,0.467,0.4804
7914,0.3095,0.3792,0.4035,0.4573,0.4658
7915,0.3118,0.3626,0.4009,0.4343,0.4742
7916,0.3148,0.388,0.4314,0.4712,0.4612
7917,0.317,0.3784,0.3948,0.4609,0.4946
7918,0.3173,0.3748,0.4037,0.4276,0.474
7919,0.3217,0.3556,0.4045,0.438,0.5004
7920,0.3128,0.3623,0.386,0.4426,0.4958
7921,0.3199,0.3596,0.4057,0.4528,0.4726
7922,0.3143,0.389,0.4104,0.464,0.4711
7923,0.3177,0.3599,0.3978,0.4629,0.4851
7924,0.3098,0.3646,0.4314,0.4586,0.4625
7925,0.3219,0.3625,0.3888,0.4419,0.4585
7926,0.3166,0.3646,0.3936,0.4377,0.4944
7927,0.316,0.3683,0.4278,0.4345,0.4588
7928,0.314,0.3794,0.3898,0.4551,0.477
7929,0.3184,0.3834,0.4106,0.4472,0.4724
7930,0.3115,0.3437,0.4105,0.4521,0.4604
7931,0.3188,0.3673,0.4089,0.4339,0.4548
7932,0.3225,0.3695,0.4087,0.4406,0.4855
7933,0.308,0.3767,0.4018,0.4571,0.4847
7934,0.3168,0.3666,0.4021,0.4552,0.4848
7935,0.3242,0.375,0.3917,0.4509,0.4875
7936,0.3249,0.3723,0.3979,0.4454,0.4594
7937,0.3112,0.3804,0.4077,0.4576,0.4742
7938,0.3196,0.3529,0.3847,0.4493,0.4751
7939,0.3016,0.3598,0.4306,0.4637,0.4916
7940,0.3208,0.3643,0.4008,0.4571,0.4688
7941,0.3131,0.3681,0.3904,0.4663,0.4579
7942,0.3124,0.3474,0.407,0.443,0.4512
7943,0.3123,0.3792,0.3982,0.453,0.4882
7944,0.3225,0.3875,0.4255,0.4261,0.4745
7945,0.3229,0.3749,0.4255,0.4517,0.4811
7946,0.3156,0.3635,0.3974,0.4588,0.4709
7947,0.3103,0.3738,0.4134,0.4547,0.4849
7948,0.3176,0.3624,0.3896,0.4536,0.4658
7949,0.3255,0.3537,0.3999,0.4292,0.493
7950,0.3278,0.3702,0.4015,0.441,0.4597
7951,0.3143,0.3705,0.4319,0.4616,0.4911
7952,0.314,0.3734,0.4175,0.4384,0.4536
7953,0.3048,0.3587,0.4167,0.4247,0.4568
7954,0.3156,0.3541,0.4266,0.466,0.4751
7955,0.3282,0.3804,0.4188,0.4652,0.469
7956,0.3053,0.3913,0.408,0.4352,0.4528
7957,0.3163,0.3756,0.4095,0.4583,0.4814
7958,0.3119,0.3702,0.3918,0.4476,0.4965
7959,0.3186,0.3729,0.4189,0.4444,0.4607
7960,0.3112,0.4056,0.4032,0.4465,0.4766
7961,0.3153,0.3653,0.3924,0.4225,0.4795
7962,0.3167,0.3638,0.4036,0.4647,0.476
7963,0.3107,0.3665,0.401,0.4361,0.4848
7964,0.3118,0.3572,0.4155,0.4469,0.4799
7965,0.3159,0.3595,0.4156,0.4669,0.4621
7966,0.3235,0.3651,0.4115,0.4731,0.4851
7967,0.3064,0.3617,0.4025,0.4545,0.4625
7968,0.3124,0.3621,0.4149,0.4477,0.4867
7969,0.3153,0.3786,0.4212,0.4658,0.4681
7970,0.313,0.3524,0.3889,0.4421,0.4795
7971,0.3113,0.3622,0.4112,0.4669,0.4714
7972,0.3218,0.3753,0.4007,0.4406,0.4677
7973,0.3076,0.375,0.4137,0.4394,0.4876
7974,0.3027,0.3872,0.4301,0.445,0.496
7975,0.3169,0.359,0.412,0.457,0.4746
7976,0.3085,0.3538,0.4304,0.4436,0.5007
7977,0.3143,0.3553,0.416,0.4611,0.4636
7978,0.3067,0.3713,0.4163,0.4184,0.478
7979,0.3144,0.386,0.4181,0.4621,0.4834
7980,0.32,0.3511,0.4065,0.4584,0.4551
7981,0.3209,0.3533,0.3932,0.4563,0.4822
7982,0.3108,0.3704,0.4099,0.4397,0.4898
7983,0.3049,0.3621,0.3979,0.4522,0.4798
7984,0.3189,0.3627,0.419,0.4418,0.4817
7985,0.322,0.3591,0.4132,0.4675,0.4532
7986,0.3194,0.3654,0.4211,0.4703,0.4938
7987,0.3099,0.3542,0.3917,0.4667,0.4732
7988,0.3166,0.3534,0.4179,0.4284,0.4911
7989,0.313,0.3611,0.403,0.4483,0.4754
7990,0.305,0.36,0.4131,0.4546,0.4989
7991,0.3073,0.3723,0.4108,0.4476,0.4994
7992,0.3134,0.3608,0.3764,0.4629,0.4977
7993,0.3161,0.3427,0.4345,0.4511,0.4623
7994,0.3104,0.3621,0.383,0.4473,0.4607
7995,0.3132,0.368,0.3831,0.4581,0.4842
7996,0.3183,0.3773,0.4064,0.4504,0.4706
7997,0.3186,0.3728,0.4202,0.4435,0.4933
7998,0.3228,0.3367,0.4129,0.4639,0.4685
7999,0.3143,0.3556,0.3864,0.4528,0.4625
8000,0.3202,0.3617,0.403,0.4229,0.4877
