Iteration,Proportion Test,Proportion Test (Sim Results Dual1.Csv),Proportion Test (Sim Results Dual2.Csv),Proportion Test (Sim Results Dual3.Csv),Proportion Test (Sim Results Dual4.Csv)
8001,0.318,0.3578,0.3848,0.4556,0.478
8002,0.3164,0.3763,0.405,0.4453,0.4815
8003,0.3122,0.369,0.4059,0.4367,0.4914
8004,0.3218,0.379,0.4462,0.447,0.496
8005,0.3168,0.3633,0.433,0.4657,0.4976
8006,0.3114,0.3553,0.4283,0.453,0.4906
8007,0.3213,0.3517,0.389,0.4619,0.4834
8008,0.3216,0.3701,0.4131,0.4602,0.4698
8009,0.317,0.3455,0.3877,0.4424,0.4777
8010,0.3144,0.3586,0.4387,0.4307,0.4631
8011,0.3068,0.3692,0.4098,0.4548,0.4886
8012,0.3253,0.3463,0.4129,0.4516,0.502
8013,0.3229,0.3519,0.3892,0.4589,0.4691
8014,0.3087,0.3547,0.421,0.4328,0.4764
8015,0.3117,0.3702,0.3816,0.4559,0.4868
8016,0.3077,0.3865,0.4061,0.4336,0.4757
8017,0.3066,0.346,0.4124,0.4561,0.4597
8018,0.3159,0.3645,0.4214,0.4351,0.4623
8019,0.3097,0.3639,0.4379,0.4466,0.4778
8020,0.3277,0.3698,0.4138,0.4705,0.4855
8021,0.3163,0.3727,0.4183,0.4444,0.4821
8022,0.3168,0.3921,0.4307,0.4744,0.4935
8023,0.3131,0.3787,0.4129,0.4254,0.479
8024,0.3221,0.3516,0.412,0.4409,0.4712
8025,0.3155,0.3695,0.4259,0.4359,0.484
8026,0.3159,0.3697,0.4156,0.4521,0.4693
8027,0.3141,0.3856,0.4186,0.4257,0.4623
8028,0.3228,0.3518,0.4044,0.4438,0.4789
8029,0.3191,0.3529,0.4234,0.4486,0.4699
8030,0.3099,0.3734,0.3964,0.4503,0.467
8031,0.3163,0.3747,0.3898,0.452,0.4857
8032,0.3142,0.3791,0.4136,0.4681,0.4721
8033,0.3212,0.3592,0.4094,0.435,0.4744
8034,0.3169,0.366,0.4084,0.4438,0.4676
8035,0.3089,0.3914,0.3965,0.4507,0.4671
8036,0.3141,0.3574,0.3897,0.4549,0.4607
8037,0.3167,0.3779,0.42,0.4473,0.4699
8038,0.3149,0.3601,0.4169,0.4576,0.4553
8039,0.3145,0.3428,0.3793,0.474,0.4796
8040,0.3222,0.3642,0.3982,0.4556,0.4899
8041,0.3154,0.3648,0.4133,0.4731,0.497
8042,0.3116,0.3524,0.4036,0.4684,0.4686
8043,0.3154,0.375,0.4078,0.4382,0.4848
8044,0.3203,0.3754,0.4082,0.4505,0.4674
8045,0.3239,0.3795,0.3926,0.4349,0.4968
8046,0.3114,0.3671,0.4076,0.4561,0.4813
8047,0.3257,0.3821,0.4366,0.4466,0.4709
8048,0.318,0.3768,0.4162,0.4477,0.4772
8049,0.3107,0.3702,0.4191,0.4606,0.4895
8050,0.3231,0.3663,0.4226,0.4686,0.4927
8051,0.3184,0.3641,0.4265,0.4446,0.4633
8052,0.3246,0.3606,0.3825,0.4546,0.4588
8053,0.3225,0.3698,0.4122,0.4398,0.4856
8054,0.3028,0.367,0.4147,0.4356,0.4887
8055,0.3099,0.3522,0.4242,0.4289,0.4789
8056,0.3087,0.3781,0.4007,0.4553,0.4751
8057,0.3114,0.3677,0.4296,0.4361,0.4811
8058,0.3074,0.3486,0.4092,0.445,0.4625
8059,0.3251,0.3524,0.4218,0.4465,0.4967
8060,0.3202,0.3726,0.4313,0.456,0.4697
8061,0.3118,0.3719,0.4241,0.4366,0.4651
8062,0.3186,0.3851,0.4416,0.445,0.4773
8063,0.3209,0.3706,0.4026,0.4634,0.4728
8064,0.316,0.3595,0.4009,0.4562,0.4722
8065,0.3234,0.3613,0.4032,0.4586,0.4933
8066,0.3169,0.3607,0.432,0.4516,0.49
8067,0.3067,0.3858,0.3826,0.441,0.4774
8068,0.3182,0.3635,0.4196,0.458,0.4997
8069,0.3187,0.361,0.4015,0.4475,0.4845
8070,0.3208,0.3641,0.3937,0.4597,0.4938
8071,0.3105,0.3702,0.4225,0.4293,0.4909
8072,0.3182,0.373,0.3942,0.4493,0.495
8073,0.3318,0.3865,0.4037,0.4401,0.5007
8074,0.3256,0.3682,0.4189,0.4478,0.4922
8075,0.3131,0.3648,0.4141,0.432,0.4825
8076,0.3129,0.3796,0.3958,0.4542,0.4806
8077,0.3249,0.383,0.4126,0.4385,0.485
8078,0.312,0.3635,0.4175,0.4445,0.4737
8079,0.3092,0.3695,0.4143,0.4329,0.4973
8080,0.3222,0.3679,0.4179,0.4613,0.4723
8081,0.3132,0.3953,0.4241,0.4386,0.4652
8082,0.3147,0.3709,0.4083,0.4274,0.4691
8083,0.3107,0.3711,0.4121,0.4326,0.4814
8084,0.3112,0.3625,0.4117,0.4622,0.4696
8085,0.3232,0.3594,0.3946,0.4438,0.4922
8086,0.3106,0.365,0.4098,0.4518,0.4929
8087,0.3232,0.3926,0.4226,0.4327,0.4842
8088,0.3134,0.3799,0.3903,0.451,0.4804
8089,0.3257,0.3771,0.4036,0.4674,0.4857
8090,0.3233,0.3496,0.4038,0.4422,0.4874
8091,0.3123,0.3605,0.4035,0.4535,0.4796
8092,0.3161,0.3688,0.4339,0.4607,0.456
8093,0.3186,0.3794,0.4211,0.4426,0.4739
8094,0.3116,0.3625,0.3946,0.4375,0.4587
8095,0.3154,0.3666,0.4016,0.4625,0.4769
8096,0.3026,0.3525,0.427,0.445,0.4809
8097,0.3119,0.3751,0.4097,0.4457,0.4791
8098,0.3214,0.3616,0.4249,0.4547,0.4813
8099,0.3162,0.3485,0.4018,0.4297,0.4861
8100,0.3263,0.3651,0.3902,0.4485,0.4825
8101,0.312,0.3822,0.4066,0.4713,0.4764
8102,0.3128,0.3619,0.4265,0.467,0.5038
8103,0.3158,0.376,0.4283,0.4494,0.4677
8104,0.3033,0.3509,0.3997,0.4563,0.4773
8105,0.3118,0.3759,0.4142,0.4579,0.4618
8106,0.308,0.3504,0.4115,0.4604,0.4992
8107,0.3259,0.377,0.4043,0.4558,0.4713
8108,0.3223,0.3631,0.4151,0.474,0.4773
8109,0.3149,0.3803,0.4129,0.458,0.4726
8110,0.3153,0.3619,0.397,0.4406,0.4798
8111,0.3083,0.3612,0.4218,0.453,0.4898
8112,0.3152,0.3754,0.4182,0.4381,0.47
8113,0.3035,0.3496,0.4256,0.4623,0.4649
8114,0.3206,0.3449,0.3846,0.4524,0.485
8115,0.3134,0.374,0.4197,0.4335,0.5055
8116,0.3184,0.3779,0.3931,0.4767,0.4881
8117,0.3222,0.3639,0.4269,0.4591,0.4822
8118,0.3167,0.3618,0.3997,0.4641,0.4869
8119,0.3133,0.3648,0.4142,0.4332,0.5007
8120,0.3218,0.366,0.4021,0.4148,0.4886
8121,0.3049,0.3724,0.3912,0.4709,0.4756
8122,0.318,0.3533,0.406,0.4506,0.4527
8123,0.3119,0.3805,0.4098,0.4566,0.4906
8124,0.3183,0.3794,0.4398,0.4595,0.4507
8125,0.3092,0.3691,0.4201,0.4478,0.4571
8126,0.3093,0.3582,0.4127,0.4426,0.461
8127,0.317,0.3764,0.4032,0.466,0.4882
8128,0.3084,0.3865,0.4436,0.4545,0.4752
8129,0.3136,0.3612,0.4211,0.4452,0.4727
8130,0.3149,0.3614,0.3865,0.4392,0.469
8131,0.32,0.3691,0.3933,0.4433,0.4957
8132,0.3175,0.3545,0.4147,0.447,0.4588
8133,0.3178,0.3473,0.4252,0.4503,0.4604
8134,0.312,0.3638,0.4093,0.4615,0.4618
8135,0.3191,0.369,0.4256,0.458,0.4762
8136,0.3172,0.3753,0.4187,0.4592,0.4599
8137,0.3174,0.3683,0.4108,0.4386,0.4886
8138,0.314,0.3576,0.4053,0.4414,0.485
8139,0.3112,0.366,0.4117,0.4593,0.484
8140,0.3256,0.3689,0.4056,0.451,0.4911
8141,0.3122,0.3439,0.4268,0.4638,0.4652
8142,0.318,0.3833,0.4041,0.4552,0.4819
8143,0.3237,0.3521,0.4043,0.4288,0.459
8144,0.3129,0.3731,0.4108,0.4543,0.4924
8145,0.3151,0.3709,0.4145,0.4691,0.4775
8146,0.3244,0.3772,0.4013,0.4567,0.482
8147,0.3202,0.3717,0.427,0.4389,0.4936
8148,0.3189,0.3543,0.4069,0.4565,0.4863
8149,0.3084,0.3631,0.4219,0.4591,0.5038
8150,0.3216,0.3475,0.437,0.4499,0.4807
8151,0.3275,0.3574,0.4072,0.4405,0.4758
8152,0.3118,0.3829,0.4053,0.4457,0.4975
8153,0.316,0.3647,0.413,0.4745,0.477
8154,0.3203,0.3656,0.4191,0.4527,0.4894
8155,0.3081,0.3762,0.4347,0.4448,0.4641
8156,0.3096,0.3605,0.4053,0.4727,0.482
8157,0.3119,0.3758,0.3877,0.4424,0.4897
8158,0.3187,0.3669,0.423,0.4628,0.485
8159,0.3146,0.3646,0.3917,0.4437,0.4578
8160,0.3255,0.3769,0.3964,0.4433,0.4581
8161,0.3153,0.3641,0.4274,0.4343,0.457
8162,0.319,0.3772,0.402,0.4518,0.492
8163,0.3172,0.3893,0.4244,0.4812,0.4791
8164,0.3134,0.3773,0.4046,0.4209,0.4565
8165,0.3095,0.3609,0.4108,0.435,0.4913
8166,0.3133,0.3739,0.4303,0.4552,0.4713
8167,0.3203,0.3593,0.3983,0.4354,0.4769
8168,0.3194,0.3634,0.4177,0.4375,0.5043
8169,0.312,0.3645,0.3975,0.4288,0.4804
8170,0.3173,0.3756,0.3867,0.4296,0.4693
8171,0.3179,0.3648,0.4064,0.436,0.4811
8172,0.3149,0.3866,0.3957,0.4643,0.4718
8173,0.3127,0.3574,0.4129,0.4601,0.4822
8174,0.3216,0.3746,0.4267,0.4386,0.4818
8175,0.3097,0.3855,0.4242,0.4364,0.4986
8176,0.3202,0.381,0.4216,0.4495,0.4801
8177,0.3097,0.3764,0.4249,0.4372,0.4856
8178,0.3215,0.3463,0.4003,0.4555,0.4574
8179,0.319,0.3523,0.417,0.4209,0.4575
8180,0.3217,0.3543,0.4332,0.4466,0.4986
8181,0.315,0.3788,0.3838,0.4502,0.4884
8182,0.3202,0.3628,0.4113,0.4466,0.4787
8183,0.3087,0.3571,0.4148,0.4289,0.461
8184,0.3074,0.3665,0.422,0.4462,0.4888
8185,0.3135,0.3779,0.3957,0.4537,0.4944
8186,0.3145,0.376,0.421,0.4557,0.4921
8187,0.3157,0.3636,0.397,0.4441,0.487
8188,0.3094,0.3769,0.4145,0.4636,0.4914
8189,0.3198,0.3813,0.3991,0.4419,0.4976
8190,0.3182,0.355,0.4315,0.4636,0.4697
8191,0.3121,0.3743,0.3993,0.4618,0.49
8192,0.3194,0.3751,0.415,0.4738,0.4653
8193,0.3136,0.3673,0.4033,0.461,0.4735
8194,0.3288,0.3568,0.4183,0.4545,0.4795
8195,0.3215,0.3706,0.3962,0.446,0.4918
8196,0.3131,0.3725,0.402,0.4592,0.4706
8197,0.3203,0.3508,0.4182,0.4481,0.4714
8198,0.3064,0.3541,0.3863,0.4628,0.495
8199,0.3161,0.3615,0.434,0.4459,0.4843
8200,0.3242,0.3664,0.4172,0.4657,0.5071
8201,0.315,0.3702,0.422,0.4386,0.4583
8202,0.3243,0.3733,0.4006,0.4266,0.4783
8203,0.3125,0.3478,0.442,0.4632,0.4939
8204,0.3054,0.3838,0.434,0.4627,0.4844
8205,0.3141,0.3556,0.4486,0.447,0.4917
8206,0.3202,0.3616,0.3963,0.4523,0.4595
8207,0.3205,0.3866,0.4053,0.4527,0.4549
8208,0.3159,0.3505,0.4332,0.4547,0.458
8209,0.3138,0.3456,0.4344,0.4376,0.4825
8210,0.316,0.3827,0.4164,0.4525,0.4623
8211,0.3087,0.3741,0.4242,0.4461,0.4703
8212,0.3054,0.3697,0.43,0.4364,0.4782
8213,0.3124,0.3833,0.4053,0.4577,0.4733
8214,0.3162,0.3355,0.4153,0.4485,0.4645
8215,0.3119,0.3635,0.4338,0.4498,0.4674
8216,0.3118,0.3762,0.4031,0.4411,0.4866
8217,0.317,0.3751,0.4174,0.4495,0.4801
8218,0.3195,0.3692,0.3989,0.436,0.4924
8219,0.3091,0.3533,0.4144,0.4666,0.4539
8220,0.3129,0.3552,0.3927,0.445,0.4821
8221,0.306,0.3666,0.3694,0.4445,0.4529
8222,0.3102,0.3685,0.3856,0.4524,0.4679
8223,0.3136,0.3636,0.4139,0.4649,0.4687
8224,0.3276,0.3637,0.4062,0.4637,0.4664
8225,0.3186,0.3824,0.4077,0.4606,0.4816
8226,0.3114,0.3806,0.4116,0.4429,0.4797
8227,0.3162,0.3626,0.4055,0.4563,0.503
8228,0.3275,0.3582,0.42,0.4479,0.4757
8229,0.3183,0.3885,0.4017,0.4562,0.4676
8230,0.3146,0.3661,0.3861,0.4387,0.5005
8231,0.3087,0.3538,0.3868,0.4426,0.4799
8232,0.3078,0.3647,0.4121,0.4533,0.5003
8233,0.3116,0.3594,0.4005,0.4309,0.4832
8234,0.3075,0.3611,0.4101,0.4426,0.499
8235,0.3126,0.3571,0.4257,0.4363,0.4789
8236,0.3081,0.3543,0.4156,0.4561,0.4864
8237,0.3157,0.357,0.3885,0.4494,0.4752
8238,0.316,0.3628,0.4163,0.4446,0.47
8239,0.3157,0.3566,0.4215,0.4585,0.4747
8240,0.3159,0.3476,0.3976,0.4416,0.4746
8241,0.3175,0.3886,0.3941,0.4633,0.4705
8242,0.3161,0.3816,0.4003,0.4476,0.483
8243,0.3199,0.3727,0.386,0.4592,0.4869
8244,0.3097,0.3629,0.4228,0.4323,0.4661
8245,0.3132,0.3668,0.4037,0.4489,0.4828
8246,0.3191,0.3664,0.4105,0.4453,0.4752
8247,0.3153,0.3446,0.4054,0.4626,0.4701
8248,0.3128,0.358,0.397,0.4574,0.484
8249,0.3154,0.3623,0.39,0.4444,0.4526
8250,0.3172,0.364,0.3915,0.4426,0.4811
8251,0.318,0.3641,0.4057,0.4567,0.4928
8252,0.3289,0.3465,0.4232,0.4311,0.4837
8253,0.3209,0.381,0.3908,0.4519,0.4786
8254,0.3177,0.3689,0.4014,0.4387,0.4782
8255,0.3203,0.3599,0.4102,0.4399,0.4533
8256,0.3119,0.3753,0.4213,0.4616,0.5015
8257,0.3098,0.3873,0.4043,0.4387,0.4791
8258,0.3189,0.3794,0.4228,0.463,0.4805
8259,0.3248,0.3704,0.3771,0.4383,0.4922
8260,0.3044,0.3587,0.4305,0.4371,0.4879
8261,0.3017,0.3606,0.3866,0.439,0.4634
8262,0.3202,0.344,0.3927,0.4399,0.4534
8263,0.3073,0.3517,0.4156,0.4424,0.492
8264,0.3102,0.3694,0.4,0.4253,0.495
8265,0.3079,0.3731,0.4019,0.4654,0.4685
8266,0.3165,0.3853,0.4248,0.4397,0.4765
8267,0.3114,0.3577,0.4191,0.4395,0.4752
8268,0.3157,0.3587,0.4076,0.4501,0.4801
8269,0.3212,0.3581,0.4143,0.4523,0.4841
8270,0.3229,0.3423,0.438,0.4494,0.4775
8271,0.3117,0.361,0.4266,0.4552,0.488
8272,0.3169,0.374,0.4092,0.4608,0.4823
8273,0.3058,0.3598,0.3855,0.4457,0.457
8274,0.314,0.3769,0.3985,0.4355,0.4854
8275,0.3136,0.3699,0.431,0.4535,0.4948
8276,0.3189,0.3671,0.4108,0.472,0.4876
8277,0.312,0.3754,0.4202,0.4637,0.4716
8278,0.309,0.3633,0.4128,0.4597,0.4762
8279,0.3182,0.3762,0.4148,0.4342,0.4723
8280,0.3211,0.3758,0.4336,0.432,0.4836
8281,0.3253,0.3501,0.4179,0.437,0.4782
8282,0.3131,0.3766,0.4203,0.4351,0.4909
8283,0.3144,0.3783,0.405,0.4448,0.48
8284,0.3119,0.3726,0.4378,0.4324,0.4681
8285,0.3157,0.367,0.4077,0.4426,0.4909
8286,0.3123,0.3743,0.3973,0.4367,0.4826
8287,0.3243,0.3728,0.4263,0.4603,0.4644
8288,0.3128,0.3501,0.3969,0.4471,0.4677
8289,0.3187,0.3707,0.3926,0.4682,0.4938
8290,0.3191,0.3538,0.4281,0.4544,0.4915
8291,0.3094,0.388,0.4295,0.4568,0.4847
8292,0.3257,0.3679,0.4287,0.4515,0.4721
8293,0.3152,0.3647,0.4303,0.4464,0.4747
8294,0.3184,0.3659,0.4204,0.4634,0.4732
8295,0.309,0.3988,0.4218,0.4518,0.4951
8296,0.3113,0.3743,0.4292,0.4296,0.463
8297,0.3123,0.3676,0.3876,0.4266,0.4882
8298,0.317,0.3699,0.4239,0.4362,0.4562
8299,0.3204,0.3543,0.4103,0.484,0.4847
8300,0.312,0.3623,0.3954,0.437,0.4649
8301,0.3156,0.3649,0.4183,0.457,0.4931
8302,0.3125,0.3734,0.3948,0.473,0.4852
8303,0.3075,0.365,0.4181,0.4617,0.4761
8304,0.3191,0.369,0.411,0.4618,0.4824
8305,0.3161,0.3762,0.4301,0.4432,0.4968
8306,0.3181,0.3566,0.4016,0.4413,0.4686
8307,0.3147,0.3734,0.4096,0.4569,0.4501
8308,0.3163,0.3801,0.416,0.4636,0.4914
8309,0.3079,0.3671,0.4202,0.4726,0.4709
8310,0.3111,0.3711,0.3929,0.4468,0.4948
8311,0.3097,0.3595,0.4142,0.4603,0.4437
8312,0.3182,0.3662,0.4221,0.4524,0.479
8313,0.3175,0.383,0.3881,0.457,0.4727
8314,0.3116,0.3696,0.4226,0.4368,0.4757
8315,0.319,0.3831,0.3871,0.4562,0.4874
8316,0.3085,0.3642,0.3951,0.4676,0.4692
8317,0.3172,0.3775,0.4095,0.4778,0.4801
8318,0.314,0.371,0.3978,0.4644,0.4775
8319,0.314,0.3616,0.4374,0.4475,0.4644
8320,0.3125,0.3862,0.4051,0.4611,0.4519
8321,0.3221,0.3749,0.4179,0.4557,0.4973
8322,0.3073,0.3833,0.4018,0.4407,0.483
8323,0.3101,0.3621,0.3878,0.4514,0.4947
8324,0.3258,0.355,0.406,0.4346,0.4918
8325,0.3209,0.3578,0.4141,0.4144,0.4704
8326,0.3236,0.3536,0.3986,0.4677,0.4765
8327,0.3055,0.3825,0.4241,0.4471,0.4655
8328,0.3102,0.3537,0.4258,0.4755,0.4792
8329,0.3112,0.3757,0.4086,0.4587,0.488
8330,0.3133,0.3784,0.4075,0.4647,0.4838
8331,0.3244,0.3597,0.4014,0.4715,0.4999
8332,0.3126,0.3598,0.4054,0.4615,0.4761
8333,0.3179,0.3564,0.416,0.4246,0.4779
8334,0.3161,0.3622,0.4381,0.4403,0.4824
8335,0.3159,0.3502,0.415,0.4554,0.4772
8336,0.3333,0.3541,0.4252,0.4417,0.4684
8337,0.3017,0.368,0.4111,0.4529,0.4865
8338,0.3302,0.379,0.4368,0.4374,0.4964
8339,0.312,0.3662,0.421,0.4443,0.4868
8340,0.3161,0.378,0.3965,0.4659,0.4667
8341,0.3275,0.3833,0.4248,0.4617,0.4722
8342,0.3057,0.3521,0.393,0.4568,0.4854
8343,0.3058,0.3728,0.4047,0.4559,0.4576
8344,0.3048,0.3589,0.4131,0.4483,0.4715
8345,0.3113,0.3665,0.4172,0.4376,0.4917
8346,0.3063,0.379,0.4214,0.4598,0.4952
8347,0.3101,0.3806,0.3903,0.4589,0.4763
8348,0.3114,0.3768,0.4142,0.4238,0.4644
8349,0.316,0.3799,0.4265,0.4344,0.4786
8350,0.3133,0.3624,0.3838,0.4581,0.4897
8351,0.3178,0.3623,0.4022,0.4549,0.4771
8352,0.3277,0.3803,0.4055,0.4315,0.4929
8353,0.315,0.3521,0.4232,0.4636,0.4784
8354,0.3163,0.3531,0.3891,0.4572,0.4628
8355,0.308,0.3905,0.4059,0.4586,0.4653
8356,0.3212,0.3468,0.4226,0.4353,0.4945
8357,0.3111,0.3646,0.4056,0.4626,0.4692
8358,0.3187,0.3731,0.4252,0.4256,0.4978
8359,0.3206,0.3725,0.4267,0.437,0.4704
8360,0.312,0.3697,0.4019,0.4421,0.4957
8361,0.3184,0.3655,0.4165,0.4689,0.491
8362,0.3144,0.3438,0.4289,0.4546,0.4783
8363,0.3088,0.3803,0.4337,0.4567,0.4737
8364,0.3119,0.3716,0.4495,0.4658,0.4972
8365,0.3106,0.3686,0.4078,0.4585,0.4727
8366,0.3093,0.3698,0.4132,0.4255,0.475
8367,0.3153,0.3558,0.4149,0.4433,0.4902
8368,0.3112,0.3515,0.41,0.4473,0.4702
8369,0.3085,0.3789,0.4019,0.4701,0.4776
8370,0.3235,0.3511,0.4313,0.4377,0.496
8371,0.3275,0.3612,0.4161,0.4399,0.4629
8372,0.3071,0.3683,0.4107,0.4388,0.503
8373,0.3137,0.3536,0.3943,0.4554,0.4873
8374,0.3185,0.3664,0.4219,0.46,0.4617
8375,0.3165,0.3768,0.3984,0.453,0.4906
8376,0.318,0.3851,0.3903,0.4668,0.4794
8377,0.3226,0.3563,0.3899,0.4438,0.4989
8378,0.3141,0.3899,0.414,0.4269,0.4675
8379,0.3102,0.3707,0.4353,0.4346,0.4611
8380,0.3209,0.3857,0.4169,0.4319,0.463
8381,0.3154,0.3653,0.4331,0.4494,0.4715
8382,0.3189,0.3513,0.4237,0.4714,0.4886
8383,0.3177,0.3645,0.414,0.4537,0.4771
8384,0.3126,0.3593,0.4202,0.4307,0.4997
8385,0.3093,0.3538,0.4072,0.4374,0.4879
8386,0.3202,0.3816,0.3937,0.459,0.4743
8387,0.3144,0.3731,0.3983,0.4482,0.4816
8388,0.3158,0.3761,0.4115,0.4518,0.4593
8389,0.3108,0.366,0.3927,0.4273,0.5069
8390,0.3115,0.3647,0.4045,0.4649,0.4645
8391,0.3159,0.3693,0.4229,0.4644,0.4584
8392,0.3138,0.3624,0.4104,0.4574,0.502
8393,0.3189,0.3643,0.4124,0.45,0.4657
8394,0.3212,0.3485,0.3953,0.459,0.4666
8395,0.3115,0.3585,0.4069,0.4618,0.4946
8396,0.3211,0.3835,0.3987,0.462,0.4918
8397,0.3054,0.3839,0.3987,0.4498,0.4526
8398,0.3121,0.3643,0.4189,0.4338,0.4755
8399,0.3017,0.3637,0.4113,0.4522,0.4738
8400,0.3082,0.3568,0.4063,0.4264,0.4927
8401,0.309,0.3638,0.4268,0.4593,0.4838
8402,0.3094,0.3742,0.4137,0.4408,0.4902
8403,0.308,0.3736,0.4173,0.4514,0.4845
8404,0.326,0.3753,0.4297,0.471,0.5042
8405,0.3157,0.34,0.3917,0.4755,0.4796
8406,0.3129,0.38,0.4028,0.465,0.4872
8407,0.3184,0.3672,0.416,0.449,0.4759
8408,0.3054,0.3562,0.393,0.457,0.4972
8409,0.3138,0.355,0.4197,0.4357,0.476
8410,0.3214,0.3617,0.4204,0.4589,0.497
8411,0.3136,0.3603,0.4345,0.4548,0.4916
8412,0.3232,0.3734,0.4141,0.4535,0.4889
8413,0.3132,0.3627,0.4019,0.4427,0.4848
8414,0.3167,0.3834,0.4199,0.4598,0.4922
8415,0.3147,0.3546,0.387,0.4331,0.4794
8416,0.323,0.3595,0.4201,0.4614,0.4886
8417,0.3094,0.3691,0.4296,0.4585,0.4773
8418,0.3156,0.3823,0.4191,0.442,0.4947
8419,0.3183,0.362,0.418,0.4651,0.4868
8420,0.3214,0.3782,0.4183,0.4546,0.4604
8421,0.3209,0.3593,0.4266,0.438,0.4763
8422,0.3218,0.3636,0.4227,0.4663,0.4848
8423,0.3175,0.3845,0.4155,0.4542,0.4782
8424,0.3197,0.3736,0.4103,0.4567,0.4876
8425,0.3177,0.3706,0.3985,0.4392,0.4593
8426,0.3199,0.3752,0.4146,0.4664,0.4683
8427,0.3205,0.3536,0.4184,0.4463,0.4623
8428,0.3149,0.3715,0.4163,0.4441,0.4929
8429,0.3205,0.3657,0.4115,0.434,0.4796
8430,0.3057,0.3604,0.417,0.4478,0.4936
8431,0.3182,0.3406,0.4044,0.4639,0.4758
8432,0.3138,0.3571,0.4029,0.452,0.4762
8433,0.312,0.3809,0.4448,0.4644,0.4944
8434,0.3191,0.3728,0.4044,0.4744,0.478
8435,0.3096,0.372,0.4012,0.4579,0.4634
8436,0.3116,0.3651,0.3994,0.4627,0.4751
8437,0.3184,0.3736,0.4221,0.4653,0.46
8438,0.3169,0.3683,0.3954,0.453,0.4738
8439,0.315,0.3755,0.4055,0.4212,0.4947
8440,0.3253,0.3647,0.4286,0.4424,0.4841
8441,0.3223,0.3735,0.4158,0.4481,0.4928
8442,0.3196,0.3638,0.4096,0.4606,0.4838
8443,0.3185,0.3738,0.4052,0.4524,0.476
8444,0.3225,0.3564,0.3945,0.4551,0.4902
8445,0.3264,0.355,0.4076,0.4584,0.4877
8446,0.3092,0.3456,0.4034,0.4684,0.4716
8447,0.3052,0.3587,0.4315,0.4776,0.4773
8448,0.3166,0.359,0.405,0.4439,0.4769
8449,0.3135,0.3776,0.4064,0.439,0.4832
8450,0.321,0.3672,0.3966,0.4667,0.4705
8451,0.3093,0.3771,0.4133,0.4384,0.4899
8452,0.3093,0.3491,0.395,0.4425,0.4756
8453,0.324,0.3544,0.4125,0.4564,0.4835
8454,0.3146,0.3512,0.4031,0.4507,0.4966
8455,0.3128,0.3658,0.425,0.4377,0.4679
8456,0.3127,0.3743,0.4033,0.4668,0.4929
8457,0.3194,0.3574,0.4012,0.4431,0.4859
8458,0.3064,0.3424,0.4063,0.4493,0.4903
8459,0.3229,0.3711,0.3897,0.4518,0.5052
8460,0.318,0.3818,0.3968,0.4637,0.4738
8461,0.3157,0.3616,0.3976,0.4532,0.4713
8462,0.3118,0.3612,0.4029,0.4396,0.4756
8463,0.3085,0.3485,0.4282,0.4574,0.461
8464,0.3078,0.3631,0.4354,0.4495,0.4934
8465,0.3229,0.3757,0.4103,0.4542,0.4855
8466,0.309,0.3528,0.42,0.4431,0.5005
8467,0.3127,0.3636,0.3965,0.4421,0.4918
8468,0.3266,0.3447,0.4286,0.4677,0.4743
8469,0.3076,0.3387,0.4102,0.4739,0.4824
8470,0.3137,0.3692,0.4271,0.4285,0.4813
8471,0.3183,0.3641,0.3981,0.4515,0.4788
8472,0.3168,0.3818,0.3746,0.4554,0.4532
8473,0.3069,0.3642,0.4148,0.4317,0.4768
8474,0.3152,0.3604,0.4167,0.4552,0.4993
8475,0.3111,0.3623,0.4033,0.4451,0.4608
8476,0.3192,0.374,0.3849,0.4396,0.4779
8477,0.3057,0.3558,0.4327,0.4624,0.4715
8478,0.311,0.365,0.4367,0.4622,0.4772
8479,0.3161,0.3604,0.4288,0.4584,0.4667
8480,0.3234,0.3392,0.399,0.4465,0.478
8481,0.3096,0.3739,0.4134,0.4713,0.4697
8482,0.3122,0.3645,0.3944,0.4404,0.4779
8483,0.3168,0.3747,0.4384,0.4428,0.4734
8484,0.3148,0.3498,0.4232,0.4437,0.4823
8485,0.3127,0.3593,0.3918,0.4378,0.4765
8486,0.3213,0.3461,0.4124,0.4374,0.4813
8487,0.3196,0.3705,0.4043,0.4614,0.4687
8488,0.3203,0.3423,0.397,0.4577,0.4696
8489,0.325,0.3709,0.4247,0.4513,0.4889
8490,0.3165,0.3799,0.4055,0.4361,0.4775
8491,0.3188,0.3666,0.4023,0.4589,0.4804
8492,0.3109,0.3703,0.3951,0.4579,0.4741
8493,0.3176,0.3627,0.4492,0.4579,0.4836
8494,0.3155,0.38,0.403,0.4499,0.492
8495,0.3072,0.386,0.4126,0.455,0.473
8496,0.3162,0.3682,0.4198,0.4542,0.4857
8497,0.3108,0.3626,0.4281,0.4573,0.4904
8498,0.3242,0.3691,0.4214,0.4556,0.4702
8499,0.3194,0.3668,0.3903,0.4655,0.4751
8500,0.3226,0.3789,0.4122,0.4545,0.4745
8501,0.3152,0.3752,0.4031,0.443,0.5101
8502,0.3118,0.3791,0.4264,0.4671,0.492
8503,0.3257,0.3715,0.4085,0.4386,0.4808
8504,0.3133,0.3843,0.4263,0.4235,0.4862
8505,0.3209,0.3697,0.4035,0.4732,0.49
8506,0.3187,0.3662,0.4046,0.4512,0.4752
