Iteration,Proportion Test,Proportion Test (Sim Results Dual1High.Csv),Proportion Test (Sim Results Dual2High.Csv),Proportion Test (Sim Results Dual3High.Csv),Proportion Test (Sim Results Dual4High.Csv)
8829,0.3157,0.3908,0.4809,0.4824,0.505
8830,0.327,0.4066,0.4538,0.5057,0.5157
8831,0.3118,0.3814,0.4426,0.5067,0.5057
8832,0.3159,0.399,0.4516,0.5097,0.5196
8833,0.3188,0.4135,0.4425,0.4706,0.5071
8834,0.3192,0.4051,0.4524,0.4753,0.5083
8835,0.3142,0.3914,0.449,0.4744,0.5172
8836,0.3133,0.3927,0.4472,0.4945,0.5313
8837,0.3143,0.4098,0.4434,0.4952,0.5212
8838,0.3109,0.4099,0.4238,0.5065,0.5282
8839,0.3193,0.4016,0.4593,0.4878,0.5182
8840,0.3132,0.4083,0.4469,0.471,0.5078
8841,0.3095,0.3964,0.4255,0.4964,0.5172
8842,0.3143,0.4041,0.4497,0.4919,0.5263
8843,0.3106,0.3837,0.4559,0.4826,0.5164
8844,0.3094,0.3855,0.4579,0.4927,0.513
8845,0.3024,0.4048,0.4448,0.4709,0.5032
8846,0.3205,0.3946,0.4541,0.4831,0.526
8847,0.3209,0.3993,0.4505,0.5114,0.5168
8848,0.3207,0.4061,0.4485,0.4838,0.5173
8849,0.31,0.3975,0.4525,0.4896,0.5159
8850,0.3153,0.4034,0.4671,0.4923,0.5131
8851,0.3227,0.3961,0.4539,0.4974,0.4961
8852,0.3179,0.4024,0.4495,0.4913,0.5204
8853,0.313,0.3977,0.4353,0.4853,0.5083
8854,0.3286,0.3959,0.4513,0.4964,0.5157
8855,0.3149,0.3986,0.4612,0.4992,0.5189
8856,0.3189,0.4169,0.4448,0.495,0.5235
8857,0.3141,0.3738,0.4312,0.4942,0.5179
8858,0.3236,0.3957,0.4656,0.4813,0.517
8859,0.3281,0.4262,0.444,0.501,0.5134
8860,0.3131,0.4108,0.4527,0.4863,0.523
8861,0.3226,0.3854,0.4609,0.5094,0.4932
8862,0.3149,0.4101,0.4666,0.48,0.5154
8863,0.3108,0.3851,0.4276,0.4969,0.5199
8864,0.3126,0.3879,0.4663,0.4926,0.5356
8865,0.3184,0.3964,0.4408,0.4989,0.4947
8866,0.3128,0.4191,0.433,0.4865,0.5024
8867,0.3136,0.379,0.4105,0.4939,0.5244
8868,0.3156,0.3929,0.4444,0.4968,0.5066
8869,0.3162,0.4151,0.4455,0.493,0.5152
8870,0.3224,0.3794,0.4224,0.5018,0.5062
8871,0.3119,0.4029,0.4405,0.4843,0.5092
8872,0.3203,0.3977,0.4684,0.4866,0.5196
8873,0.3222,0.4087,0.4461,0.4657,0.5185
8874,0.3165,0.4009,0.4416,0.4912,0.5188
8875,0.3161,0.391,0.4423,0.496,0.5266
8876,0.311,0.4096,0.4393,0.4867,0.5048
8877,0.3274,0.4073,0.4434,0.4908,0.5159
8878,0.3173,0.3866,0.4607,0.4979,0.5221
8879,0.3148,0.4156,0.4418,0.4729,0.4997
8880,0.3186,0.4054,0.456,0.4856,0.5056
8881,0.3239,0.3817,0.4564,0.478,0.5086
8882,0.3127,0.408,0.4511,0.5136,0.501
8883,0.3194,0.3916,0.4622,0.49,0.5171
8884,0.3192,0.4023,0.4568,0.4923,0.5237
8885,0.3161,0.398,0.4301,0.4792,0.5299
8886,0.3212,0.3723,0.4558,0.4971,0.4988
8887,0.3147,0.3959,0.4685,0.4961,0.5251
8888,0.3188,0.3879,0.4407,0.4965,0.5077
8889,0.3058,0.4142,0.4573,0.4882,0.5075
8890,0.3107,0.3845,0.4561,0.5046,0.5149
8891,0.3125,0.3857,0.4419,0.4832,0.5144
8892,0.3119,0.3783,0.4526,0.5017,0.5151
8893,0.3175,0.3897,0.4572,0.472,0.5071
8894,0.323,0.3999,0.4482,0.4887,0.5154
8895,0.3205,0.389,0.4593,0.4903,0.508
8896,0.3131,0.3989,0.4458,0.5037,0.5149
8897,0.3221,0.4089,0.4714,0.4809,0.5004
8898,0.3256,0.3756,0.4662,0.4811,0.5132
8899,0.3171,0.3661,0.4361,0.4777,0.5301
8900,0.318,0.4023,0.4693,0.4857,0.509
8901,0.32,0.4187,0.4517,0.4819,0.5106
8902,0.3243,0.4121,0.4652,0.5007,0.5278
8903,0.3165,0.3884,0.4344,0.4823,0.5048
8904,0.3143,0.4051,0.4678,0.4767,0.5096
8905,0.3232,0.3948,0.4599,0.4915,0.5237
8906,0.3123,0.4071,0.4353,0.4981,0.5048
8907,0.3154,0.3993,0.4601,0.4911,0.5206
8908,0.3154,0.3989,0.4432,0.4932,0.4932
8909,0.31,0.4053,0.4646,0.4993,0.5021
8910,0.3043,0.4115,0.4529,0.4901,0.5154
8911,0.3122,0.3774,0.4469,0.4787,0.5006
8912,0.3121,0.4033,0.4474,0.4819,0.5017
8913,0.3313,0.4118,0.4492,0.4823,0.5117
8914,0.3128,0.3851,0.4586,0.4938,0.516
8915,0.3163,0.411,0.4465,0.4718,0.4983
8916,0.306,0.4097,0.4254,0.4918,0.5095
8917,0.3013,0.4046,0.446,0.4719,0.508
8918,0.3064,0.3918,0.438,0.4844,0.5166
8919,0.3117,0.412,0.4542,0.4822,0.5188
8920,0.3169,0.4038,0.4363,0.4827,0.5198
8921,0.3154,0.4273,0.4338,0.4907,0.5133
8922,0.3175,0.3958,0.4458,0.4887,0.5162
8923,0.3192,0.3867,0.4596,0.4928,0.5036
8924,0.3084,0.3781,0.4588,0.5031,0.5195
8925,0.3141,0.3952,0.4365,0.5087,0.4981
8926,0.3061,0.4098,0.4559,0.4925,0.5188
8927,0.3105,0.4036,0.4738,0.4828,0.5126
8928,0.3157,0.4285,0.4593,0.4904,0.5205
8929,0.3154,0.3959,0.4612,0.4905,0.5211
8930,0.3185,0.3748,0.4521,0.5102,0.5236
8931,0.3212,0.4264,0.4459,0.486,0.5225
8932,0.3137,0.4015,0.4401,0.5047,0.5052
8933,0.3146,0.4195,0.4449,0.4854,0.5138
8934,0.3079,0.3976,0.428,0.4848,0.5091
8935,0.3097,0.3743,0.4568,0.4857,0.5219
8936,0.313,0.416,0.4498,0.4797,0.5079
8937,0.3157,0.3869,0.4487,0.4968,0.5158
8938,0.3218,0.3906,0.4555,0.4856,0.5169
8939,0.3238,0.3963,0.4222,0.4893,0.5212
8940,0.317,0.3847,0.4383,0.4904,0.5156
8941,0.31,0.4062,0.4427,0.4844,0.5284
8942,0.3115,0.4073,0.4637,0.4941,0.5115
8943,0.3173,0.3855,0.4248,0.4978,0.5169
8944,0.3059,0.388,0.4285,0.4906,0.5199
8945,0.3205,0.4075,0.4484,0.4778,0.5076
8946,0.3303,0.42,0.4535,0.489,0.5204
8947,0.3234,0.4209,0.4576,0.4891,0.5213
8948,0.3283,0.3884,0.4524,0.4932,0.5145
8949,0.3169,0.4002,0.4531,0.489,0.5085
8950,0.3037,0.3844,0.4407,0.4897,0.5126
8951,0.3173,0.3833,0.4355,0.4857,0.514
8952,0.3209,0.398,0.4655,0.4763,0.506
8953,0.3196,0.3671,0.4568,0.4882,0.5119
8954,0.3207,0.383,0.4414,0.4985,0.4989
8955,0.321,0.4086,0.443,0.4889,0.5092
8956,0.3143,0.386,0.4628,0.4834,0.521
8957,0.3248,0.3897,0.4458,0.4805,0.5143
8958,0.3146,0.4017,0.4596,0.5041,0.5161
8959,0.318,0.3895,0.4543,0.4942,0.4992
8960,0.3184,0.3917,0.4612,0.4891,0.5074
8961,0.3122,0.3885,0.4493,0.4707,0.5189
8962,0.3286,0.3836,0.4308,0.5036,0.5157
8963,0.3171,0.4053,0.4377,0.4788,0.5184
8964,0.3232,0.3919,0.4377,0.4828,0.5132
8965,0.3141,0.4088,0.4433,0.4956,0.5132
8966,0.3056,0.3948,0.4238,0.4953,0.4966
8967,0.3164,0.3875,0.4408,0.4924,0.5144
8968,0.3066,0.3885,0.4559,0.4806,0.5012
8969,0.3195,0.3904,0.4713,0.4851,0.5147
8970,0.3142,0.3816,0.4499,0.4827,0.5242
8971,0.309,0.3921,0.4514,0.5089,0.5262
8972,0.3181,0.3945,0.4351,0.4833,0.5257
8973,0.3224,0.4173,0.4452,0.4759,0.4948
8974,0.3333,0.4157,0.4527,0.4778,0.5098
8975,0.3072,0.4045,0.4547,0.4872,0.5389
8976,0.3108,0.404,0.441,0.4942,0.5175
8977,0.3143,0.3952,0.4681,0.4681,0.5111
8978,0.3223,0.3912,0.4462,0.4729,0.5175
8979,0.3051,0.4062,0.4351,0.4916,0.5166
8980,0.3083,0.3709,0.4401,0.4924,0.5287
8981,0.3148,0.3985,0.4645,0.4769,0.5223
8982,0.317,0.4015,0.4812,0.4937,0.5202
8983,0.3189,0.3985,0.4456,0.4874,0.5112
8984,0.3187,0.4049,0.4425,0.4864,0.5131
8985,0.3255,0.4147,0.4749,0.4995,0.5177
8986,0.3067,0.3965,0.4535,0.4844,0.5079
8987,0.3174,0.397,0.4358,0.4919,0.5249
8988,0.3117,0.4106,0.4281,0.4952,0.5234
8989,0.3122,0.3974,0.4384,0.4861,0.5296
8990,0.3218,0.3965,0.4627,0.4947,0.4939
8991,0.3122,0.3984,0.4622,0.4873,0.5214
8992,0.3114,0.3884,0.4385,0.4574,0.5259
8993,0.3153,0.3816,0.4139,0.4765,0.5184
8994,0.3102,0.4073,0.4529,0.4833,0.5278
8995,0.3173,0.4033,0.4564,0.4936,0.524
8996,0.3141,0.4051,0.4423,0.4946,0.5147
8997,0.3228,0.408,0.4687,0.4837,0.5187
8998,0.3141,0.4065,0.4337,0.4964,0.5159
8999,0.3156,0.3663,0.4433,0.4821,0.5187
9000,0.3236,0.4002,0.45,0.4854,0.5183
9001,0.3214,0.4116,0.4556,0.5007,0.5122
9002,0.3151,0.3953,0.4143,0.4905,0.5292
9003,0.3164,0.3917,0.4432,0.4938,0.5073
9004,0.311,0.4194,0.459,0.4844,0.5113
9005,0.3209,0.3763,0.4492,0.4992,0.5322
9006,0.3176,0.3761,0.4313,0.4867,0.5151
9007,0.307,0.4115,0.4343,0.4833,0.5175
9008,0.3244,0.4102,0.4575,0.4924,0.5228
9009,0.3126,0.416,0.4329,0.4976,0.5134
9010,0.315,0.3765,0.4329,0.4823,0.5154
9011,0.3226,0.4063,0.4462,0.4951,0.5173
9012,0.3195,0.3832,0.4557,0.4975,0.508
9013,0.3153,0.3892,0.4542,0.481,0.5061
9014,0.3236,0.3808,0.4511,0.5028,0.5175
9015,0.3254,0.3955,0.4291,0.4883,0.5141
9016,0.3035,0.381,0.4493,0.5008,0.5016
9017,0.311,0.3779,0.4503,0.4879,0.5223
9018,0.3169,0.3987,0.4251,0.4934,0.4985
9019,0.3123,0.421,0.4455,0.4674,0.5177
9020,0.3189,0.3874,0.454,0.4874,0.5012
9021,0.312,0.3828,0.4852,0.4754,0.5188
9022,0.3149,0.4046,0.4295,0.4789,0.5224
9023,0.3157,0.4007,0.4643,0.4805,0.5036
9024,0.3184,0.3829,0.4516,0.482,0.5097
9025,0.3118,0.4042,0.4404,0.4685,0.5083
9026,0.3084,0.3917,0.4574,0.4869,0.5238
9027,0.3187,0.3992,0.4607,0.485,0.514
9028,0.3121,0.4037,0.4496,0.4728,0.5241
9029,0.3157,0.4021,0.4393,0.4738,0.5209
9030,0.3026,0.3937,0.4612,0.5012,0.5272
9031,0.3237,0.4092,0.4368,0.5002,0.5132
9032,0.3084,0.3976,0.4551,0.4995,0.5188
9033,0.3129,0.3966,0.453,0.4764,0.5125
9034,0.3185,0.391,0.4318,0.4982,0.5242
9035,0.3063,0.3928,0.4499,0.4923,0.5134
9036,0.3148,0.3678,0.4444,0.4969,0.5156
9037,0.3093,0.3855,0.4762,0.4772,0.5082
9038,0.3122,0.394,0.4445,0.4916,0.5236
9039,0.3136,0.399,0.4326,0.4677,0.5272
9040,0.321,0.3875,0.45,0.5034,0.524
9041,0.316,0.4005,0.4589,0.4941,0.5082
9042,0.3164,0.4031,0.4579,0.4848,0.5256
9043,0.314,0.3878,0.4534,0.4869,0.5271
9044,0.3273,0.3931,0.4599,0.4999,0.5161
9045,0.3186,0.4008,0.4518,0.5077,0.5029
9046,0.3163,0.3827,0.4223,0.4839,0.526
9047,0.3049,0.3875,0.4675,0.4903,0.4987
9048,0.3185,0.4031,0.4431,0.5136,0.5172
9049,0.334,0.3966,0.4769,0.4837,0.5099
9050,0.3072,0.3996,0.437,0.4638,0.5322
9051,0.3148,0.4,0.4423,0.4941,0.5012
9052,0.319,0.3993,0.431,0.504,0.515
9053,0.3099,0.3927,0.4434,0.4934,0.5083
9054,0.3145,0.3956,0.4449,0.4954,0.5309
9055,0.3095,0.4109,0.4521,0.4961,0.5067
9056,0.3192,0.3896,0.4441,0.4865,0.516
9057,0.3144,0.4003,0.4304,0.4941,0.5263
9058,0.3086,0.3664,0.4361,0.4919,0.5167
9059,0.3159,0.3811,0.4422,0.4914,0.5003
9060,0.3104,0.407,0.4431,0.4779,0.5197
9061,0.3167,0.3942,0.4439,0.4897,0.513
9062,0.3101,0.4074,0.4577,0.4938,0.5187
9063,0.3176,0.3867,0.4598,0.4989,0.5151
9064,0.3096,0.3915,0.425,0.4958,0.5182
9065,0.3098,0.3922,0.4494,0.4957,0.5245
9066,0.31,0.3998,0.4478,0.5005,0.5078
9067,0.3142,0.3758,0.4477,0.4855,0.5157
9068,0.3161,0.4078,0.4686,0.4951,0.518
9069,0.3127,0.367,0.433,0.4951,0.5171
9070,0.3233,0.3913,0.4641,0.4916,0.511
9071,0.3131,0.3731,0.4427,0.4925,0.5268
9072,0.3278,0.3727,0.4465,0.4871,0.5253
9073,0.3055,0.3963,0.4729,0.4936,0.5214
9074,0.3088,0.3918,0.45,0.4893,0.5177
9075,0.3047,0.389,0.4457,0.4962,0.5289
9076,0.32,0.4104,0.4305,0.5021,0.5121
9077,0.3234,0.4008,0.458,0.4998,0.4992
9078,0.3112,0.3983,0.4728,0.4809,0.5105
9079,0.3207,0.4069,0.436,0.4694,0.5122
9080,0.3234,0.3835,0.4382,0.4855,0.533
9081,0.3072,0.3938,0.4451,0.5032,0.5159
9082,0.3189,0.4007,0.4319,0.5016,0.4998
9083,0.3151,0.3917,0.4736,0.4829,0.5143
9084,0.3171,0.3811,0.4484,0.491,0.5081
9085,0.3167,0.4113,0.458,0.4913,0.5149
9086,0.312,0.4072,0.4258,0.4786,0.5171
9087,0.3132,0.403,0.4336,0.502,0.5182
9088,0.3198,0.4118,0.4721,0.4793,0.5101
9089,0.3139,0.384,0.4667,0.4872,0.5053
9090,0.3266,0.4,0.4512,0.5005,0.5221
9091,0.3255,0.4123,0.4474,0.4936,0.5306
9092,0.3136,0.4035,0.4486,0.5063,0.5127
9093,0.319,0.3817,0.4717,0.4738,0.5119
9094,0.3134,0.4097,0.4698,0.4941,0.5151
9095,0.3139,0.4186,0.4205,0.5002,0.5229
9096,0.313,0.3807,0.4434,0.49,0.5115
9097,0.3233,0.4012,0.4482,0.4848,0.5204
9098,0.3167,0.4098,0.4514,0.4987,0.5087
9099,0.3188,0.3926,0.4177,0.48,0.5061
9100,0.3074,0.4121,0.4546,0.4986,0.5154
9101,0.3244,0.413,0.4593,0.4854,0.5208
9102,0.3168,0.377,0.4446,0.4863,0.5275
9103,0.3162,0.3937,0.4732,0.4835,0.5159
9104,0.3187,0.3931,0.4478,0.4779,0.5178
9105,0.315,0.3979,0.4591,0.484,0.5095
9106,0.3135,0.383,0.449,0.5009,0.5251
9107,0.3131,0.3841,0.4519,0.4794,0.5095
9108,0.3186,0.4031,0.4673,0.5103,0.5197
9109,0.3052,0.4122,0.4604,0.4943,0.5133
9110,0.3146,0.3931,0.4547,0.5118,0.5188
9111,0.3098,0.401,0.4514,0.5008,0.517
9112,0.3201,0.3689,0.4435,0.4896,0.5138
9113,0.3162,0.3898,0.4608,0.4786,0.5161
9114,0.3219,0.399,0.4503,0.495,0.5167
9115,0.3131,0.3815,0.4386,0.4889,0.5143
9116,0.3206,0.4135,0.4626,0.4958,0.5179
9117,0.3119,0.3767,0.4793,0.5027,0.5227
9118,0.3196,0.4025,0.4503,0.4997,0.5298
9119,0.3148,0.3786,0.4549,0.509,0.5144
9120,0.3091,0.3917,0.4654,0.4961,0.5128
9121,0.3104,0.4037,0.442,0.4855,0.5123
9122,0.3115,0.4068,0.4374,0.4984,0.5351
9123,0.315,0.4075,0.4494,0.4776,0.5242
9124,0.3148,0.4019,0.4381,0.4924,0.5149
9125,0.3087,0.4198,0.4501,0.4921,0.5109
9126,0.3125,0.3773,0.4458,0.4974,0.5235
9127,0.3215,0.4005,0.4478,0.4888,0.5173
9128,0.3144,0.3709,0.4728,0.4875,0.5025
9129,0.3163,0.3964,0.4102,0.4909,0.5113
9130,0.3081,0.39,0.4319,0.5014,0.5066
9131,0.319,0.3874,0.4378,0.4951,0.511
9132,0.3166,0.4061,0.4551,0.4779,0.5016
9133,0.3151,0.3836,0.4299,0.4814,0.5107
9134,0.3148,0.3674,0.4436,0.4908,0.5148
9135,0.3133,0.4036,0.449,0.4728,0.5264
9136,0.3096,0.3915,0.4681,0.4855,0.5198
9137,0.3077,0.4075,0.4435,0.5029,0.5174
9138,0.3121,0.3923,0.4296,0.498,0.5169
9139,0.318,0.3891,0.4366,0.4771,0.4971
9140,0.3218,0.408,0.4339,0.5019,0.502
9141,0.3046,0.4193,0.4462,0.4763,0.5172
9142,0.3126,0.405,0.4625,0.484,0.521
9143,0.3206,0.3994,0.452,0.4834,0.5217
9144,0.3129,0.3679,0.4334,0.4957,0.5087
9145,0.3081,0.4047,0.4452,0.5045,0.5161
9146,0.3037,0.3996,0.4421,0.4933,0.5101
9147,0.3183,0.3936,0.4401,0.4925,0.519
9148,0.3173,0.4099,0.4339,0.4897,0.519
9149,0.3231,0.3811,0.447,0.4823,0.5181
9150,0.3223,0.3904,0.4711,0.4939,0.5248
9151,0.319,0.4044,0.454,0.4869,0.5063
9152,0.3039,0.4035,0.4578,0.4896,0.5064
9153,0.322,0.3964,0.4504,0.4714,0.5113
9154,0.3119,0.4028,0.4529,0.4951,0.5431
9155,0.3218,0.3877,0.4575,0.498,0.5104
9156,0.3163,0.3962,0.4156,0.4924,0.5002
9157,0.314,0.3911,0.4406,0.5054,0.511
9158,0.3104,0.3956,0.4497,0.4914,0.5052
9159,0.3214,0.3983,0.4536,0.4782,0.5296
9160,0.3084,0.3912,0.4324,0.5003,0.5191
9161,0.3233,0.3973,0.4815,0.4996,0.5202
9162,0.3114,0.3831,0.4565,0.4855,0.5089
9163,0.3254,0.4012,0.4664,0.49,0.5219
9164,0.3206,0.3953,0.4653,0.4957,0.5024
9165,0.3174,0.3842,0.4446,0.4949,0.5232
9166,0.3191,0.3924,0.4597,0.4924,0.5128
9167,0.3316,0.418,0.4481,0.4984,0.5199
9168,0.3209,0.3898,0.4752,0.4829,0.5246
9169,0.3059,0.4071,0.4265,0.4794,0.5196
9170,0.3239,0.3739,0.4201,0.4932,0.5187
9171,0.3176,0.3932,0.4344,0.4794,0.5341
9172,0.3193,0.4085,0.4497,0.4686,0.5036
9173,0.3201,0.4215,0.4291,0.4814,0.5146
9174,0.3083,0.3798,0.4311,0.5025,0.5189
9175,0.3195,0.4053,0.4576,0.4817,0.5053
9176,0.3287,0.3816,0.4297,0.4853,0.5301
9177,0.3143,0.4116,0.4458,0.486,0.523
9178,0.3114,0.3896,0.438,0.4769,0.5294
9179,0.3216,0.3872,0.4429,0.4813,0.5146
9180,0.3209,0.4048,0.4619,0.4772,0.5191
9181,0.3095,0.3659,0.4529,0.4828,0.5221
9182,0.3177,0.3761,0.4553,0.5068,0.5201
9183,0.3037,0.3874,0.4579,0.4975,0.5245
9184,0.3087,0.3867,0.4467,0.5068,0.5131
9185,0.3218,0.386,0.4324,0.5026,0.5179
9186,0.3322,0.3795,0.4371,0.4989,0.5109
9187,0.3259,0.3741,0.4366,0.4891,0.5171
9188,0.3179,0.3973,0.4671,0.4817,0.5243
9189,0.3164,0.3993,0.4509,0.5041,0.5217
9190,0.3125,0.4116,0.4449,0.4832,0.5165
9191,0.3218,0.3833,0.4597,0.4917,0.5262
9192,0.3169,0.3866,0.4561,0.4875,0.5125
9193,0.322,0.4056,0.4173,0.4929,0.5297
9194,0.32,0.3788,0.4528,0.5003,0.5023
9195,0.317,0.4129,0.4335,0.4928,0.516
9196,0.3146,0.3923,0.461,0.4793,0.5098
9197,0.3113,0.3668,0.423,0.4813,0.5102
9198,0.3234,0.3869,0.4418,0.4847,0.5041
9199,0.3203,0.3802,0.4279,0.476,0.4967
9200,0.3124,0.3855,0.425,0.4929,0.5191
9201,0.3133,0.392,0.4518,0.5006,0.5059
9202,0.3115,0.3972,0.4586,0.4954,0.5316
9203,0.3157,0.3902,0.4473,0.4907,0.5266
9204,0.3159,0.4051,0.4593,0.4925,0.5246
9205,0.3144,0.4005,0.4473,0.4924,0.5224
9206,0.3166,0.3712,0.4516,0.4822,0.5052
9207,0.3092,0.3957,0.4256,0.4863,0.5065
9208,0.3163,0.4017,0.4314,0.4712,0.5117
9209,0.3189,0.3822,0.458,0.4797,0.5029
9210,0.3104,0.3764,0.4505,0.4934,0.5021
9211,0.3145,0.3838,0.4674,0.4809,0.523
9212,0.3108,0.3825,0.4425,0.4979,0.5211
9213,0.3076,0.4125,0.4411,0.4998,0.5218
9214,0.3195,0.3915,0.4565,0.4986,0.5116
9215,0.3246,0.4007,0.4552,0.486,0.5073
9216,0.3196,0.3703,0.4591,0.5063,0.4979
9217,0.3173,0.4046,0.4545,0.4907,0.5154
9218,0.3111,0.4198,0.4572,0.4913,0.509
9219,0.324,0.3983,0.4526,0.4915,0.5091
9220,0.3057,0.416,0.4495,0.4969,0.5277
9221,0.3137,0.3857,0.4522,0.4853,0.509
9222,0.3076,0.4231,0.4464,0.4798,0.5107
9223,0.3215,0.3991,0.4604,0.4937,0.5283
9224,0.3089,0.3897,0.4462,0.4917,0.5276
9225,0.3196,0.4043,0.4483,0.4804,0.5278
9226,0.3259,0.3762,0.4663,0.4959,0.5062
9227,0.3185,0.3989,0.473,0.4926,0.51
9228,0.3212,0.405,0.44,0.4992,0.5168
9229,0.3237,0.3792,0.4545,0.4819,0.5284
9230,0.3177,0.4084,0.4257,0.5051,0.5195
9231,0.3137,0.3838,0.4285,0.5072,0.4966
9232,0.3142,0.4013,0.4305,0.4817,0.5089
9233,0.3159,0.3962,0.474,0.4942,0.5119
9234,0.3208,0.3797,0.4544,0.4836,0.5171
9235,0.3105,0.392,0.4417,0.5039,0.509
9236,0.3222,0.4165,0.4683,0.4917,0.5106
9237,0.3253,0.4089,0.4621,0.4819,0.5219
9238,0.3218,0.3913,0.4752,0.5126,0.5078
9239,0.3134,0.3897,0.4668,0.4883,0.5168
9240,0.313,0.4154,0.4342,0.4985,0.5065
9241,0.3089,0.3992,0.4511,0.4831,0.5256
9242,0.325,0.3982,0.4354,0.4688,0.5287
9243,0.3243,0.4038,0.4337,0.5053,0.5046
9244,0.3128,0.3914,0.4653,0.482,0.5149
9245,0.3118,0.3843,0.4577,0.4787,0.5094
9246,0.3173,0.4124,0.4559,0.4923,0.519
9247,0.3092,0.4017,0.4263,0.484,0.516
9248,0.3101,0.4024,0.4592,0.5039,0.5227
9249,0.3136,0.4028,0.4542,0.4801,0.5079
9250,0.3152,0.3864,0.4507,0.4875,0.5143
9251,0.3111,0.3962,0.4373,0.4793,0.495
9252,0.3135,0.4098,0.4458,0.4746,0.5017
9253,0.3163,0.3799,0.4606,0.4754,0.5011
9254,0.3267,0.4028,0.4553,0.4979,0.5211
9255,0.3171,0.3864,0.4683,0.4925,0.5128
9256,0.32,0.4097,0.4414,0.4921,0.5201
9257,0.3124,0.3854,0.4728,0.4944,0.5117
9258,0.3141,0.385,0.426,0.4985,0.5087
9259,0.3178,0.3833,0.4476,0.4559,0.5313
9260,0.31,0.4074,0.4487,0.4949,0.5213
9261,0.3181,0.398,0.4658,0.4937,0.5098
9262,0.3119,0.3741,0.4254,0.4848,0.5032
9263,0.3153,0.4095,0.4413,0.4848,0.5059
9264,0.3136,0.3953,0.4509,0.4924,0.5131
9265,0.3185,0.3888,0.4522,0.4996,0.5263
9266,0.3276,0.3861,0.4628,0.4651,0.5191
9267,0.319,0.362,0.4554,0.4876,0.5161
9268,0.319,0.4068,0.4474,0.494,0.4994
9269,0.3215,0.4042,0.4407,0.4892,0.5052
9270,0.3123,0.394,0.4512,0.4968,0.5303
9271,0.3202,0.4005,0.4743,0.4841,0.51
9272,0.3149,0.3865,0.4318,0.4905,0.5081
9273,0.3267,0.3903,0.4633,0.4907,0.5179
9274,0.3184,0.381,0.4216,0.5031,0.5167
9275,0.3167,0.4058,0.4562,0.5056,0.4951
9276,0.3223,0.4069,0.4746,0.4878,0.5029
9277,0.3168,0.4112,0.4535,0.4914,0.5208
9278,0.3161,0.3841,0.45,0.4805,0.5148
9279,0.3135,0.3814,0.4438,0.4952,0.4962
9280,0.3094,0.3904,0.4442,0.4871,0.5112
9281,0.3152,0.4011,0.4657,0.4961,0.5016
9282,0.3212,0.3969,0.4483,0.4949,0.5182
9283,0.3199,0.3804,0.4688,0.4968,0.5253
9284,0.3169,0.3586,0.4333,0.5027,0.5199
9285,0.3252,0.4021,0.4218,0.4927,0.5044
9286,0.3205,0.3904,0.4535,0.5038,0.5224
9287,0.3192,0.4197,0.4584,0.4832,0.5063
9288,0.3248,0.3884,0.4198,0.4922,0.5172
9289,0.3211,0.4119,0.441,0.4895,0.5033
9290,0.3198,0.407,0.4411,0.4887,0.5115
9291,0.3222,0.3913,0.4449,0.5007,0.5122
9292,0.3143,0.3835,0.4712,0.487,0.5218
9293,0.3093,0.4215,0.4376,0.4827,0.5221
9294,0.3219,0.3978,0.4339,0.497,0.5055
9295,0.3147,0.4098,0.4535,0.4973,0.5184
9296,0.3104,0.3813,0.4431,0.4814,0.5136
9297,0.3078,0.4011,0.4571,0.4974,0.5142
9298,0.3133,0.4029,0.4337,0.5073,0.5007
9299,0.3155,0.3923,0.4294,0.5017,0.5127
9300,0.3153,0.3815,0.4474,0.4872,0.5102
9301,0.3236,0.3667,0.4597,0.4862,0.5297
9302,0.3114,0.4039,0.458,0.4913,0.5173
9303,0.3258,0.4085,0.4466,0.4842,0.5183
9304,0.3203,0.4076,0.4393,0.5019,0.5074
9305,0.3173,0.3926,0.4254,0.4767,0.5087
9306,0.3224,0.3879,0.4277,0.4731,0.5129
9307,0.3258,0.3897,0.4511,0.499,0.5179
9308,0.3292,0.3718,0.4461,0.4891,0.5088
9309,0.3141,0.3854,0.4582,0.4736,0.5068
9310,0.3157,0.3758,0.4663,0.4806,0.5199
9311,0.3199,0.4188,0.4491,0.5098,0.5262
9312,0.3175,0.4214,0.4546,0.4884,0.5185
9313,0.3152,0.377,0.4243,0.5028,0.5034
9314,0.3169,0.3746,0.4371,0.4901,0.5189
9315,0.3136,0.3898,0.4583,0.4763,0.524
9316,0.3182,0.3805,0.4323,0.4898,0.5227
9317,0.3091,0.3933,0.4522,0.4904,0.5098
9318,0.3196,0.3841,0.4523,0.4773,0.5237
9319,0.3114,0.3999,0.4279,0.494,0.509
9320,0.3173,0.4058,0.455,0.4917,0.503
9321,0.3047,0.4162,0.4616,0.4836,0.5072
9322,0.308,0.4063,0.4549,0.5049,0.5078
9323,0.312,0.4002,0.4783,0.4934,0.5085
9324,0.3195,0.4079,0.4516,0.493,0.5102
9325,0.3152,0.3992,0.4617,0.4925,0.529
9326,0.3131,0.3895,0.4463,0.4989,0.5392
9327,0.3187,0.3739,0.444,0.4953,0.5161
9328,0.3124,0.4183,0.4423,0.4912,0.5205
9329,0.3075,0.3798,0.4715,0.4658,0.5105
9330,0.3191,0.3696,0.4551,0.4881,0.5273
9331,0.3135,0.403,0.4353,0.4866,0.535
9332,0.3143,0.3783,0.4615,0.4916,0.5345
