Iteration,Proportion Test,Proportion Test (Sim Results Dual1High.Csv),Proportion Test (Sim Results Dual2High.Csv),Proportion Test (Sim Results Dual3High.Csv),Proportion Test (Sim Results Dual4High.Csv)
2110,0.321,0.3913,0.4195,0.499,0.5125
2111,0.3149,0.4042,0.468,0.4964,0.5204
2112,0.3171,0.3971,0.453,0.4937,0.5152
2113,0.3204,0.406,0.4697,0.4973,0.5154
2114,0.3091,0.3905,0.4707,0.4748,0.5019
2115,0.3201,0.3957,0.4291,0.48,0.5255
2116,0.3122,0.3948,0.4687,0.4772,0.5254
2117,0.3169,0.4173,0.4346,0.468,0.4937
2118,0.3105,0.4138,0.4601,0.493,0.5228
2119,0.3103,0.3999,0.4409,0.4849,0.5192
2120,0.3193,0.3847,0.4596,0.4907,0.5091
2121,0.3045,0.4225,0.4401,0.4707,0.5246
2122,0.3171,0.3955,0.443,0.4855,0.5113
2123,0.3123,0.4145,0.4312,0.4991,0.4899
2124,0.3131,0.3885,0.4413,0.4883,0.5234
2125,0.3229,0.3823,0.4355,0.4961,0.5245
2126,0.3168,0.399,0.4593,0.4997,0.5211
2127,0.3145,0.3724,0.4647,0.4699,0.5138
2128,0.3174,0.3824,0.4461,0.4801,0.52
2129,0.3053,0.397,0.4293,0.4903,0.5107
2130,0.3058,0.4055,0.4652,0.4971,0.5182
2131,0.3024,0.3917,0.449,0.504,0.5162
2132,0.3073,0.4004,0.4401,0.4702,0.519
2133,0.3115,0.3953,0.4571,0.4798,0.5203
2134,0.3121,0.3925,0.4647,0.481,0.5219
2135,0.3066,0.4141,0.4459,0.4937,0.5244
2136,0.3116,0.3864,0.4429,0.4983,0.5149
2137,0.3116,0.3771,0.4522,0.4831,0.5191
2138,0.3094,0.3911,0.4331,0.5062,0.5138
2139,0.3162,0.3652,0.4686,0.4814,0.5239
2140,0.3216,0.3975,0.4547,0.4941,0.5148
2141,0.3219,0.3887,0.4365,0.4826,0.5357
2142,0.3226,0.3857,0.4586,0.4891,0.5109
2143,0.3141,0.3909,0.4528,0.4906,0.5159
2144,0.3211,0.3783,0.4525,0.4875,0.5019
2145,0.3118,0.4003,0.4665,0.4854,0.5122
2146,0.3145,0.3827,0.457,0.4823,0.4937
2147,0.312,0.3991,0.4546,0.4914,0.5249
2148,0.3093,0.4062,0.4618,0.5078,0.5127
2149,0.3247,0.3985,0.4438,0.4851,0.5122
2150,0.31,0.3867,0.47,0.4981,0.5137
2151,0.3157,0.3903,0.4482,0.4714,0.5169
2152,0.3153,0.4028,0.4585,0.4978,0.5216
2153,0.3114,0.3914,0.4687,0.49,0.5036
2154,0.3144,0.4035,0.4309,0.5012,0.4997
2155,0.3087,0.4168,0.442,0.487,0.5396
2156,0.3255,0.3896,0.4558,0.4754,0.5214
2157,0.3043,0.4007,0.4496,0.4971,0.5108
2158,0.3185,0.4119,0.4555,0.4881,0.5189
2159,0.3147,0.3983,0.46,0.5039,0.5138
2160,0.3232,0.3793,0.4627,0.4669,0.5117
2161,0.3189,0.4046,0.4487,0.4843,0.5342
2162,0.3162,0.3856,0.455,0.4805,0.506
2163,0.3174,0.3709,0.449,0.4984,0.5166
2164,0.3178,0.4124,0.4407,0.498,0.518
2165,0.3106,0.3792,0.4563,0.5092,0.5251
2166,0.3099,0.3682,0.441,0.5002,0.5133
2167,0.3245,0.4043,0.4664,0.5019,0.5214
2168,0.327,0.4072,0.4487,0.4917,0.5054
2169,0.3161,0.4057,0.4462,0.4776,0.5305
2170,0.3117,0.4043,0.4619,0.4906,0.5171
2171,0.3229,0.3875,0.4539,0.4963,0.5186
2172,0.3099,0.3964,0.4535,0.4819,0.53
2173,0.3055,0.4066,0.4531,0.5077,0.509
2174,0.3158,0.4201,0.4316,0.5067,0.5163
2175,0.3142,0.4025,0.4514,0.487,0.5139
2176,0.3121,0.3995,0.4455,0.4722,0.5076
2177,0.3156,0.4074,0.4595,0.4854,0.4955
2178,0.3105,0.3812,0.4578,0.5017,0.5078
2179,0.3089,0.3939,0.4425,0.483,0.5088
2180,0.3195,0.3853,0.4232,0.488,0.5117
2181,0.3196,0.4277,0.4198,0.4924,0.4954
2182,0.3121,0.3872,0.4353,0.4897,0.5088
2183,0.3186,0.4164,0.4554,0.4582,0.5279
2184,0.3146,0.3973,0.4405,0.4902,0.504
2185,0.3134,0.3871,0.433,0.4987,0.5116
2186,0.3173,0.3693,0.4302,0.491,0.5029
2187,0.3241,0.3957,0.4454,0.4792,0.5276
2188,0.3182,0.4172,0.4403,0.4911,0.5163
2189,0.3185,0.4092,0.4654,0.5033,0.5164
2190,0.3039,0.411,0.4471,0.4891,0.4948
2191,0.3176,0.4136,0.4531,0.4895,0.517
2192,0.3041,0.3922,0.4221,0.4958,0.5127
2193,0.3155,0.3859,0.4458,0.4782,0.5215
2194,0.3179,0.3877,0.428,0.495,0.5267
2195,0.3088,0.3738,0.4497,0.4977,0.5132
2196,0.323,0.367,0.4617,0.4858,0.4995
2197,0.3212,0.4078,0.4529,0.4699,0.5075
2198,0.3108,0.401,0.4499,0.4846,0.5313
2199,0.3126,0.3935,0.4405,0.4834,0.4956
2200,0.3095,0.39,0.4353,0.4796,0.5172
2201,0.3054,0.3826,0.439,0.5017,0.507
2202,0.3213,0.4075,0.4776,0.5073,0.5023
2203,0.3152,0.4136,0.423,0.4908,0.5098
2204,0.3164,0.3915,0.4417,0.4911,0.5206
2205,0.3152,0.378,0.4185,0.5002,0.5078
2206,0.3079,0.381,0.4287,0.4906,0.5066
2207,0.309,0.4013,0.4242,0.4898,0.5171
2208,0.3127,0.3823,0.4599,0.4872,0.4988
2209,0.3243,0.4006,0.4364,0.4699,0.5165
2210,0.3099,0.4119,0.4542,0.495,0.5167
2211,0.3246,0.4075,0.4769,0.4823,0.5228
2212,0.3209,0.3879,0.4372,0.4886,0.5146
2213,0.3097,0.3977,0.4426,0.4958,0.5148
2214,0.3156,0.3837,0.4498,0.4807,0.5109
2215,0.3114,0.3864,0.446,0.4976,0.5147
2216,0.317,0.3925,0.4463,0.4852,0.5128
2217,0.3241,0.392,0.4675,0.4861,0.5081
2218,0.3219,0.4024,0.4521,0.4995,0.5197
2219,0.3155,0.3939,0.4456,0.4791,0.5192
2220,0.3162,0.3969,0.457,0.493,0.5155
2221,0.3062,0.42,0.466,0.4865,0.5165
2222,0.3075,0.3943,0.4307,0.4887,0.4953
2223,0.3141,0.398,0.4472,0.4882,0.5049
2224,0.3098,0.3926,0.4439,0.4732,0.5074
2225,0.3126,0.3959,0.4599,0.4938,0.5143
2226,0.31,0.3947,0.4581,0.4788,0.5345
2227,0.3054,0.417,0.4277,0.4767,0.5176
2228,0.3177,0.3954,0.4639,0.5037,0.5179
2229,0.3137,0.3997,0.4582,0.4947,0.5227
2230,0.3181,0.4017,0.4522,0.5072,0.5181
2231,0.3143,0.3983,0.4712,0.4744,0.511
2232,0.3249,0.3888,0.4829,0.4973,0.5021
2233,0.3211,0.3861,0.4189,0.5011,0.5067
2234,0.3254,0.3648,0.4411,0.486,0.5122
2235,0.3199,0.4124,0.4681,0.4843,0.5093
2236,0.3181,0.4045,0.441,0.501,0.5201
2237,0.3113,0.3832,0.4712,0.4837,0.501
2238,0.3081,0.3966,0.4417,0.4748,0.5234
2239,0.3202,0.3776,0.441,0.4838,0.506
2240,0.313,0.4029,0.4535,0.4878,0.5085
2241,0.3114,0.3789,0.4386,0.4841,0.514
2242,0.3185,0.382,0.444,0.4681,0.509
2243,0.3125,0.4192,0.4514,0.4891,0.5149
2244,0.3057,0.409,0.471,0.4859,0.5153
2245,0.3092,0.3855,0.4116,0.4965,0.5207
2246,0.3091,0.3983,0.4549,0.4693,0.5193
2247,0.313,0.4227,0.4505,0.481,0.5113
2248,0.3135,0.4034,0.4533,0.4773,0.5085
2249,0.3212,0.4005,0.4549,0.4919,0.5128
2250,0.3188,0.3932,0.4528,0.4977,0.5132
2251,0.3064,0.3968,0.4495,0.492,0.5149
2252,0.3163,0.3874,0.4488,0.4848,0.5036
2253,0.3153,0.3951,0.4756,0.4867,0.5329
2254,0.3108,0.392,0.4359,0.4916,0.5105
2255,0.3231,0.3617,0.4523,0.4848,0.512
2256,0.3222,0.3889,0.4332,0.5109,0.521
2257,0.3064,0.3955,0.4538,0.485,0.5234
2258,0.3104,0.3983,0.467,0.4714,0.508
2259,0.3043,0.3939,0.4622,0.4862,0.517
2260,0.3204,0.3999,0.4457,0.5052,0.5155
2261,0.3266,0.3918,0.4418,0.4926,0.5233
2262,0.3151,0.4147,0.4549,0.4935,0.5072
2263,0.3066,0.4096,0.4594,0.4944,0.503
2264,0.3161,0.3925,0.465,0.487,0.5193
2265,0.3146,0.4187,0.4624,0.4935,0.5143
2266,0.3151,0.3921,0.4423,0.4948,0.5147
2267,0.3222,0.4069,0.4525,0.5012,0.5195
2268,0.3236,0.3937,0.4668,0.4738,0.5145
2269,0.3166,0.3727,0.4513,0.4887,0.529
2270,0.32,0.3985,0.4573,0.4703,0.524
2271,0.3182,0.409,0.4539,0.4737,0.5282
2272,0.3154,0.3878,0.4487,0.5028,0.5234
2273,0.3259,0.3839,0.4455,0.4968,0.528
2274,0.3135,0.3821,0.4549,0.4944,0.5137
2275,0.3112,0.3896,0.451,0.5061,0.519
2276,0.3216,0.3924,0.4457,0.4867,0.5095
2277,0.3175,0.4242,0.4266,0.5037,0.5185
2278,0.3177,0.3868,0.4593,0.4677,0.5068
2279,0.3136,0.3799,0.4565,0.4954,0.5317
2280,0.3218,0.4095,0.4675,0.4921,0.5154
2281,0.3164,0.406,0.4426,0.4792,0.5049
2282,0.311,0.3854,0.452,0.4956,0.5186
2283,0.3179,0.3841,0.419,0.4915,0.5164
2284,0.311,0.4091,0.431,0.4677,0.5032
2285,0.3099,0.4121,0.4657,0.5005,0.5228
2286,0.309,0.391,0.4703,0.487,0.508
2287,0.322,0.388,0.4546,0.4791,0.51
2288,0.3081,0.3798,0.4433,0.4981,0.5034
2289,0.3252,0.3739,0.4563,0.4742,0.5293
2290,0.3265,0.4142,0.4596,0.4905,0.5157
2291,0.3234,0.4091,0.4283,0.4639,0.5148
2292,0.3192,0.4055,0.4349,0.4843,0.5187
2293,0.3116,0.3673,0.4646,0.4909,0.5164
2294,0.3117,0.3767,0.4398,0.4633,0.5052
2295,0.3135,0.4132,0.48,0.4894,0.5139
2296,0.3236,0.3873,0.4382,0.4852,0.5107
2297,0.3148,0.3995,0.4448,0.4973,0.5111
2298,0.322,0.3971,0.4397,0.4911,0.516
2299,0.3127,0.4028,0.4267,0.5108,0.5325
2300,0.3168,0.385,0.4495,0.4899,0.5198
2301,0.3105,0.3771,0.4394,0.5026,0.525
2302,0.3083,0.3915,0.4405,0.4841,0.5129
2303,0.3161,0.3763,0.4718,0.5042,0.5061
2304,0.3256,0.3761,0.4443,0.4877,0.5081
2305,0.3196,0.3749,0.4465,0.5013,0.5159
2306,0.3079,0.378,0.4597,0.4961,0.5217
2307,0.3088,0.408,0.4326,0.4934,0.5238
2308,0.3122,0.4,0.4262,0.4936,0.5088
2309,0.3118,0.4099,0.4275,0.4895,0.5179
2310,0.3164,0.3966,0.4518,0.4982,0.503
2311,0.3166,0.4042,0.4341,0.4854,0.517
2312,0.3142,0.4057,0.427,0.4987,0.5223
2313,0.3232,0.3948,0.461,0.508,0.5278
2314,0.313,0.4,0.4675,0.4862,0.5125
2315,0.3007,0.3909,0.4379,0.478,0.5226
2316,0.3154,0.3958,0.4388,0.4831,0.5131
2317,0.3208,0.3797,0.4586,0.4809,0.523
2318,0.3075,0.4153,0.4652,0.4884,0.5218
2319,0.3186,0.3953,0.4394,0.4946,0.5129
2320,0.3145,0.4038,0.4589,0.4998,0.5245
2321,0.3141,0.3973,0.4291,0.4886,0.52
2322,0.3181,0.3959,0.4537,0.4763,0.4988
2323,0.3239,0.3979,0.4181,0.4848,0.5064
2324,0.3193,0.4082,0.4462,0.4883,0.5216
2325,0.321,0.4029,0.4552,0.4751,0.5139
2326,0.3198,0.3908,0.4551,0.4956,0.5194
2327,0.317,0.3952,0.4347,0.4885,0.5106
2328,0.3124,0.3716,0.4458,0.4991,0.5148
2329,0.3219,0.4056,0.4334,0.4888,0.5006
2330,0.3094,0.4026,0.45,0.5046,0.5032
2331,0.3106,0.407,0.4533,0.4935,0.5109
2332,0.3247,0.3955,0.439,0.4812,0.5162
2333,0.3139,0.3823,0.4563,0.4739,0.5133
2334,0.3148,0.3885,0.4615,0.499,0.5119
2335,0.3155,0.4006,0.4836,0.4969,0.5243
2336,0.3085,0.3971,0.4386,0.4899,0.5159
2337,0.3171,0.4035,0.4512,0.5063,0.5277
2338,0.3189,0.3954,0.4684,0.4899,0.5212
2339,0.3131,0.4163,0.4397,0.4867,0.5243
2340,0.3217,0.4047,0.4626,0.4885,0.5171
2341,0.3235,0.3973,0.4317,0.4972,0.5183
2342,0.3185,0.3985,0.4637,0.4954,0.5206
2343,0.3123,0.3709,0.4445,0.4996,0.5257
2344,0.3061,0.3801,0.44,0.4819,0.5193
2345,0.3138,0.3778,0.4652,0.4898,0.525
2346,0.3239,0.3922,0.4357,0.4722,0.5328
2347,0.3059,0.396,0.4579,0.492,0.5182
2348,0.3101,0.3869,0.4555,0.493,0.5056
2349,0.3178,0.4144,0.4123,0.4859,0.5165
2350,0.3142,0.3773,0.4411,0.5019,0.5139
2351,0.3227,0.4073,0.4367,0.4945,0.4993
2352,0.3104,0.4002,0.4397,0.4933,0.524
2353,0.3171,0.4072,0.4584,0.4866,0.5154
2354,0.3132,0.4071,0.438,0.4854,0.5051
2355,0.314,0.3882,0.4522,0.4905,0.5079
2356,0.3152,0.3801,0.4643,0.4845,0.5243
2357,0.3205,0.3935,0.4226,0.4947,0.5218
2358,0.3214,0.3803,0.4471,0.4751,0.512
2359,0.3206,0.4049,0.4289,0.4932,0.513
2360,0.3156,0.3729,0.4746,0.4848,0.4971
2361,0.312,0.4079,0.466,0.4741,0.5003
2362,0.3197,0.3922,0.4411,0.4956,0.513
2363,0.3178,0.4026,0.4315,0.4774,0.5102
2364,0.3217,0.3897,0.4673,0.4882,0.5176
2365,0.3096,0.3947,0.4223,0.4836,0.5131
2366,0.3234,0.3919,0.4661,0.4767,0.5179
2367,0.3222,0.404,0.4669,0.49,0.5227
2368,0.3204,0.4009,0.4536,0.4845,0.5128
2369,0.315,0.4148,0.457,0.4865,0.5161
2370,0.3158,0.3809,0.4539,0.4754,0.5139
2371,0.3158,0.3817,0.4424,0.4835,0.5152
2372,0.3202,0.3855,0.4598,0.4955,0.5174
2373,0.3053,0.4034,0.4732,0.473,0.5325
2374,0.3186,0.4178,0.451,0.5004,0.5224
2375,0.319,0.3901,0.4667,0.5028,0.5065
2376,0.3137,0.3988,0.4258,0.5029,0.4927
2377,0.3134,0.3863,0.4602,0.4926,0.5201
2378,0.3102,0.4047,0.4228,0.4984,0.5141
2379,0.3135,0.4097,0.4593,0.4951,0.514
2380,0.3114,0.373,0.4454,0.4974,0.5141
2381,0.3114,0.3842,0.4538,0.4794,0.5115
2382,0.3157,0.4151,0.4472,0.4853,0.5234
2383,0.3164,0.3926,0.4291,0.4894,0.5125
2384,0.3124,0.4096,0.4314,0.5002,0.5202
2385,0.326,0.394,0.4408,0.4864,0.5077
2386,0.3265,0.4073,0.4612,0.4935,0.5003
2387,0.3153,0.4007,0.4626,0.4864,0.5085
2388,0.3108,0.4186,0.4418,0.4887,0.5318
2389,0.3109,0.3919,0.4412,0.4957,0.5148
2390,0.3115,0.4147,0.4521,0.5,0.5116
2391,0.3112,0.4146,0.4419,0.4738,0.5052
2392,0.3131,0.402,0.4649,0.4855,0.5027
2393,0.3197,0.3853,0.4414,0.4865,0.5244
2394,0.3284,0.3843,0.4335,0.4947,0.5275
2395,0.3177,0.4066,0.4602,0.4971,0.5179
2396,0.3162,0.4092,0.4501,0.4846,0.5167
2397,0.3079,0.3874,0.4432,0.4923,0.5084
2398,0.3098,0.3945,0.4363,0.4969,0.5106
2399,0.3199,0.3795,0.4322,0.4762,0.5085
2400,0.3169,0.3968,0.4551,0.4907,0.5338
2401,0.3274,0.3913,0.4495,0.5027,0.5135
2402,0.3113,0.4108,0.4564,0.4962,0.5249
2403,0.3077,0.384,0.4622,0.4775,0.5102
2404,0.3189,0.4163,0.4611,0.4875,0.5111
2405,0.3059,0.386,0.44,0.4912,0.5136
2406,0.3095,0.4049,0.4709,0.4875,0.5069
2407,0.319,0.3816,0.4673,0.487,0.5084
2408,0.3134,0.3931,0.4365,0.4786,0.4914
2409,0.3082,0.3833,0.4623,0.4791,0.5021
2410,0.3071,0.3946,0.4685,0.4952,0.5064
2411,0.3215,0.3885,0.4574,0.4572,0.5098
2412,0.3245,0.4013,0.4383,0.499,0.5284
2413,0.3091,0.4052,0.4428,0.4917,0.5059
2414,0.2938,0.3893,0.4611,0.4686,0.5265
2415,0.3129,0.4229,0.4385,0.4808,0.4973
2416,0.3206,0.3975,0.4527,0.5082,0.5065
2417,0.3199,0.4014,0.4415,0.4832,0.5044
2418,0.3118,0.4211,0.4391,0.4803,0.5131
2419,0.3004,0.395,0.4455,0.4843,0.5216
2420,0.3098,0.3867,0.4351,0.4852,0.5343
2421,0.3155,0.3793,0.4538,0.4825,0.5052
2422,0.3211,0.417,0.4448,0.49,0.5143
2423,0.3121,0.3929,0.4538,0.4973,0.507
2424,0.3235,0.4239,0.4458,0.4865,0.518
2425,0.3171,0.4141,0.4512,0.4857,0.5091
2426,0.3175,0.3858,0.4393,0.5065,0.5146
2427,0.3252,0.4109,0.4544,0.4893,0.5129
2428,0.3214,0.4027,0.4322,0.5032,0.5176
2429,0.3148,0.3776,0.4596,0.4826,0.5185
2430,0.3201,0.3981,0.4638,0.4927,0.5275
2431,0.3135,0.4068,0.4535,0.4928,0.5221
2432,0.3113,0.3932,0.4642,0.4927,0.5207
2433,0.3113,0.3791,0.4433,0.5064,0.5007
2434,0.3195,0.392,0.4775,0.4935,0.5191
2435,0.321,0.4193,0.4663,0.5111,0.5073
2436,0.3202,0.3992,0.4422,0.4821,0.5213
2437,0.3219,0.3935,0.4578,0.4865,0.5231
2438,0.3095,0.3981,0.4403,0.4996,0.5131
2439,0.3186,0.3895,0.4439,0.4755,0.5082
2440,0.3199,0.4153,0.4345,0.4962,0.5152
2441,0.3148,0.4012,0.4635,0.5014,0.5091
2442,0.3255,0.3983,0.4634,0.4863,0.4985
2443,0.3117,0.3883,0.4404,0.4659,0.5033
2444,0.3122,0.4021,0.4638,0.4802,0.5067
2445,0.3204,0.4152,0.4593,0.4908,0.5307
2446,0.3145,0.4029,0.4521,0.4929,0.5177
2447,0.3187,0.3755,0.422,0.4791,0.5132
2448,0.3146,0.3871,0.4348,0.4737,0.509
2449,0.303,0.3741,0.4677,0.4857,0.5214
2450,0.3222,0.3754,0.435,0.4818,0.5164
2451,0.3117,0.382,0.442,0.5164,0.5071
2452,0.3263,0.3888,0.4716,0.4841,0.5054
2453,0.3135,0.3886,0.4344,0.488,0.4975
2454,0.3084,0.3894,0.4348,0.4958,0.5181
2455,0.3139,0.3948,0.4521,0.4885,0.504
2456,0.3164,0.4136,0.4676,0.4833,0.5032
2457,0.3141,0.3987,0.4476,0.493,0.5177
2458,0.317,0.3876,0.4448,0.4747,0.4981
2459,0.3127,0.3819,0.4361,0.4895,0.5098
2460,0.3141,0.3666,0.4367,0.4731,0.5128
2461,0.3119,0.3929,0.4502,0.4951,0.5228
2462,0.3132,0.3937,0.44,0.4914,0.5102
2463,0.3239,0.3796,0.4698,0.4921,0.5135
2464,0.3114,0.3807,0.4386,0.4839,0.5184
2465,0.3203,0.3869,0.4522,0.5096,0.5207
2466,0.3135,0.3805,0.4519,0.4866,0.5026
2467,0.308,0.3917,0.4439,0.485,0.5246
2468,0.3165,0.3951,0.44,0.4774,0.5057
2469,0.3124,0.4105,0.4712,0.511,0.509
2470,0.3114,0.3883,0.439,0.493,0.5113
2471,0.3171,0.379,0.4165,0.495,0.5098
2472,0.3184,0.4063,0.4491,0.4902,0.5143
2473,0.312,0.3869,0.4423,0.4821,0.5287
2474,0.3228,0.3921,0.4438,0.4879,0.518
2475,0.3154,0.3737,0.4409,0.4893,0.5038
2476,0.3142,0.3925,0.4565,0.4951,0.491
2477,0.316,0.4024,0.4501,0.5215,0.5093
2478,0.3169,0.4029,0.4562,0.4769,0.5117
2479,0.3232,0.4284,0.4477,0.5047,0.5115
2480,0.3284,0.3951,0.4609,0.4807,0.5188
2481,0.3183,0.4056,0.4309,0.4823,0.5155
2482,0.3148,0.4019,0.4607,0.48,0.5086
2483,0.3067,0.3867,0.4548,0.4927,0.5164
2484,0.3244,0.4038,0.4421,0.507,0.5265
2485,0.3053,0.3979,0.4592,0.4901,0.5082
2486,0.3162,0.4015,0.4475,0.487,0.5137
2487,0.3189,0.4097,0.4582,0.4835,0.5223
2488,0.3206,0.3987,0.4521,0.4983,0.5008
2489,0.3226,0.3812,0.4291,0.4806,0.516
2490,0.306,0.3834,0.4388,0.4894,0.5172
2491,0.3211,0.3817,0.4827,0.4856,0.5052
2492,0.3175,0.4037,0.4287,0.4925,0.513
2493,0.3188,0.4104,0.4354,0.5019,0.5086
2494,0.3097,0.4007,0.4561,0.5046,0.5134
2495,0.315,0.373,0.4674,0.5,0.5085
2496,0.3188,0.3963,0.4222,0.4977,0.5223
2497,0.3148,0.3821,0.4369,0.4856,0.5301
2498,0.314,0.4003,0.4289,0.4971,0.5182
2499,0.3047,0.4069,0.4401,0.4861,0.5152
2500,0.315,0.3968,0.4259,0.485,0.5293
2501,0.3147,0.4064,0.4536,0.4931,0.5196
2502,0.3262,0.3792,0.4193,0.4643,0.5234
2503,0.3191,0.3994,0.4452,0.4974,0.5257
2504,0.3119,0.4109,0.4379,0.501,0.5091
2505,0.3117,0.3907,0.4379,0.4811,0.5031
2506,0.3151,0.3952,0.4471,0.483,0.5312
2507,0.3151,0.3723,0.4585,0.4797,0.5066
2508,0.3243,0.402,0.4363,0.4827,0.5175
2509,0.3117,0.4129,0.4744,0.4815,0.5152
2510,0.3217,0.4071,0.4304,0.4823,0.5155
2511,0.321,0.3861,0.4517,0.487,0.5078
2512,0.3128,0.3859,0.4435,0.4911,0.5138
2513,0.3283,0.3989,0.4248,0.4913,0.5196
2514,0.31,0.3844,0.4428,0.4865,0.5205
2515,0.3176,0.3834,0.45,0.5023,0.5115
2516,0.3183,0.3892,0.4611,0.4966,0.5248
2517,0.3187,0.3912,0.459,0.4983,0.5305
2518,0.3187,0.3709,0.4575,0.4987,0.523
2519,0.3235,0.3917,0.4397,0.4957,0.5325
2520,0.3137,0.4077,0.4529,0.4835,0.5202
2521,0.3096,0.3981,0.4546,0.4887,0.5052
2522,0.3227,0.4124,0.4619,0.4874,0.5067
2523,0.3134,0.4237,0.4684,0.4737,0.5025
2524,0.3045,0.3883,0.4523,0.4939,0.513
2525,0.3207,0.3888,0.4548,0.4895,0.5066
2526,0.3182,0.4129,0.4206,0.4669,0.5222
2527,0.3153,0.399,0.44,0.4729,0.5275
2528,0.3109,0.3895,0.4414,0.4909,0.521
2529,0.3101,0.385,0.4527,0.4974,0.5169
2530,0.3174,0.3877,0.4477,0.497,0.5035
2531,0.3136,0.3943,0.4506,0.4949,0.5113
2532,0.319,0.4042,0.4363,0.4977,0.5159
2533,0.3077,0.3826,0.4242,0.5119,0.513
2534,0.3189,0.3952,0.4616,0.489,0.5186
2535,0.321,0.4018,0.4557,0.4863,0.5071
2536,0.3215,0.4165,0.456,0.4878,0.5101
2537,0.3159,0.3893,0.4345,0.4833,0.5361
2538,0.3046,0.3774,0.443,0.4771,0.5024
2539,0.3113,0.3945,0.4687,0.4873,0.5133
2540,0.3064,0.3831,0.4743,0.4827,0.5244
2541,0.3207,0.4065,0.448,0.4856,0.5239
2542,0.3258,0.3952,0.4413,0.4706,0.5118
2543,0.3074,0.4009,0.4506,0.4909,0.5081
2544,0.3111,0.4136,0.4439,0.4769,0.5107
2545,0.3085,0.4181,0.432,0.4943,0.5174
2546,0.319,0.3832,0.4573,0.498,0.5195
2547,0.3186,0.4233,0.4485,0.4735,0.5074
2548,0.3256,0.3935,0.4802,0.4714,0.5279
2549,0.3105,0.4066,0.4616,0.4872,0.514
2550,0.3113,0.3951,0.4484,0.4866,0.5143
2551,0.314,0.3948,0.428,0.5084,0.5087
2552,0.3213,0.379,0.4587,0.4874,0.5183
2553,0.3076,0.3921,0.4357,0.4875,0.5159
2554,0.3074,0.3725,0.4371,0.4804,0.5114
2555,0.3166,0.3925,0.4731,0.495,0.5104
2556,0.3202,0.3946,0.4446,0.472,0.5059
2557,0.3117,0.4007,0.4477,0.4806,0.5088
2558,0.3155,0.3807,0.4603,0.4926,0.5119
2559,0.3169,0.3791,0.4379,0.4923,0.525
2560,0.3155,0.4169,0.4286,0.4988,0.5262
2561,0.3261,0.3906,0.4502,0.4759,0.5092
2562,0.3223,0.3854,0.4397,0.4727,0.5225
2563,0.3143,0.3834,0.4636,0.4752,0.521
2564,0.3221,0.3707,0.4562,0.4832,0.4967
2565,0.3189,0.3901,0.4587,0.501,0.5015
2566,0.3155,0.3976,0.4505,0.4913,0.5197
2567,0.3161,0.4233,0.4356,0.4763,0.5256
2568,0.3144,0.4068,0.4642,0.4905,0.5095
2569,0.3089,0.4023,0.4729,0.4822,0.5067
2570,0.3155,0.4035,0.4569,0.4962,0.5074
2571,0.3087,0.3974,0.4355,0.4937,0.5214
2572,0.3203,0.377,0.4244,0.4917,0.5075
2573,0.3213,0.3754,0.4597,0.5037,0.5114
2574,0.3198,0.3827,0.4617,0.495,0.5299
2575,0.3179,0.388,0.4492,0.5109,0.5039
2576,0.3155,0.3891,0.459,0.4849,0.5044
2577,0.3241,0.3978,0.4402,0.479,0.5148
2578,0.3214,0.4128,0.4418,0.4797,0.5091
2579,0.3179,0.4065,0.4335,0.4885,0.5236
2580,0.3191,0.3767,0.4387,0.4787,0.5032
2581,0.3048,0.3868,0.4581,0.4809,0.5162
2582,0.3185,0.3987,0.4588,0.4926,0.5064
2583,0.3238,0.3868,0.4473,0.4834,0.5207
2584,0.3111,0.3762,0.4362,0.4627,0.5072
2585,0.3054,0.4009,0.4387,0.4921,0.5263
2586,0.3178,0.3957,0.4661,0.5074,0.5206
2587,0.3132,0.4015,0.4486,0.482,0.5307
2588,0.3184,0.3858,0.4369,0.4696,0.5075
2589,0.3126,0.4104,0.438,0.4888,0.5159
2590,0.3087,0.3774,0.4766,0.4868,0.513
2591,0.3188,0.4019,0.4328,0.4875,0.5071
2592,0.3209,0.4263,0.4563,0.4819,0.5046
2593,0.3197,0.3931,0.4469,0.5116,0.5098
2594,0.3,0.3911,0.4354,0.4941,0.5156
2595,0.3244,0.3792,0.4548,0.492,0.5236
2596,0.3182,0.4206,0.4484,0.4935,0.5056
2597,0.3259,0.413,0.4595,0.5048,0.5125
2598,0.3154,0.4058,0.4724,0.4919,0.5109
2599,0.3069,0.3715,0.453,0.4847,0.5124
2600,0.3198,0.3837,0.4766,0.4976,0.5139
2601,0.3166,0.3858,0.4563,0.4808,0.5229
2602,0.3163,0.3852,0.4346,0.5057,0.5242
2603,0.3035,0.3802,0.4575,0.4779,0.5196
2604,0.3207,0.4022,0.4484,0.4989,0.5218
2605,0.328,0.3977,0.4384,0.4915,0.5219
2606,0.3209,0.4097,0.4325,0.5135,0.519
2607,0.3204,0.3988,0.429,0.4837,0.5159
2608,0.3174,0.3875,0.4572,0.472,0.5242
2609,0.3209,0.3958,0.4695,0.4955,0.5072
2610,0.3054,0.3725,0.4407,0.4719,0.5223
2611,0.3183,0.4079,0.4206,0.4781,0.5146
2612,0.3112,0.3745,0.4409,0.4871,0.5231
2613,0.3136,0.3895,0.4768,0.4937,0.5003
2614,0.3176,0.3935,0.4561,0.5001,0.511
