Iteration,Policy Test,Policy Test (Sim Results Mandate1.Csv),Policy Test (Sim Results Mandate2.Csv),Policy Test (Sim Results Mandate3.Csv),Policy Test (Sim Results Mandate4.Csv),Policy Test (Sim Results Mandate5.Csv),Policy Test (Sim Results Mandate6.Csv),Policy Test (Sim Results Mandate7.Csv),Proportion Test
8850,0.4658,0.6137,0.5821,0.671,0.7001,0.7239,0.757,0.8356,0.3153
8851,0.5316,0.6265,0.6051,0.6871,0.7191,0.6878,0.7794,0.7678,0.3227
8852,0.5578,0.6133,0.6554,0.6734,0.7021,0.7684,0.7616,0.8628,0.3179
8853,0.4568,0.5699,0.551,0.6582,0.7009,0.6558,0.7853,0.7501,0.313
8854,0.5116,0.563,0.6395,0.6176,0.6439,0.7876,0.6968,0.9218,0.3286
8855,0.4517,0.5051,0.5539,0.5753,0.613,0.6721,0.6917,0.7748,0.3149
8856,0.4711,0.6203,0.5912,0.6934,0.7286,0.7412,0.7917,0.8514,0.3189
8857,0.5339,0.6017,0.6125,0.6596,0.6909,0.6986,0.7501,0.7821,0.3141
8858,0.5175,0.6015,0.6091,0.648,0.6718,0.7075,0.726,0.8016,0.3236
8859,0.5534,0.6682,0.6486,0.7384,0.7764,0.7583,0.8537,0.8502,0.3281
8860,0.5004,0.5702,0.5792,0.6279,0.6576,0.6733,0.7214,0.7559,0.3131
8861,0.448,0.6125,0.5534,0.6558,0.6782,0.6892,0.7209,0.7894,0.3226
8862,0.4521,0.6408,0.5736,0.7127,0.7481,0.736,0.8211,0.8525,0.3149
8863,0.4805,0.5414,0.5803,0.6417,0.6867,0.7025,0.7779,0.8063,0.3108
8864,0.5347,0.5789,0.6529,0.6615,0.6992,0.7953,0.7763,0.9132,0.3126
8865,0.4917,0.6074,0.5781,0.6664,0.6953,0.685,0.7577,0.7721,0.3184
8866,0.5926,0.5417,0.6901,0.6458,0.6968,0.814,0.7954,0.925,0.3128
8867,0.4632,0.55,0.5632,0.6434,0.6842,0.6747,0.7613,0.7713,0.3136
8868,0.5138,0.5666,0.6115,0.6227,0.6504,0.7243,0.7078,0.8268,0.3156
8869,0.4741,0.555,0.6063,0.6298,0.6705,0.7778,0.7466,0.9015,0.3162
8870,0.5611,0.5994,0.6517,0.6762,0.7115,0.757,0.783,0.8491,0.3224
8871,0.5913,0.5652,0.6788,0.671,0.7244,0.7839,0.8251,0.8835,0.3119
8872,0.4482,0.5864,0.561,0.6348,0.656,0.6957,0.7051,0.8064,0.3203
8873,0.5304,0.6098,0.6114,0.6659,0.6898,0.7106,0.7424,0.8013,0.3222
8874,0.5312,0.5685,0.6208,0.6475,0.6913,0.734,0.7792,0.8319,0.3165
8875,0.4941,0.6058,0.5863,0.6493,0.6731,0.6927,0.7245,0.7892,0.3161
8876,0.5433,0.5489,0.6311,0.6185,0.654,0.7325,0.7273,0.8238,0.311
8877,0.548,0.6547,0.6498,0.7305,0.7688,0.7825,0.8463,0.8911,0.3274
8878,0.516,0.5476,0.6014,0.6202,0.6535,0.713,0.7269,0.803,0.3173
8879,0.5063,0.5877,0.5936,0.6723,0.7161,0.7082,0.7937,0.7968,0.3148
8880,0.5702,0.5833,0.6537,0.6846,0.7357,0.7547,0.8254,0.8481,0.3186
8881,0.4606,0.5478,0.5698,0.6069,0.6381,0.6978,0.7026,0.8056,0.3239
8882,0.591,0.5096,0.6931,0.6022,0.6478,0.8157,0.7418,0.9234,0.3127
8883,0.5006,0.6123,0.604,0.6975,0.7429,0.7294,0.8369,0.8371,0.3194
8884,0.4595,0.5825,0.597,0.6295,0.655,0.7564,0.7098,0.8934,0.3192
8885,0.5574,0.5755,0.666,0.6577,0.7055,0.8084,0.8006,0.9172,0.3161
8886,0.4967,0.5942,0.6248,0.6791,0.7181,0.7839,0.8021,0.9109,0.3212
8887,0.4635,0.5395,0.5873,0.6546,0.7107,0.7374,0.8214,0.8554,0.3147
8888,0.474,0.5998,0.6064,0.6704,0.7029,0.7868,0.7685,0.9194,0.3188
8889,0.5772,0.5523,0.6822,0.6147,0.6448,0.7918,0.701,0.8975,0.3058
8890,0.5094,0.5434,0.5932,0.6289,0.6692,0.6971,0.7531,0.7858,0.3107
8891,0.4811,0.5954,0.568,0.6563,0.6909,0.6755,0.7552,0.7673,0.3125
8892,0.5012,0.5616,0.6283,0.6278,0.6628,0.7765,0.7297,0.9008,0.3119
8893,0.4916,0.5364,0.5944,0.6346,0.6858,0.7176,0.7836,0.825,0.3175
8894,0.5209,0.542,0.6253,0.6198,0.6665,0.755,0.7554,0.8605,0.323
8895,0.4859,0.6312,0.5846,0.6935,0.7237,0.7069,0.7885,0.8045,0.3205
8896,0.4834,0.5806,0.5903,0.6363,0.6663,0.7256,0.731,0.8312,0.3131
8897,0.4599,0.543,0.6003,0.6214,0.6607,0.7827,0.7382,0.9166,0.3221
8898,0.4751,0.6392,0.5923,0.7043,0.7382,0.7283,0.8083,0.8446,0.3256
8899,0.5628,0.6443,0.6679,0.7186,0.7555,0.7898,0.8311,0.8956,0.3171
8900,0.5371,0.5687,0.6501,0.647,0.685,0.7884,0.7585,0.9032,0.318
8901,0.5351,0.5921,0.6482,0.6632,0.6962,0.7987,0.761,0.9183,0.32
8902,0.5022,0.6317,0.6107,0.6933,0.7281,0.7368,0.8083,0.8454,0.3243
8903,0.5021,0.5825,0.6119,0.6327,0.6576,0.7405,0.7108,0.8512,0.3165
8904,0.4721,0.5439,0.5682,0.6319,0.6761,0.6751,0.7762,0.7722,0.3143
8905,0.5453,0.6065,0.6528,0.6461,0.669,0.7871,0.7151,0.9057,0.3232
8906,0.4964,0.5841,0.5915,0.6381,0.665,0.7096,0.7185,0.7981,0.3123
8907,0.5578,0.5172,0.6323,0.6055,0.6485,0.727,0.7383,0.8102,0.3154
8908,0.4793,0.5673,0.6011,0.6506,0.688,0.7452,0.7617,0.8638,0.3154
8909,0.4577,0.5325,0.5549,0.6127,0.6491,0.6715,0.7156,0.7701,0.31
8910,0.5121,0.5888,0.605,0.6963,0.7472,0.7064,0.8557,0.8006,0.3043
8911,0.4611,0.5216,0.5756,0.6093,0.6536,0.7117,0.743,0.8265,0.3122
8912,0.4838,0.5206,0.5727,0.5885,0.6279,0.6816,0.7097,0.7659,0.3121
8913,0.4773,0.6521,0.5916,0.7275,0.7654,0.7312,0.8468,0.8304,0.3313
8914,0.4603,0.5968,0.5917,0.6433,0.6677,0.7559,0.7233,0.8885,0.3128
8915,0.5574,0.5457,0.6555,0.6164,0.6545,0.7748,0.731,0.8716,0.3163
8916,0.5668,0.5368,0.6738,0.6401,0.6941,0.7913,0.8001,0.902,0.306
8917,0.5429,0.505,0.6553,0.5955,0.6347,0.8052,0.7102,0.9201,0.3013
8918,0.4992,0.5332,0.5931,0.6017,0.6383,0.6975,0.7156,0.7963,0.3064
8919,0.4771,0.5482,0.5965,0.6463,0.7003,0.751,0.8112,0.8729,0.3117
8920,0.455,0.551,0.5618,0.6606,0.7194,0.6922,0.8361,0.7994,0.3169
8921,0.5355,0.5424,0.6096,0.6243,0.6682,0.6886,0.7529,0.7662,0.3154
8922,0.5753,0.5728,0.6747,0.6694,0.7218,0.7881,0.8258,0.8885,0.3175
8923,0.4894,0.5818,0.6024,0.6364,0.667,0.7359,0.7281,0.8435,0.3192
8924,0.5483,0.5513,0.6329,0.6591,0.7128,0.7391,0.8318,0.8275,0.3084
8925,0.5515,0.563,0.6588,0.6204,0.649,0.79,0.7099,0.9032,0.3141
8926,0.4421,0.5138,0.5474,0.5926,0.6304,0.6687,0.7105,0.7691,0.3061
8927,0.5788,0.6018,0.6855,0.6891,0.7311,0.7992,0.8185,0.9129,0.3105
8928,0.5524,0.5847,0.6514,0.6845,0.7353,0.7758,0.8357,0.8835,0.3157
8929,0.5778,0.5478,0.6727,0.6711,0.7269,0.7813,0.8322,0.8761,0.3154
8930,0.519,0.6235,0.6184,0.688,0.7254,0.7289,0.8031,0.8263,0.3185
8931,0.5648,0.648,0.6369,0.7497,0.7891,0.7193,0.8627,0.8023,0.3212
8932,0.4874,0.5917,0.6016,0.6976,0.7509,0.7407,0.8494,0.8522,0.3137
8933,0.5337,0.5492,0.6562,0.6098,0.6452,0.8019,0.7227,0.9116,0.3146
8934,0.5637,0.5243,0.6359,0.6291,0.6798,0.7021,0.7737,0.7798,0.3079
8935,0.5509,0.5987,0.6416,0.6491,0.6686,0.7384,0.7084,0.8338,0.3097
8936,0.4705,0.6185,0.5752,0.7068,0.754,0.7022,0.8496,0.8125,0.313
8937,0.5752,0.5873,0.6659,0.6875,0.7388,0.7744,0.8476,0.8708,0.3157
8938,0.4515,0.5707,0.5511,0.6288,0.6562,0.669,0.7177,0.7594,0.3218
8939,0.5542,0.6384,0.6484,0.709,0.7415,0.753,0.804,0.8478,0.3238
8940,0.5475,0.621,0.6175,0.671,0.6977,0.6958,0.7542,0.7665,0.317
8941,0.5046,0.5922,0.6207,0.6606,0.6957,0.779,0.7585,0.8944,0.31
8942,0.5438,0.6107,0.6333,0.7074,0.757,0.7453,0.8589,0.8296,0.3115
8943,0.5011,0.5921,0.5946,0.6382,0.6613,0.7062,0.7139,0.8014,0.3173
8944,0.5932,0.5376,0.6826,0.6116,0.6498,0.7763,0.7092,0.8735,0.3059
8945,0.5543,0.5389,0.6574,0.615,0.6489,0.7918,0.7089,0.8947,0.3205
8946,0.5586,0.6268,0.6588,0.6912,0.7223,0.7831,0.788,0.8887,0.3303
8947,0.5144,0.638,0.6083,0.696,0.7314,0.7252,0.8091,0.8219,0.3234
8948,0.5085,0.6122,0.6183,0.7039,0.7428,0.7428,0.8181,0.8509,0.3283
8949,0.5292,0.5462,0.608,0.6037,0.6326,0.7015,0.6949,0.7804,0.3169
8950,0.5545,0.5613,0.6657,0.6343,0.6753,0.8056,0.7552,0.9213,0.3037
8951,0.4739,0.5807,0.6011,0.6255,0.6503,0.7715,0.697,0.8923,0.3173
8952,0.5592,0.6443,0.6646,0.7288,0.7703,0.7999,0.858,0.9099,0.3209
8953,0.5045,0.62,0.6149,0.6788,0.7058,0.7472,0.7588,0.8575,0.3196
8954,0.5202,0.543,0.596,0.6151,0.6482,0.6812,0.7178,0.7636,0.3207
8955,0.5216,0.6045,0.5964,0.6516,0.6756,0.675,0.7245,0.7534,0.321
8956,0.5191,0.5465,0.6011,0.6372,0.6811,0.6988,0.7752,0.7871,0.3143
8957,0.4771,0.5995,0.5968,0.6846,0.7264,0.7444,0.8084,0.8585,0.3248
8958,0.559,0.6206,0.6239,0.6928,0.7288,0.6979,0.7898,0.7687,0.3146
8959,0.4991,0.5603,0.5881,0.6453,0.692,0.6911,0.7782,0.7844,0.318
8960,0.5293,0.628,0.6516,0.6823,0.7107,0.8027,0.7704,0.9188,0.3184
8961,0.4796,0.5505,0.5669,0.6398,0.6798,0.6632,0.7636,0.7632,0.3122
8962,0.5207,0.5278,0.6176,0.6128,0.6488,0.7324,0.7216,0.8295,0.3286
8963,0.4433,0.561,0.5464,0.6725,0.7238,0.6687,0.8258,0.77,0.3171
8964,0.5135,0.582,0.6151,0.6635,0.7016,0.73,0.7804,0.8298,0.3232
8965,0.5006,0.6332,0.6203,0.7085,0.747,0.7576,0.8277,0.8741,0.3141
8966,0.573,0.5975,0.655,0.6675,0.7031,0.7435,0.7751,0.8341,0.3056
8967,0.5614,0.6323,0.6376,0.7137,0.7546,0.7187,0.8338,0.8031,0.3164
8968,0.5602,0.5387,0.6371,0.644,0.6916,0.7083,0.7844,0.7888,0.3066
8969,0.4848,0.5983,0.6069,0.6627,0.6985,0.7683,0.7617,0.8929,0.3195
8970,0.5607,0.5739,0.6611,0.6316,0.6625,0.7693,0.7326,0.8782,0.3142
8971,0.5685,0.5576,0.646,0.6278,0.6681,0.7271,0.7397,0.8075,0.309
8972,0.5054,0.602,0.6372,0.6977,0.7467,0.8009,0.846,0.9194,0.3181
8973,0.5463,0.586,0.6609,0.6867,0.7351,0.7995,0.8304,0.9113,0.3224
8974,0.5109,0.5836,0.601,0.6595,0.6958,0.707,0.7695,0.7963,0.3333
8975,0.5316,0.6244,0.6193,0.694,0.7293,0.7158,0.7999,0.8054,0.3072
8976,0.4818,0.5503,0.5745,0.637,0.6803,0.6807,0.7665,0.7793,0.3108
8977,0.5592,0.5641,0.6656,0.6368,0.6742,0.7858,0.7475,0.9005,0.3143
8978,0.5626,0.6371,0.6673,0.7054,0.7383,0.8069,0.8022,0.9079,0.3223
8979,0.5401,0.5429,0.6277,0.6598,0.7108,0.7384,0.7978,0.826,0.3051
8980,0.5123,0.5137,0.5857,0.5982,0.6377,0.6722,0.7225,0.7513,0.3083
8981,0.5245,0.6042,0.6327,0.666,0.6982,0.7688,0.7569,0.8815,0.3148
8982,0.5119,0.5383,0.6285,0.6276,0.6724,0.7749,0.7638,0.8946,0.317
8983,0.5493,0.4945,0.6589,0.5796,0.6198,0.8093,0.6916,0.9246,0.3189
8984,0.4425,0.5756,0.5441,0.6315,0.6613,0.6627,0.7208,0.7688,0.3187
8985,0.5305,0.6177,0.6486,0.6987,0.7361,0.8014,0.8082,0.9243,0.3255
8986,0.4352,0.51,0.5435,0.583,0.6204,0.6716,0.6945,0.7829,0.3067
8987,0.5958,0.55,0.685,0.6176,0.651,0.788,0.7176,0.8861,0.3174
8988,0.5202,0.5589,0.6092,0.628,0.6606,0.7069,0.7184,0.8005,0.3117
8989,0.5629,0.6061,0.6609,0.6431,0.6684,0.7819,0.7208,0.8937,0.3122
8990,0.5671,0.6235,0.6576,0.7036,0.7475,0.7585,0.8378,0.8554,0.3218
8991,0.5518,0.5398,0.6587,0.6479,0.7009,0.7854,0.8106,0.894,0.3122
8992,0.5315,0.5419,0.6414,0.6492,0.7048,0.7742,0.8254,0.8816,0.3114
8993,0.5222,0.5274,0.643,0.6334,0.6865,0.796,0.792,0.9136,0.3153
8994,0.5994,0.6245,0.6982,0.6924,0.7292,0.8013,0.7985,0.907,0.3102
8995,0.5004,0.5982,0.5878,0.687,0.7313,0.691,0.8271,0.781,0.3173
8996,0.5178,0.5516,0.622,0.6266,0.6641,0.7453,0.7447,0.8512,0.3141
8997,0.4821,0.6535,0.6104,0.7285,0.7683,0.7648,0.8549,0.8928,0.3228
8998,0.53,0.5415,0.6227,0.6376,0.6831,0.7395,0.7795,0.8323,0.3141
8999,0.5614,0.5901,0.6265,0.6375,0.666,0.6881,0.7263,0.754,0.3156
9000,0.5418,0.6475,0.6119,0.729,0.7716,0.6927,0.8396,0.7677,0.3236
9001,0.5642,0.5317,0.6727,0.6304,0.6793,0.8001,0.7784,0.9144,0.3214
9002,0.5396,0.5728,0.6216,0.6636,0.7159,0.7229,0.8097,0.8095,0.3151
9003,0.4646,0.566,0.5607,0.6289,0.6672,0.6808,0.7459,0.7828,0.3164
9004,0.5332,0.5543,0.6343,0.6742,0.7276,0.7504,0.841,0.8564,0.311
9005,0.4616,0.5676,0.5605,0.619,0.6465,0.6743,0.7055,0.7717,0.3209
9006,0.5676,0.5563,0.6699,0.6601,0.709,0.7904,0.7992,0.8953,0.3176
9007,0.4927,0.5597,0.5904,0.6662,0.7194,0.7204,0.8193,0.8257,0.307
9008,0.471,0.6411,0.5759,0.6998,0.7328,0.7024,0.8029,0.8077,0.3244
9009,0.535,0.5879,0.6456,0.6727,0.7097,0.7743,0.7839,0.8954,0.3126
9010,0.4327,0.5685,0.5307,0.6426,0.6837,0.6524,0.7678,0.7488,0.315
9011,0.4911,0.5577,0.5772,0.6678,0.7259,0.6747,0.8249,0.7635,0.3226
9012,0.5358,0.6491,0.6516,0.7242,0.7643,0.7897,0.8413,0.9096,0.3195
9013,0.5608,0.5461,0.6624,0.6425,0.696,0.7768,0.8129,0.8871,0.3153
9014,0.5472,0.6034,0.66,0.6539,0.6757,0.8036,0.7264,0.9198,0.3236
9015,0.5218,0.633,0.6328,0.7053,0.741,0.7577,0.8146,0.8717,0.3254
9016,0.5635,0.5189,0.6555,0.6021,0.6458,0.7651,0.735,0.8665,0.3035
9017,0.5824,0.551,0.6882,0.6195,0.6524,0.8163,0.7214,0.9278,0.311
9018,0.5147,0.5887,0.6187,0.6817,0.7273,0.7318,0.8189,0.8302,0.3169
9019,0.5769,0.552,0.6541,0.6653,0.7246,0.7356,0.847,0.8223,0.3123
9020,0.4871,0.5112,0.58,0.6114,0.6604,0.6914,0.7602,0.7866,0.3189
9021,0.5753,0.5477,0.6637,0.6305,0.6762,0.7585,0.7618,0.8485,0.312
9022,0.5406,0.5646,0.6397,0.6735,0.7324,0.7605,0.8459,0.8627,0.3149
9023,0.4751,0.5824,0.5754,0.6342,0.6622,0.6949,0.7141,0.7938,0.3157
9024,0.5818,0.5449,0.6641,0.6373,0.6858,0.756,0.7839,0.8488,0.3184
9025,0.4658,0.6294,0.5972,0.6801,0.7047,0.7575,0.7567,0.8782,0.3118
9026,0.4938,0.5454,0.5992,0.64,0.6873,0.7332,0.7858,0.8383,0.3084
9027,0.5794,0.6069,0.6724,0.6995,0.7434,0.7721,0.8366,0.876,0.3187
9028,0.5223,0.5618,0.6248,0.6752,0.7276,0.7373,0.8242,0.8402,0.3121
9029,0.5415,0.6081,0.6381,0.7115,0.7581,0.7532,0.8519,0.8535,0.3157
9030,0.5011,0.5085,0.5977,0.594,0.6391,0.7135,0.7148,0.8124,0.3026
9031,0.479,0.6076,0.5915,0.6933,0.7381,0.7449,0.8246,0.8601,0.3237
9032,0.5305,0.4998,0.6346,0.5661,0.6068,0.7722,0.6919,0.8825,0.3084
9033,0.4589,0.5609,0.5797,0.656,0.705,0.7361,0.8022,0.8559,0.3129
9034,0.5544,0.5381,0.6549,0.6298,0.6756,0.7827,0.7688,0.8887,0.3185
9035,0.4664,0.5277,0.5536,0.6145,0.6584,0.6656,0.7438,0.7502,0.3063
9036,0.5801,0.5438,0.6763,0.6428,0.6972,0.7876,0.8067,0.8924,0.3148
9037,0.4989,0.5315,0.6227,0.6007,0.638,0.7829,0.7145,0.9098,0.3093
9038,0.5547,0.5283,0.6392,0.6106,0.6581,0.7347,0.7511,0.8252,0.3122
9039,0.4549,0.5363,0.5568,0.6266,0.6741,0.6703,0.7649,0.766,0.3136
9040,0.5532,0.5672,0.6623,0.6458,0.6886,0.8035,0.7734,0.923,0.321
9041,0.518,0.5304,0.6037,0.6049,0.6429,0.7134,0.7205,0.8094,0.316
9042,0.576,0.5689,0.6583,0.6491,0.6864,0.748,0.7591,0.8337,0.3164
9043,0.4885,0.5106,0.5759,0.5808,0.6161,0.6793,0.6801,0.7727,0.314
9044,0.5325,0.6026,0.6224,0.6495,0.6735,0.7274,0.7169,0.8229,0.3273
9045,0.5663,0.6169,0.6386,0.7054,0.7509,0.7207,0.8456,0.8013,0.3186
9046,0.452,0.5318,0.5655,0.6147,0.6581,0.7134,0.7459,0.8265,0.3163
9047,0.4775,0.5889,0.6048,0.6819,0.73,0.7591,0.8156,0.8788,0.3049
9048,0.505,0.6159,0.6246,0.685,0.7242,0.7672,0.8076,0.8866,0.3185
9049,0.5552,0.6297,0.6482,0.7213,0.7608,0.7643,0.8299,0.8648,0.334
9050,0.476,0.5736,0.5881,0.6237,0.6487,0.7265,0.7023,0.8438,0.3072
9051,0.5895,0.6347,0.6753,0.7184,0.7575,0.776,0.8415,0.8711,0.3148
9052,0.5221,0.598,0.6202,0.6618,0.7001,0.7328,0.7749,0.8325,0.319
9053,0.5674,0.5702,0.6547,0.6302,0.6599,0.7596,0.7181,0.8582,0.3099
9054,0.4996,0.6072,0.602,0.6786,0.7117,0.7261,0.7734,0.828,0.3145
9055,0.5286,0.5654,0.6344,0.6353,0.6682,0.7551,0.7366,0.866,0.3095
9056,0.4995,0.5203,0.5954,0.611,0.6522,0.7193,0.7395,0.8146,0.3192
9057,0.4873,0.5919,0.6172,0.6607,0.696,0.781,0.7639,0.9135,0.3144
9058,0.4978,0.5207,0.6016,0.603,0.6468,0.7391,0.727,0.8415,0.3086
9059,0.5199,0.6087,0.6404,0.6901,0.7274,0.7946,0.814,0.9239,0.3159
9060,0.4689,0.5586,0.5611,0.6656,0.7231,0.666,0.8405,0.7634,0.3104
9061,0.549,0.5661,0.65,0.6369,0.6739,0.7765,0.7589,0.8761,0.3167
9062,0.5398,0.5872,0.6377,0.6712,0.7092,0.7454,0.7887,0.8476,0.3101
9063,0.4826,0.5944,0.587,0.6502,0.6764,0.7179,0.7281,0.8172,0.3176
9064,0.4656,0.4978,0.6043,0.5778,0.6162,0.7808,0.6983,0.9068,0.3096
9065,0.5718,0.5369,0.6417,0.6242,0.6686,0.7069,0.7667,0.7886,0.3098
9066,0.561,0.5316,0.6424,0.6233,0.6693,0.7299,0.7569,0.8142,0.31
9067,0.4883,0.6049,0.5669,0.7018,0.751,0.6641,0.8452,0.7512,0.3142
9068,0.5631,0.6058,0.6624,0.7015,0.7539,0.7853,0.8541,0.8828,0.3161
9069,0.4463,0.5015,0.5744,0.6028,0.653,0.739,0.7431,0.864,0.3127
9070,0.4869,0.6221,0.5919,0.6936,0.7364,0.7184,0.8146,0.8336,0.3233
9071,0.5651,0.5209,0.656,0.634,0.6866,0.7594,0.7857,0.8575,0.3131
9072,0.4606,0.5518,0.586,0.6238,0.6624,0.7536,0.7425,0.8788,0.3278
9073,0.5183,0.5517,0.6103,0.6082,0.6352,0.7209,0.6945,0.8139,0.3055
9074,0.5215,0.5592,0.5986,0.6649,0.716,0.6869,0.8134,0.7674,0.3088
9075,0.5462,0.5114,0.6141,0.5885,0.6272,0.6899,0.7044,0.765,0.3047
9076,0.5326,0.6324,0.634,0.7178,0.7615,0.7641,0.8456,0.8672,0.32
9077,0.5547,0.6354,0.6252,0.7067,0.7445,0.6941,0.8145,0.7696,0.3234
9078,0.4553,0.5002,0.5693,0.575,0.6153,0.7142,0.6918,0.8218,0.3112
9079,0.5611,0.6429,0.6539,0.7264,0.7635,0.7677,0.8443,0.8694,0.3207
9080,0.5302,0.5681,0.6091,0.6508,0.6914,0.7021,0.7821,0.7842,0.3234
9081,0.5374,0.5184,0.6299,0.591,0.6257,0.7442,0.697,0.8393,0.3072
9082,0.5546,0.484,0.6427,0.558,0.5981,0.7528,0.6768,0.8504,0.3189
9083,0.5726,0.648,0.6739,0.7197,0.7562,0.797,0.8263,0.9054,0.3151
9084,0.4935,0.6526,0.6209,0.7332,0.7753,0.77,0.8525,0.9046,0.3171
9085,0.508,0.5642,0.6082,0.6302,0.6578,0.7247,0.7122,0.8225,0.3167
9086,0.4729,0.5763,0.606,0.6669,0.7097,0.7633,0.7953,0.8909,0.312
9087,0.5334,0.5845,0.6087,0.6394,0.667,0.6946,0.7204,0.7746,0.3132
9088,0.5118,0.6098,0.6045,0.7016,0.7514,0.7211,0.8556,0.8154,0.3198
9089,0.4624,0.5589,0.5828,0.6589,0.7006,0.7342,0.7824,0.8529,0.3139
9090,0.5487,0.5734,0.6591,0.6594,0.6994,0.7956,0.7703,0.906,0.3266
9091,0.5849,0.6304,0.6776,0.7119,0.7524,0.7758,0.8391,0.8756,0.3255
9092,0.5591,0.6063,0.6296,0.6904,0.7357,0.7077,0.8379,0.7869,0.3136
9093,0.475,0.5811,0.6072,0.6809,0.7298,0.7745,0.824,0.918,0.319
9094,0.5296,0.5535,0.6357,0.6191,0.6522,0.751,0.7156,0.8534,0.3134
9095,0.4911,0.541,0.591,0.6144,0.6556,0.7111,0.7383,0.8047,0.3139
9096,0.5559,0.5542,0.6397,0.6239,0.6563,0.725,0.7221,0.8118,0.313
9097,0.457,0.5527,0.5765,0.6682,0.7183,0.7311,0.823,0.8519,0.3233
9098,0.5508,0.5162,0.6144,0.595,0.6313,0.6836,0.6982,0.7566,0.3167
9099,0.4754,0.5474,0.6106,0.6351,0.6742,0.7726,0.7568,0.9122,0.3188
9100,0.4595,0.5052,0.5452,0.5883,0.6308,0.6604,0.7106,0.7488,0.3074
9101,0.4492,0.6284,0.5577,0.6756,0.7024,0.693,0.7514,0.7994,0.3244
9102,0.5141,0.5951,0.6153,0.6476,0.671,0.7322,0.7125,0.8375,0.3168
9103,0.5499,0.5322,0.6233,0.6078,0.6446,0.7173,0.7209,0.7985,0.3162
9104,0.4674,0.5526,0.6002,0.634,0.6724,0.7608,0.753,0.8804,0.3187
9105,0.5419,0.6034,0.6486,0.6501,0.6719,0.7746,0.7181,0.8895,0.315
9106,0.537,0.5474,0.6302,0.6326,0.6776,0.7455,0.7649,0.8519,0.3135
9107,0.5634,0.5297,0.6531,0.5877,0.6264,0.7528,0.6975,0.8444,0.3131
9108,0.4673,0.5485,0.5541,0.6246,0.6635,0.6574,0.7505,0.7551,0.3186
9109,0.5605,0.5223,0.6316,0.6174,0.6622,0.7084,0.7522,0.7887,0.3052
9110,0.5284,0.5578,0.6508,0.6342,0.6679,0.8049,0.7368,0.9268,0.3146
9111,0.5192,0.5309,0.632,0.6292,0.6789,0.7609,0.7818,0.8789,0.3098
9112,0.4925,0.5511,0.603,0.6134,0.643,0.7312,0.7036,0.8379,0.3201
9113,0.5817,0.6132,0.6604,0.6936,0.7393,0.7418,0.8329,0.8352,0.3162
9114,0.5516,0.5643,0.6269,0.6323,0.6663,0.7098,0.7337,0.7855,0.3219
9115,0.5335,0.5549,0.6291,0.667,0.7179,0.7342,0.8174,0.8315,0.3131
9116,0.5663,0.5471,0.6704,0.622,0.6567,0.7988,0.7249,0.9079,0.3206
9117,0.4887,0.5702,0.5775,0.6736,0.7221,0.6824,0.8312,0.7746,0.3119
9118,0.4671,0.5352,0.5722,0.6177,0.6609,0.6936,0.7414,0.8014,0.3196
9119,0.5544,0.6185,0.6603,0.7049,0.7488,0.7871,0.8409,0.898,0.3148
9120,0.5068,0.5489,0.5969,0.6404,0.6907,0.6994,0.7885,0.7867,0.3091
9121,0.4831,0.5365,0.6055,0.6242,0.6647,0.7627,0.7416,0.8824,0.3104
9122,0.5404,0.5883,0.6121,0.6519,0.6821,0.6904,0.7379,0.7617,0.3115
9123,0.5782,0.6167,0.6546,0.6916,0.7258,0.7354,0.7957,0.8204,0.315
9124,0.5568,0.6028,0.6279,0.6968,0.7469,0.7078,0.8517,0.7895,0.3148
9125,0.4517,0.6054,0.5675,0.6944,0.74,0.7308,0.8267,0.8457,0.3087
9126,0.5672,0.59,0.6592,0.6442,0.6675,0.7815,0.7126,0.8821,0.3125
9127,0.5357,0.6412,0.6532,0.7126,0.7524,0.7908,0.8399,0.9146,0.3215
9128,0.5381,0.5381,0.6572,0.6239,0.669,0.804,0.7568,0.9238,0.3144
9129,0.4861,0.5295,0.5733,0.6156,0.6571,0.6764,0.7381,0.7654,0.3163
9130,0.5051,0.5147,0.6083,0.5933,0.6351,0.7362,0.7259,0.8428,0.3081
9131,0.5361,0.5826,0.6245,0.658,0.6951,0.7314,0.7693,0.8301,0.319
9132,0.4747,0.5922,0.6077,0.6574,0.6916,0.7734,0.7585,0.9004,0.3166
9133,0.55,0.5649,0.6563,0.6401,0.681,0.8015,0.7664,0.9138,0.3151
9134,0.4915,0.5853,0.5958,0.6371,0.6626,0.7318,0.7103,0.8334,0.3148
9135,0.5103,0.5329,0.6051,0.6311,0.6789,0.7133,0.775,0.8093,0.3133
9136,0.4548,0.5725,0.569,0.6458,0.6867,0.7134,0.7664,0.8312,0.3096
9137,0.4817,0.5931,0.5735,0.637,0.6593,0.6793,0.7075,0.7723,0.3077
9138,0.5128,0.5503,0.6356,0.6214,0.6547,0.7842,0.7201,0.9083,0.3121
9139,0.5395,0.5959,0.6301,0.6812,0.7212,0.737,0.8061,0.8323,0.318
9140,0.5692,0.5992,0.6753,0.678,0.719,0.7955,0.8093,0.8968,0.3218
9141,0.5656,0.542,0.6527,0.6579,0.7109,0.7449,0.8245,0.8388,0.3046
9142,0.5522,0.5147,0.6637,0.5834,0.6181,0.8022,0.692,0.9144,0.3126
