Iteration,Policy Test,Policy Test (Sim Results Mandate1.Csv),Policy Test (Sim Results Mandate2.Csv),Policy Test (Sim Results Mandate3.Csv),Policy Test (Sim Results Mandate4.Csv),Policy Test (Sim Results Mandate5.Csv),Policy Test (Sim Results Mandate6.Csv),Policy Test (Sim Results Mandate7.Csv),Proportion Test
8557,0.5808,0.5204,0.6614,0.5893,0.6191,0.7415,0.6949,0.8223,0.319
8558,0.4441,0.5939,0.5544,0.6746,0.7174,0.6749,0.7948,0.7828,0.3136
8559,0.486,0.5668,0.5966,0.6652,0.7165,0.7199,0.8157,0.8296,0.3226
8560,0.508,0.6406,0.6091,0.7314,0.7719,0.7309,0.8532,0.8405,0.3219
8561,0.5567,0.5404,0.6204,0.6135,0.6499,0.6801,0.7262,0.7531,0.3137
8562,0.544,0.5964,0.6372,0.6902,0.7385,0.746,0.8444,0.8416,0.3209
8563,0.5507,0.5464,0.6378,0.621,0.6598,0.7541,0.7201,0.8447,0.3099
8564,0.4362,0.57,0.5422,0.6806,0.7274,0.6676,0.8398,0.7671,0.3206
8565,0.5084,0.5905,0.6249,0.6504,0.6824,0.7736,0.7459,0.889,0.3104
8566,0.583,0.5696,0.6884,0.6503,0.6916,0.8156,0.7811,0.9243,0.3184
8567,0.5009,0.5932,0.6012,0.6418,0.6631,0.7196,0.7078,0.8201,0.3204
8568,0.4695,0.6043,0.5939,0.6615,0.6885,0.7507,0.7331,0.8695,0.3199
8569,0.5997,0.5882,0.7048,0.6815,0.7332,0.8203,0.8381,0.9236,0.3159
8570,0.5305,0.5663,0.5986,0.6474,0.6882,0.6873,0.7687,0.7619,0.3081
8571,0.53,0.6526,0.6037,0.7414,0.7825,0.6912,0.8663,0.7703,0.3225
8572,0.5364,0.5817,0.6453,0.6872,0.7328,0.7761,0.8237,0.8894,0.3144
8573,0.5317,0.5179,0.6389,0.5878,0.6229,0.7718,0.6914,0.8892,0.3181
8574,0.5606,0.5201,0.6468,0.5945,0.6305,0.7365,0.6981,0.8295,0.3149
8575,0.5087,0.5461,0.6032,0.6389,0.6841,0.7235,0.7717,0.8222,0.3168
8576,0.4864,0.5161,0.618,0.583,0.6167,0.7851,0.6849,0.9113,0.3141
8577,0.4947,0.5497,0.617,0.6373,0.6765,0.7763,0.7613,0.9004,0.3099
8578,0.5668,0.5904,0.6481,0.6402,0.6645,0.74,0.7126,0.828,0.3206
8579,0.4687,0.6178,0.5598,0.7049,0.7495,0.664,0.8406,0.7576,0.3208
8580,0.5195,0.5378,0.6339,0.6361,0.6899,0.77,0.7957,0.8906,0.3115
8581,0.5541,0.6256,0.6374,0.683,0.711,0.7438,0.7667,0.8282,0.3243
8582,0.5459,0.5001,0.6525,0.581,0.623,0.7864,0.7084,0.9036,0.31
8583,0.555,0.594,0.6565,0.6475,0.6747,0.7892,0.7243,0.8944,0.3118
8584,0.4781,0.5379,0.6021,0.602,0.6342,0.7665,0.7023,0.8967,0.312
8585,0.4759,0.5663,0.6087,0.6734,0.7243,0.779,0.8362,0.9128,0.3145
8586,0.5829,0.6151,0.6883,0.6771,0.7105,0.8147,0.7838,0.9224,0.3106
8587,0.5282,0.5698,0.6266,0.6639,0.7046,0.7533,0.7882,0.8529,0.3101
8588,0.4523,0.5938,0.568,0.672,0.7128,0.7128,0.7939,0.8311,0.3219
8589,0.5303,0.5583,0.6174,0.6207,0.6498,0.7087,0.6999,0.7976,0.3188
8590,0.542,0.6093,0.6432,0.6844,0.7226,0.7756,0.7844,0.8819,0.318
8591,0.4568,0.6324,0.5784,0.6872,0.7199,0.7325,0.7834,0.8513,0.3207
8592,0.5838,0.6183,0.6702,0.7189,0.768,0.7627,0.8572,0.8555,0.3137
8593,0.457,0.5298,0.5528,0.6156,0.6658,0.6591,0.7742,0.7556,0.3139
8594,0.5499,0.548,0.6525,0.6162,0.6479,0.7813,0.7082,0.8923,0.318
8595,0.4314,0.5834,0.5357,0.6438,0.6719,0.6497,0.7371,0.7506,0.317
8596,0.5097,0.5138,0.6118,0.5862,0.6271,0.7288,0.7071,0.8341,0.3187
8597,0.5762,0.498,0.6504,0.5911,0.6383,0.7353,0.7269,0.8143,0.3183
8598,0.5448,0.551,0.621,0.6407,0.6807,0.7194,0.766,0.801,0.3193
8599,0.4952,0.5419,0.618,0.6126,0.6493,0.7726,0.7231,0.8978,0.3197
8600,0.4638,0.66,0.5839,0.7355,0.7801,0.7258,0.855,0.8415,0.3201
8601,0.5094,0.5189,0.6221,0.6153,0.6556,0.7602,0.7407,0.8742,0.307
8602,0.541,0.5191,0.6322,0.5893,0.6237,0.7351,0.6901,0.8266,0.3212
8603,0.5645,0.6121,0.6398,0.6694,0.7003,0.744,0.7622,0.8192,0.3201
8604,0.5287,0.4911,0.6004,0.5763,0.6154,0.6775,0.6936,0.7578,0.3083
8605,0.4902,0.6295,0.6082,0.6997,0.7323,0.7552,0.7946,0.8703,0.3305
8606,0.5622,0.5513,0.6301,0.6251,0.6582,0.6991,0.7281,0.7739,0.3149
8607,0.5579,0.5052,0.6405,0.5884,0.6295,0.7316,0.7099,0.8229,0.3119
8608,0.5657,0.6187,0.6384,0.6819,0.7089,0.7141,0.7694,0.7878,0.3188
8609,0.4624,0.6444,0.5668,0.7287,0.7677,0.6938,0.8553,0.7942,0.3204
8610,0.5276,0.5533,0.6351,0.6129,0.6424,0.7593,0.7014,0.8677,0.3151
8611,0.5465,0.5465,0.6405,0.6201,0.6561,0.7637,0.7324,0.8677,0.3117
8612,0.5272,0.5846,0.644,0.6404,0.6737,0.7868,0.7358,0.9033,0.3143
8613,0.4877,0.5396,0.5953,0.6436,0.7017,0.7242,0.8055,0.8317,0.3085
8614,0.5682,0.6388,0.6671,0.7114,0.7503,0.7705,0.8352,0.8661,0.3249
8615,0.557,0.5457,0.655,0.6637,0.7232,0.7801,0.8347,0.8826,0.3087
8616,0.4896,0.6048,0.5766,0.6749,0.7066,0.6796,0.7795,0.7672,0.3187
8617,0.5625,0.5824,0.66,0.6592,0.7013,0.7735,0.7803,0.8791,0.3156
8618,0.5413,0.6128,0.6453,0.6873,0.7288,0.7764,0.8097,0.8847,0.3146
8619,0.4528,0.6163,0.5753,0.6943,0.7334,0.7491,0.8131,0.8672,0.3177
8620,0.5271,0.5671,0.6054,0.6287,0.6564,0.6923,0.7092,0.7772,0.3232
8621,0.5659,0.6113,0.6713,0.7119,0.7568,0.7988,0.8446,0.9075,0.3156
8622,0.5837,0.6376,0.6711,0.7239,0.7622,0.7753,0.8525,0.8642,0.3095
8623,0.4595,0.5847,0.5754,0.6424,0.6729,0.7147,0.7313,0.8336,0.3131
8624,0.526,0.5654,0.5981,0.6645,0.712,0.6752,0.7996,0.7516,0.3129
8625,0.4422,0.6166,0.5448,0.6844,0.7269,0.673,0.8137,0.7717,0.3183
8626,0.437,0.5814,0.5397,0.6524,0.6853,0.6646,0.7443,0.7637,0.3166
8627,0.4864,0.5989,0.5738,0.6803,0.7195,0.6752,0.7986,0.765,0.3084
8628,0.514,0.6337,0.5878,0.73,0.7741,0.6735,0.8618,0.7544,0.32
8629,0.5094,0.6005,0.6274,0.6942,0.7419,0.7756,0.8469,0.8922,0.3183
8630,0.5638,0.5499,0.6598,0.65,0.7023,0.7848,0.8032,0.8901,0.3151
8631,0.4608,0.6462,0.5951,0.7283,0.7717,0.7693,0.8589,0.9017,0.3123
8632,0.442,0.5624,0.547,0.6439,0.6825,0.6858,0.7555,0.7891,0.3103
8633,0.5915,0.5456,0.6873,0.6463,0.6901,0.796,0.7862,0.8977,0.3142
8634,0.568,0.6278,0.6675,0.7132,0.7607,0.7906,0.853,0.8942,0.3172
8635,0.5264,0.588,0.6338,0.6439,0.6678,0.7636,0.7164,0.8784,0.3088
8636,0.5873,0.575,0.6906,0.6391,0.6669,0.8084,0.7291,0.9159,0.3174
8637,0.4367,0.5577,0.5546,0.6611,0.7168,0.6885,0.8357,0.8038,0.311
8638,0.5206,0.6443,0.6458,0.7229,0.7613,0.7996,0.8366,0.9217,0.3187
8639,0.5165,0.5406,0.6309,0.6212,0.6587,0.7761,0.7366,0.8907,0.3188
8640,0.4732,0.5198,0.5974,0.5947,0.6296,0.7471,0.6937,0.8632,0.3185
8641,0.5757,0.5211,0.6711,0.6179,0.6695,0.7847,0.7632,0.8951,0.3149
8642,0.5405,0.5594,0.6297,0.6386,0.6816,0.7427,0.7578,0.8363,0.3119
8643,0.4501,0.5765,0.5608,0.631,0.6565,0.6959,0.7039,0.8135,0.3277
8644,0.4692,0.5389,0.5991,0.6225,0.6621,0.7791,0.7451,0.906,0.3019
8645,0.5219,0.6336,0.62,0.6964,0.735,0.7471,0.8128,0.8472,0.3216
8646,0.5916,0.5193,0.6894,0.5879,0.6258,0.8017,0.7056,0.9031,0.3113
8647,0.4994,0.6175,0.6057,0.7026,0.7436,0.7261,0.8221,0.8353,0.3205
8648,0.476,0.5988,0.5919,0.6881,0.7325,0.7208,0.8175,0.8332,0.3177
8649,0.5212,0.6454,0.6403,0.721,0.7597,0.7853,0.8378,0.9065,0.3249
8650,0.5214,0.6152,0.6343,0.6964,0.7431,0.7884,0.842,0.9043,0.3074
8651,0.5169,0.5975,0.5928,0.6888,0.733,0.6735,0.827,0.7509,0.3121
8652,0.4962,0.5436,0.6096,0.6346,0.6858,0.7518,0.7816,0.8638,0.3063
8653,0.5779,0.5689,0.6676,0.6793,0.7339,0.7668,0.8404,0.8667,0.3153
8654,0.5498,0.551,0.665,0.6053,0.6364,0.8089,0.7034,0.9249,0.3157
8655,0.518,0.5136,0.6043,0.614,0.6611,0.7071,0.7623,0.8046,0.3117
8656,0.4449,0.5488,0.5485,0.6419,0.689,0.673,0.7862,0.7714,0.3155
8657,0.4929,0.6134,0.6188,0.6759,0.7112,0.7671,0.7796,0.8958,0.3165
8658,0.4704,0.5643,0.5708,0.6236,0.6505,0.6865,0.7008,0.781,0.3103
8659,0.577,0.6269,0.6781,0.7016,0.74,0.7852,0.8148,0.8935,0.3207
8660,0.57,0.583,0.6364,0.6296,0.6537,0.718,0.7039,0.7951,0.318
8661,0.5726,0.534,0.6644,0.5993,0.6304,0.7603,0.702,0.8596,0.3124
8662,0.5145,0.5688,0.618,0.6784,0.7331,0.7583,0.8395,0.8698,0.3041
8663,0.5337,0.4954,0.6338,0.5751,0.6163,0.7438,0.6881,0.8427,0.314
8664,0.5167,0.6131,0.6314,0.6882,0.721,0.7691,0.7832,0.8759,0.318
8665,0.5696,0.5832,0.6757,0.6752,0.7293,0.7977,0.842,0.9037,0.3163
8666,0.5651,0.5581,0.6719,0.6643,0.7131,0.7926,0.8114,0.8984,0.3171
8667,0.5007,0.6456,0.598,0.7281,0.7649,0.7196,0.8487,0.815,0.3146
8668,0.4384,0.6261,0.5511,0.7167,0.7621,0.6762,0.8553,0.7848,0.3173
8669,0.546,0.5244,0.6421,0.6063,0.6508,0.7565,0.7359,0.8546,0.3089
8670,0.4486,0.632,0.5562,0.718,0.7607,0.682,0.8485,0.7911,0.3085
8671,0.5007,0.5516,0.6188,0.6635,0.722,0.7648,0.8455,0.8852,0.3192
8672,0.5797,0.6327,0.6797,0.7027,0.7377,0.7881,0.8136,0.8956,0.3143
8673,0.4936,0.6289,0.5944,0.7055,0.7397,0.7181,0.8003,0.8203,0.3189
8674,0.5826,0.5776,0.6712,0.6337,0.6589,0.7682,0.7155,0.8649,0.3051
8675,0.4881,0.5953,0.6183,0.6909,0.7357,0.7787,0.8211,0.9142,0.3159
8676,0.4329,0.5082,0.5347,0.581,0.6193,0.6674,0.6971,0.7705,0.3085
8677,0.4973,0.5697,0.6101,0.6725,0.7232,0.7393,0.8155,0.8487,0.3002
8678,0.4812,0.5356,0.5732,0.6107,0.6479,0.6832,0.7218,0.7692,0.31
8679,0.4502,0.6496,0.5684,0.7239,0.766,0.7156,0.8464,0.8296,0.3167
8680,0.5058,0.5478,0.5845,0.6312,0.6774,0.6784,0.7731,0.7646,0.3038
8681,0.503,0.6547,0.6297,0.7228,0.7632,0.7884,0.8367,0.9185,0.3272
8682,0.5838,0.6224,0.6883,0.691,0.7305,0.8116,0.8026,0.9189,0.3298
8683,0.5552,0.5247,0.643,0.6181,0.6636,0.7453,0.7558,0.8455,0.3047
8684,0.4437,0.5961,0.54,0.663,0.6944,0.658,0.7567,0.7501,0.321
8685,0.5457,0.5316,0.6467,0.5979,0.6331,0.7621,0.7036,0.8645,0.3192
8686,0.469,0.5493,0.6029,0.623,0.6543,0.7688,0.7284,0.8978,0.3151
8687,0.4921,0.5313,0.5871,0.605,0.6433,0.7062,0.7236,0.8136,0.314
8688,0.4625,0.5613,0.5762,0.6697,0.7257,0.7127,0.8479,0.8277,0.323
8689,0.5026,0.5453,0.5966,0.6149,0.6481,0.7091,0.7142,0.8066,0.3263
8690,0.5808,0.5981,0.6802,0.6639,0.6982,0.7992,0.7711,0.9086,0.3122
8691,0.5102,0.5568,0.5994,0.6441,0.688,0.7025,0.774,0.7891,0.3205
8692,0.4485,0.5682,0.5426,0.6323,0.6651,0.6559,0.7434,0.7486,0.3213
8693,0.5398,0.6437,0.6485,0.731,0.7743,0.7789,0.8603,0.8918,0.3243
8694,0.4652,0.605,0.6015,0.6755,0.7153,0.7855,0.7874,0.9139,0.3146
8695,0.5291,0.6073,0.6406,0.6569,0.6828,0.774,0.7379,0.8914,0.3151
8696,0.5706,0.6281,0.684,0.7054,0.7428,0.8115,0.8221,0.9273,0.3229
8697,0.5006,0.527,0.6059,0.6084,0.6514,0.7236,0.736,0.8267,0.3092
8698,0.5327,0.606,0.6469,0.6764,0.7091,0.7923,0.7758,0.9124,0.3088
8699,0.5647,0.553,0.672,0.659,0.7182,0.8012,0.8323,0.9091,0.3139
8700,0.4621,0.5666,0.5983,0.6524,0.7069,0.7661,0.8062,0.8915,0.3145
8701,0.5692,0.5544,0.6345,0.6716,0.7278,0.7131,0.8425,0.7922,0.3111
8702,0.5471,0.5341,0.6449,0.6316,0.6788,0.7534,0.7736,0.8568,0.314
8703,0.5133,0.5472,0.6222,0.6317,0.6628,0.7636,0.732,0.8762,0.3093
8704,0.4883,0.5854,0.5922,0.6487,0.6799,0.7215,0.7396,0.8208,0.3171
8705,0.4768,0.5094,0.5978,0.5891,0.6265,0.7474,0.7076,0.8651,0.3099
8706,0.4878,0.5435,0.5979,0.619,0.6529,0.7336,0.7236,0.8342,0.3155
8707,0.4854,0.5645,0.598,0.6152,0.6421,0.7508,0.7033,0.866,0.3158
8708,0.4861,0.5492,0.6184,0.6722,0.7336,0.7871,0.8511,0.9201,0.3099
8709,0.4657,0.586,0.6008,0.6452,0.6735,0.762,0.7276,0.9038,0.3239
8710,0.576,0.5359,0.6551,0.6061,0.6454,0.7383,0.7213,0.822,0.3169
8711,0.5259,0.5933,0.6045,0.6727,0.7149,0.6933,0.7961,0.7788,0.3197
8712,0.4795,0.6034,0.5796,0.6709,0.6973,0.6943,0.7538,0.7925,0.3251
8713,0.5333,0.5223,0.631,0.6033,0.6459,0.7496,0.7285,0.8498,0.3144
8714,0.5051,0.5969,0.6066,0.6475,0.6721,0.7301,0.7155,0.8282,0.3196
8715,0.4741,0.5876,0.5625,0.666,0.7051,0.6734,0.7846,0.764,0.3208
8716,0.5069,0.5529,0.6164,0.658,0.7096,0.7451,0.8046,0.8671,0.3195
8717,0.5195,0.6077,0.6005,0.6904,0.7333,0.6958,0.8175,0.7838,0.3169
8718,0.5467,0.528,0.6495,0.6376,0.6917,0.7627,0.7959,0.8723,0.308
8719,0.5197,0.5444,0.6203,0.6466,0.6997,0.7252,0.7975,0.8231,0.3097
8720,0.5783,0.5548,0.6901,0.6218,0.6523,0.8175,0.7147,0.9276,0.3087
8721,0.485,0.6151,0.5773,0.7032,0.7401,0.6873,0.8171,0.7823,0.316
8722,0.4922,0.5429,0.6244,0.6156,0.6534,0.7925,0.7252,0.9205,0.3168
8723,0.4758,0.5157,0.5939,0.6022,0.6462,0.7295,0.7402,0.8419,0.3183
8724,0.5648,0.5086,0.6285,0.5792,0.6142,0.6982,0.6911,0.7699,0.3158
8725,0.5589,0.5302,0.6436,0.5956,0.6273,0.7344,0.696,0.8249,0.3094
8726,0.5749,0.5456,0.6796,0.6319,0.6757,0.8184,0.7805,0.9279,0.3192
8727,0.4895,0.6023,0.6233,0.7047,0.7552,0.7958,0.8521,0.9252,0.3093
8728,0.4703,0.5942,0.5796,0.664,0.6999,0.7083,0.7663,0.8161,0.3161
8729,0.5456,0.5717,0.6303,0.6421,0.6743,0.7296,0.7397,0.8214,0.3149
8730,0.5972,0.5315,0.6857,0.6444,0.6997,0.7827,0.8087,0.8727,0.3119
8731,0.4882,0.5796,0.6088,0.6901,0.7436,0.761,0.8524,0.8771,0.3171
8732,0.5185,0.5784,0.64,0.6513,0.6862,0.7862,0.7552,0.9065,0.3159
8733,0.4922,0.5675,0.591,0.6705,0.7237,0.709,0.8318,0.8059,0.3123
8734,0.5525,0.5393,0.6461,0.6182,0.662,0.7506,0.7356,0.8487,0.3071
8735,0.4884,0.6019,0.5968,0.6795,0.7176,0.7173,0.7909,0.8297,0.3316
8736,0.4858,0.5446,0.5952,0.6319,0.6793,0.7413,0.7698,0.8511,0.3229
8737,0.5457,0.5576,0.6498,0.6622,0.7143,0.7812,0.8048,0.8908,0.3219
8738,0.5496,0.6113,0.6568,0.6878,0.7309,0.7738,0.8127,0.8835,0.3183
8739,0.5886,0.6336,0.675,0.7107,0.747,0.7753,0.8231,0.8631,0.3196
8740,0.4888,0.5973,0.6277,0.686,0.734,0.7986,0.8294,0.9261,0.3252
8741,0.507,0.5322,0.6062,0.634,0.6838,0.7308,0.7688,0.8327,0.3128
8742,0.5052,0.517,0.6184,0.5868,0.6209,0.7549,0.6883,0.864,0.3141
8743,0.4833,0.5196,0.6182,0.5972,0.6351,0.7845,0.7137,0.9184,0.3104
8744,0.4558,0.5287,0.5549,0.6147,0.6533,0.6747,0.7304,0.7814,0.3182
8745,0.4676,0.6039,0.5847,0.7043,0.7512,0.721,0.8463,0.8371,0.3144
8746,0.4715,0.6162,0.5795,0.6899,0.7308,0.6964,0.8142,0.8054,0.3152
8747,0.4863,0.5671,0.5877,0.6591,0.7082,0.7067,0.8077,0.805,0.3186
8748,0.5467,0.5782,0.6288,0.6703,0.7201,0.7269,0.8161,0.8148,0.3142
8749,0.4568,0.58,0.5558,0.6867,0.7389,0.6743,0.8457,0.7667,0.3108
8750,0.4835,0.647,0.5803,0.7131,0.7439,0.6991,0.8148,0.797,0.328
8751,0.5205,0.5199,0.6094,0.6093,0.6507,0.7022,0.7366,0.7954,0.3154
8752,0.5806,0.5951,0.6845,0.6879,0.7335,0.8117,0.8289,0.921,0.319
8753,0.461,0.5467,0.5857,0.6297,0.6736,0.7414,0.7601,0.866,0.3126
8754,0.4865,0.5501,0.5768,0.6529,0.7081,0.6773,0.8148,0.7658,0.3099
8755,0.5098,0.5038,0.6107,0.5879,0.6285,0.7274,0.7035,0.83,0.3138
8756,0.5641,0.5662,0.6418,0.6646,0.7176,0.7317,0.8231,0.8132,0.3101
8757,0.5939,0.559,0.6933,0.643,0.6884,0.8165,0.7879,0.923,0.3107
8758,0.5555,0.5601,0.6508,0.6416,0.6842,0.7667,0.7624,0.8648,0.3175
8759,0.471,0.5676,0.5595,0.6546,0.6948,0.6665,0.7735,0.753,0.3179
8760,0.4638,0.5372,0.5717,0.6212,0.6636,0.7045,0.7445,0.8084,0.3195
8761,0.5095,0.5346,0.5996,0.6298,0.6776,0.7045,0.7765,0.7961,0.3166
8762,0.5518,0.5472,0.647,0.6328,0.6765,0.7553,0.7673,0.8533,0.3175
8763,0.4705,0.6161,0.5667,0.7214,0.7627,0.6815,0.8503,0.7773,0.3287
8764,0.5279,0.529,0.6502,0.6027,0.6411,0.8,0.7125,0.9196,0.3063
8765,0.5001,0.5611,0.624,0.6192,0.6533,0.7709,0.7196,0.8906,0.3101
8766,0.4802,0.5942,0.5941,0.6406,0.6617,0.7268,0.7115,0.8475,0.3262
8767,0.4727,0.6477,0.5631,0.7259,0.762,0.6516,0.8318,0.7394,0.3226
8768,0.5496,0.6175,0.6521,0.673,0.7022,0.7859,0.764,0.8955,0.3119
8769,0.4594,0.5842,0.5508,0.6389,0.6667,0.6562,0.7182,0.7463,0.3208
8770,0.4804,0.5164,0.5655,0.5929,0.6289,0.6732,0.7033,0.762,0.3069
8771,0.5656,0.5777,0.6276,0.6475,0.68,0.6934,0.7473,0.7644,0.3173
8772,0.4508,0.518,0.5443,0.5876,0.6194,0.6686,0.6959,0.7614,0.3163
8773,0.4361,0.4995,0.5519,0.585,0.6327,0.6956,0.7269,0.8092,0.3029
8774,0.4483,0.632,0.5622,0.7151,0.7569,0.6838,0.8439,0.7857,0.3209
8775,0.562,0.5444,0.6732,0.6362,0.6796,0.8101,0.7634,0.9168,0.3129
8776,0.4821,0.5922,0.5799,0.6593,0.6979,0.6914,0.7811,0.7906,0.32
8777,0.5895,0.5747,0.6883,0.6708,0.7157,0.8097,0.8094,0.9201,0.3189
8778,0.4846,0.5655,0.6058,0.6519,0.6972,0.7633,0.7937,0.8874,0.3112
8779,0.5064,0.5562,0.6223,0.6103,0.6364,0.7645,0.6986,0.8766,0.309
8780,0.5115,0.5214,0.5894,0.6011,0.6434,0.6703,0.7338,0.7515,0.3077
8781,0.4534,0.5363,0.5692,0.6071,0.6395,0.7045,0.7004,0.8146,0.3122
8782,0.4752,0.534,0.5764,0.6195,0.6637,0.7013,0.75,0.8014,0.3122
8783,0.5642,0.6329,0.6477,0.7039,0.7376,0.7462,0.7978,0.8422,0.323
8784,0.5205,0.5314,0.6071,0.6463,0.7042,0.708,0.8074,0.8032,0.313
8785,0.4876,0.6229,0.6012,0.6848,0.7168,0.7475,0.7839,0.8609,0.3195
8786,0.5146,0.6026,0.6063,0.6868,0.7236,0.7205,0.7972,0.8094,0.3207
8787,0.5878,0.5462,0.6829,0.6168,0.6531,0.81,0.7172,0.9094,0.3145
8788,0.4419,0.5345,0.5496,0.6549,0.7112,0.6901,0.8251,0.7952,0.312
8789,0.4936,0.5865,0.58,0.6343,0.6584,0.6808,0.707,0.7697,0.3121
8790,0.4948,0.5976,0.6161,0.6534,0.6797,0.7716,0.7331,0.8875,0.3136
8791,0.5413,0.5744,0.6246,0.6654,0.7094,0.7268,0.7976,0.8102,0.3232
8792,0.5819,0.563,0.6794,0.6764,0.7303,0.7839,0.8381,0.8888,0.3078
8793,0.4624,0.4894,0.6036,0.5818,0.6245,0.7597,0.7037,0.8941,0.3172
8794,0.5072,0.5277,0.6351,0.6421,0.6975,0.7943,0.811,0.9149,0.3073
8795,0.5499,0.6562,0.6515,0.7374,0.7804,0.7765,0.8629,0.88,0.3227
8796,0.4308,0.5877,0.5284,0.6586,0.6913,0.6414,0.7524,0.741,0.3257
8797,0.5164,0.5762,0.6196,0.6684,0.7204,0.7384,0.8174,0.8445,0.3075
8798,0.5759,0.5657,0.651,0.6754,0.7295,0.7436,0.8361,0.8299,0.3169
8799,0.5403,0.6314,0.6349,0.7019,0.7352,0.7423,0.8099,0.8398,0.3192
8800,0.4509,0.5772,0.5558,0.6556,0.698,0.7033,0.7694,0.8167,0.3319
8801,0.5172,0.5938,0.621,0.6817,0.7309,0.7447,0.8336,0.8487,0.3115
8802,0.4966,0.5962,0.6202,0.6559,0.6851,0.7528,0.7452,0.8711,0.3101
8803,0.5076,0.615,0.5822,0.663,0.689,0.6664,0.7351,0.7465,0.3185
8804,0.5565,0.5436,0.6462,0.6467,0.6979,0.7519,0.8024,0.8497,0.3148
8805,0.5442,0.6001,0.6471,0.68,0.7144,0.7731,0.7804,0.8767,0.3183
8806,0.5192,0.5873,0.6102,0.6714,0.7133,0.7193,0.7983,0.8163,0.3108
8807,0.4862,0.5998,0.6021,0.6748,0.7111,0.7344,0.7856,0.8487,0.3163
8808,0.5667,0.5155,0.6725,0.5918,0.6297,0.8131,0.7098,0.9203,0.3154
8809,0.5101,0.4841,0.5997,0.5689,0.6094,0.7028,0.6888,0.7941,0.3214
8810,0.5125,0.6042,0.6141,0.6782,0.714,0.7334,0.7856,0.8317,0.3232
8811,0.4809,0.6493,0.5901,0.7297,0.7642,0.7129,0.8385,0.8178,0.3318
8812,0.4714,0.5609,0.5633,0.6264,0.6678,0.6842,0.754,0.7847,0.3225
8813,0.4883,0.6069,0.5972,0.6631,0.6912,0.7314,0.7547,0.8474,0.3228
8814,0.4701,0.5273,0.5901,0.6054,0.6475,0.722,0.7263,0.8403,0.3106
8815,0.4538,0.589,0.5481,0.681,0.7285,0.6531,0.8158,0.7449,0.3217
8816,0.5307,0.5077,0.6093,0.5846,0.6233,0.6926,0.6934,0.7733,0.3109
8817,0.4671,0.5261,0.564,0.5964,0.6354,0.6686,0.7121,0.7692,0.3148
8818,0.5677,0.5663,0.6586,0.6202,0.6507,0.7584,0.7118,0.8558,0.3087
8819,0.4899,0.6242,0.6002,0.7059,0.7449,0.7477,0.8188,0.8534,0.3255
8820,0.5267,0.609,0.6259,0.7042,0.7504,0.7357,0.848,0.8377,0.3101
8821,0.4635,0.5787,0.5865,0.6861,0.7366,0.7444,0.8295,0.8631,0.323
8822,0.5023,0.5892,0.6055,0.6559,0.6869,0.7261,0.7603,0.8284,0.3148
8823,0.4501,0.5792,0.5469,0.661,0.7032,0.6605,0.7883,0.7555,0.3236
8824,0.5566,0.5781,0.657,0.6478,0.6833,0.7829,0.7451,0.8869,0.3137
8825,0.5206,0.5378,0.604,0.661,0.7176,0.6967,0.8331,0.7826,0.3105
8826,0.5314,0.5299,0.6101,0.6283,0.6785,0.7002,0.774,0.7845,0.3028
8827,0.4958,0.6423,0.6072,0.7188,0.759,0.7637,0.8455,0.8801,0.317
8828,0.5677,0.59,0.6746,0.6752,0.717,0.8056,0.8023,0.9237,0.319
8829,0.4785,0.562,0.598,0.6478,0.6883,0.7298,0.7646,0.8457,0.3157
8830,0.5612,0.5949,0.6501,0.699,0.7467,0.7509,0.8418,0.8403,0.327
8831,0.5675,0.5602,0.6629,0.6553,0.7074,0.7795,0.8003,0.8799,0.3118
8832,0.4789,0.5663,0.6082,0.6201,0.6492,0.775,0.7066,0.8984,0.3159
8833,0.5135,0.6263,0.6334,0.6765,0.7035,0.7762,0.7571,0.8907,0.3188
8834,0.4724,0.5307,0.5641,0.6327,0.6814,0.6879,0.7766,0.7818,0.3192
8835,0.5076,0.6046,0.6232,0.6549,0.6839,0.7812,0.7365,0.9025,0.3142
8836,0.5633,0.6261,0.6603,0.682,0.7152,0.76,0.7752,0.8652,0.3133
8837,0.4511,0.5592,0.5638,0.6427,0.6785,0.6923,0.7538,0.7976,0.3143
8838,0.5472,0.6257,0.6472,0.7114,0.7501,0.7674,0.8239,0.8719,0.3109
8839,0.4618,0.6007,0.5932,0.6763,0.7173,0.7574,0.7943,0.886,0.3193
8840,0.5852,0.6043,0.6842,0.6475,0.6659,0.7991,0.7078,0.9023,0.3132
8841,0.5391,0.5607,0.6139,0.6826,0.7378,0.702,0.8471,0.7843,0.3095
8842,0.5205,0.5238,0.6255,0.6023,0.6372,0.7519,0.7052,0.8547,0.3143
8843,0.4743,0.5923,0.5822,0.6298,0.6545,0.7238,0.7068,0.835,0.3106
8844,0.4422,0.5564,0.5427,0.6512,0.7001,0.6607,0.8085,0.7599,0.3094
8845,0.5601,0.5312,0.6602,0.6237,0.6703,0.7752,0.7625,0.8851,0.3024
8846,0.5763,0.6341,0.6555,0.7172,0.7604,0.7558,0.8536,0.8412,0.3205
8847,0.5149,0.5759,0.611,0.6286,0.6555,0.7277,0.7173,0.8276,0.3209
8848,0.5043,0.5498,0.6148,0.6628,0.7182,0.7394,0.8145,0.8544,0.3207
8849,0.5624,0.6093,0.6341,0.6851,0.7223,0.7197,0.7983,0.7976,0.31
