Iteration,Proportion Test,Proportion Test (Sim Results Clintool1025.Csv),Proportion Test (Sim Results Clintool2150.Csv),Proportion Test (Sim Results Clintool5175.Csv),Proportion Test (Sim Results Clintool76100.Csv)
509,0.3214,0.3479,0.3546,0.4127,0.4409
510,0.3241,0.3386,0.3593,0.3926,0.4212
511,0.3228,0.3271,0.362,0.4044,0.4341
512,0.3278,0.3316,0.3561,0.4061,0.4236
513,0.3125,0.3386,0.3863,0.3755,0.4411
514,0.3116,0.3399,0.3736,0.3825,0.4083
515,0.3199,0.3266,0.3568,0.4077,0.4232
516,0.3113,0.35,0.3617,0.387,0.4449
517,0.3071,0.3405,0.3854,0.3794,0.4451
518,0.3193,0.3301,0.3612,0.409,0.4413
519,0.3234,0.332,0.3706,0.4005,0.4126
520,0.3148,0.3391,0.3629,0.3923,0.4225
521,0.3195,0.3332,0.3658,0.4005,0.4241
522,0.3087,0.3393,0.3828,0.3737,0.4311
523,0.3232,0.3403,0.3596,0.4072,0.4415
524,0.3159,0.3325,0.3578,0.3824,0.4432
525,0.3164,0.3494,0.3505,0.4202,0.4068
526,0.3201,0.3365,0.3807,0.3793,0.4366
527,0.3122,0.3382,0.3627,0.3946,0.4361
528,0.3113,0.347,0.3577,0.3961,0.4165
529,0.308,0.3417,0.3814,0.3793,0.4108
530,0.317,0.3396,0.3467,0.3881,0.3985
531,0.3098,0.325,0.3443,0.3787,0.4216
532,0.3164,0.347,0.3465,0.3911,0.4161
533,0.3128,0.3421,0.3688,0.3851,0.4259
534,0.3039,0.3469,0.3772,0.3869,0.4334
535,0.323,0.3232,0.3759,0.4201,0.4381
536,0.321,0.3359,0.3635,0.4059,0.4297
537,0.3115,0.3256,0.3505,0.3765,0.4236
538,0.3122,0.3417,0.3625,0.3847,0.3997
539,0.3208,0.3411,0.3623,0.4014,0.4294
540,0.3101,0.3285,0.3648,0.3889,0.4207
541,0.3175,0.3473,0.3683,0.4037,0.4303
542,0.3253,0.3327,0.3639,0.396,0.4157
543,0.3252,0.3498,0.3541,0.4201,0.4436
544,0.3127,0.3439,0.3682,0.4012,0.4192
545,0.3218,0.3236,0.3857,0.4089,0.4198
546,0.3112,0.3197,0.3487,0.4119,0.4425
547,0.3162,0.3324,0.3561,0.3818,0.4219
548,0.3221,0.3404,0.3408,0.3871,0.4131
549,0.3133,0.3462,0.3655,0.3912,0.4382
550,0.3144,0.3467,0.3458,0.3904,0.415
551,0.3043,0.3485,0.3522,0.3691,0.4097
552,0.3137,0.3376,0.3762,0.3849,0.4124
553,0.3185,0.3199,0.3486,0.3856,0.4331
554,0.3124,0.3502,0.3595,0.3817,0.431
555,0.3141,0.341,0.3503,0.4015,0.4231
556,0.3137,0.3284,0.3575,0.4097,0.423
557,0.3145,0.3338,0.3905,0.3946,0.436
558,0.3139,0.3225,0.3796,0.379,0.4516
559,0.3212,0.3379,0.3745,0.4207,0.4363
560,0.3214,0.3449,0.3608,0.4058,0.4261
561,0.323,0.348,0.3468,0.415,0.4206
562,0.3125,0.3187,0.369,0.3814,0.4294
563,0.3171,0.3338,0.3547,0.3851,0.4219
564,0.3163,0.3366,0.3682,0.3947,0.4281
565,0.3149,0.3334,0.3612,0.3857,0.4267
566,0.3157,0.3233,0.3656,0.3794,0.4423
567,0.312,0.3451,0.356,0.3965,0.4108
568,0.3087,0.3426,0.3516,0.3817,0.4171
569,0.3199,0.3463,0.3658,0.4056,0.4387
570,0.305,0.3514,0.3698,0.381,0.4316
571,0.3123,0.3396,0.3327,0.3816,0.4493
572,0.3181,0.3289,0.3445,0.386,0.4192
573,0.3155,0.3388,0.3478,0.3881,0.4328
574,0.3148,0.3437,0.3774,0.3882,0.4264
575,0.3173,0.3351,0.373,0.401,0.428
576,0.308,0.3363,0.3694,0.3863,0.4146
577,0.3192,0.3328,0.3608,0.3975,0.43
578,0.3147,0.3489,0.3669,0.408,0.4112
579,0.3207,0.3405,0.361,0.4057,0.4293
580,0.3207,0.3439,0.3668,0.405,0.423
581,0.3138,0.335,0.3524,0.3869,0.4477
582,0.3145,0.3368,0.3618,0.4048,0.4064
583,0.3215,0.3544,0.3606,0.4107,0.405
584,0.3141,0.3355,0.3658,0.3912,0.4329
585,0.3153,0.3499,0.3766,0.4021,0.4119
586,0.3133,0.3372,0.3772,0.4063,0.4223
587,0.3208,0.342,0.3784,0.4037,0.4128
588,0.3191,0.3296,0.3845,0.4117,0.4497
589,0.3224,0.337,0.355,0.4112,0.4313
590,0.3101,0.3473,0.3681,0.3735,0.4181
591,0.3152,0.3285,0.3564,0.4001,0.4182
592,0.315,0.3347,0.3595,0.3917,0.4233
593,0.3209,0.3317,0.339,0.4065,0.4204
594,0.3253,0.3421,0.3464,0.4292,0.4019
595,0.3098,0.32,0.3525,0.391,0.4241
596,0.3113,0.3372,0.3884,0.4064,0.3971
597,0.3082,0.3296,0.3562,0.3828,0.4213
598,0.3076,0.3277,0.3679,0.3863,0.4426
599,0.3102,0.3355,0.3827,0.3691,0.4402
600,0.3199,0.3387,0.3593,0.3925,0.4067
601,0.3101,0.3321,0.3834,0.3911,0.4406
602,0.3108,0.3398,0.3488,0.3801,0.4179
603,0.3202,0.3351,0.3753,0.4017,0.4157
604,0.3092,0.3276,0.3426,0.3736,0.4377
605,0.3134,0.3291,0.3576,0.4128,0.4113
606,0.3194,0.352,0.38,0.3907,0.431
607,0.3119,0.324,0.3564,0.4027,0.4166
608,0.3095,0.3375,0.3614,0.3765,0.4123
609,0.3051,0.3453,0.3515,0.3693,0.4001
610,0.3071,0.3374,0.3784,0.3904,0.4266
611,0.3231,0.3462,0.3704,0.4166,0.4268
612,0.3116,0.3387,0.3784,0.3967,0.4372
613,0.3224,0.3202,0.3557,0.4103,0.4252
614,0.3172,0.3469,0.3691,0.4045,0.4486
615,0.3278,0.3531,0.3678,0.4102,0.4543
616,0.3192,0.3279,0.3433,0.3988,0.3943
617,0.3102,0.3386,0.3742,0.3934,0.4271
618,0.3187,0.3395,0.3453,0.3917,0.4244
619,0.3154,0.3341,0.378,0.3904,0.4269
620,0.3153,0.34,0.3706,0.4042,0.4236
621,0.3152,0.3392,0.3813,0.3755,0.4268
622,0.3023,0.3324,0.3465,0.3871,0.4266
623,0.3227,0.3454,0.3781,0.4084,0.4164
624,0.3262,0.3348,0.3661,0.3981,0.3945
625,0.3277,0.3484,0.3634,0.4196,0.4479
626,0.3195,0.3447,0.3523,0.3975,0.4309
627,0.3096,0.335,0.3514,0.3752,0.4266
628,0.3183,0.3344,0.3643,0.405,0.4368
629,0.3106,0.3258,0.3637,0.3781,0.4148
630,0.3192,0.3475,0.3341,0.4219,0.4384
631,0.3102,0.326,0.3751,0.3857,0.417
632,0.3078,0.3379,0.3504,0.3794,0.4414
633,0.3194,0.3361,0.3636,0.388,0.4442
634,0.3253,0.3367,0.3841,0.4121,0.4091
635,0.3152,0.3286,0.3378,0.4008,0.4164
636,0.3225,0.3292,0.3753,0.4048,0.4041
637,0.3212,0.3105,0.3426,0.3966,0.412
638,0.3109,0.3516,0.383,0.3854,0.4354
639,0.3171,0.3341,0.3475,0.4083,0.4067
640,0.3156,0.3428,0.3728,0.4084,0.4178
641,0.3125,0.3293,0.3551,0.3877,0.4191
642,0.3247,0.334,0.3519,0.4128,0.4222
643,0.3238,0.3389,0.3831,0.4037,0.4125
644,0.3217,0.3368,0.3549,0.3962,0.4124
645,0.3198,0.3379,0.3547,0.3935,0.4058
646,0.3153,0.3298,0.3789,0.3783,0.4183
647,0.3079,0.3402,0.3667,0.3918,0.4101
648,0.3174,0.3276,0.365,0.4014,0.4148
649,0.3278,0.3343,0.3523,0.4147,0.4465
650,0.3206,0.3425,0.3467,0.4066,0.414
651,0.314,0.3336,0.3649,0.3883,0.4125
652,0.3216,0.3416,0.3628,0.4049,0.4023
653,0.3178,0.3305,0.343,0.3885,0.407
654,0.3154,0.3387,0.3617,0.3861,0.4344
655,0.3159,0.3224,0.3832,0.3982,0.4094
656,0.3156,0.331,0.3627,0.3888,0.427
657,0.32,0.3253,0.3616,0.4077,0.4211
658,0.3246,0.3282,0.3418,0.4203,0.4231
659,0.3149,0.3408,0.3592,0.3861,0.4255
660,0.3297,0.3384,0.3565,0.3979,0.4185
661,0.3085,0.3285,0.3616,0.3699,0.4375
662,0.3142,0.3344,0.3492,0.3943,0.421
663,0.3094,0.3532,0.3453,0.3797,0.3903
664,0.32,0.3461,0.3616,0.4102,0.4199
665,0.3114,0.3316,0.3491,0.3922,0.4045
666,0.3229,0.3239,0.3782,0.396,0.4042
667,0.3184,0.3316,0.3798,0.3906,0.4337
668,0.3129,0.3381,0.3822,0.389,0.4195
669,0.3164,0.3351,0.3567,0.3929,0.4237
670,0.3198,0.336,0.379,0.4022,0.4075
671,0.3205,0.3417,0.3532,0.3944,0.4388
672,0.3059,0.3294,0.3494,0.3934,0.4206
673,0.3179,0.3338,0.3773,0.4117,0.4116
674,0.3089,0.3368,0.375,0.3901,0.4016
675,0.3153,0.3216,0.363,0.3883,0.3992
676,0.3134,0.3359,0.3626,0.4054,0.4387
677,0.3107,0.3404,0.371,0.3865,0.4198
678,0.3118,0.3178,0.3613,0.3713,0.4068
679,0.3189,0.3392,0.3439,0.3961,0.414
680,0.3307,0.3313,0.3552,0.4162,0.4301
681,0.3213,0.3389,0.386,0.4141,0.4483
682,0.3224,0.3279,0.3421,0.4118,0.4284
683,0.3138,0.3428,0.3449,0.3933,0.4086
684,0.3226,0.3327,0.3517,0.4042,0.4057
685,0.3165,0.3406,0.358,0.3861,0.4074
686,0.3141,0.3273,0.3702,0.4131,0.4245
687,0.3176,0.331,0.3633,0.4014,0.4348
688,0.3161,0.3543,0.363,0.4097,0.4094
689,0.3146,0.3406,0.3619,0.3915,0.4328
690,0.3203,0.3455,0.374,0.404,0.4214
691,0.321,0.3373,0.3563,0.4063,0.4455
692,0.3181,0.3311,0.3414,0.4115,0.4352
693,0.312,0.3271,0.3708,0.3868,0.4332
694,0.3151,0.3423,0.349,0.394,0.4285
695,0.3194,0.3349,0.3614,0.3989,0.4233
696,0.3137,0.3372,0.3465,0.3857,0.4196
697,0.31,0.3353,0.3669,0.392,0.4488
698,0.3066,0.3275,0.3864,0.3872,0.4435
699,0.313,0.3208,0.3593,0.3954,0.4199
700,0.3162,0.3377,0.3811,0.3791,0.4148
701,0.32,0.3546,0.3711,0.4174,0.4299
702,0.3101,0.3478,0.3706,0.3951,0.423
703,0.3136,0.3205,0.3754,0.3878,0.4238
704,0.3207,0.3309,0.3869,0.4146,0.4225
705,0.3117,0.3417,0.37,0.3898,0.4251
706,0.3169,0.3194,0.3774,0.3771,0.4519
707,0.3181,0.3273,0.3791,0.3823,0.4225
708,0.3127,0.3403,0.353,0.4116,0.4385
709,0.3192,0.3353,0.3697,0.4166,0.4496
710,0.3157,0.3363,0.3443,0.4053,0.4218
711,0.3214,0.3314,0.3656,0.3915,0.4373
712,0.3113,0.329,0.3543,0.3904,0.4317
713,0.3156,0.3481,0.3763,0.3986,0.4117
714,0.3175,0.3447,0.3638,0.3754,0.4275
715,0.3232,0.3305,0.3499,0.4159,0.4184
716,0.3193,0.3312,0.3766,0.3962,0.4184
717,0.3158,0.339,0.3464,0.4042,0.4618
718,0.3143,0.341,0.3472,0.4062,0.4177
719,0.3264,0.329,0.3666,0.4186,0.428
720,0.32,0.3445,0.3509,0.3902,0.4393
721,0.3279,0.339,0.3767,0.4011,0.4094
722,0.3108,0.346,0.3931,0.3977,0.4347
723,0.3124,0.3335,0.378,0.3923,0.443
724,0.3278,0.3403,0.3518,0.4061,0.4226
725,0.3048,0.3434,0.3556,0.3675,0.4132
726,0.3174,0.3339,0.3655,0.3963,0.4221
727,0.3149,0.3284,0.3538,0.3773,0.4175
728,0.3296,0.3404,0.3491,0.4186,0.4022
729,0.3151,0.3503,0.3351,0.4085,0.4382
730,0.3114,0.333,0.3686,0.3866,0.4399
731,0.3104,0.3236,0.3833,0.3906,0.4107
732,0.3175,0.3339,0.3487,0.4076,0.4126
733,0.3131,0.3359,0.3546,0.3961,0.4389
734,0.3127,0.3273,0.3522,0.4076,0.4331
735,0.3215,0.3311,0.3803,0.3863,0.4353
736,0.3248,0.3318,0.3471,0.4227,0.4296
737,0.3168,0.332,0.3684,0.4198,0.4102
738,0.3126,0.3284,0.3701,0.3861,0.4091
739,0.3044,0.3388,0.3779,0.3898,0.4411
740,0.314,0.3435,0.3586,0.3838,0.4111
741,0.3206,0.3355,0.3636,0.3996,0.4245
742,0.3233,0.3299,0.3775,0.3942,0.4213
743,0.316,0.3402,0.3462,0.3953,0.4482
744,0.3098,0.3227,0.3636,0.3944,0.4141
745,0.322,0.3154,0.3484,0.3965,0.4058
746,0.3086,0.3397,0.3537,0.3885,0.4137
747,0.3136,0.3315,0.4,0.3995,0.4222
748,0.3054,0.3423,0.3519,0.3763,0.4221
749,0.3132,0.3413,0.3599,0.3849,0.42
750,0.3122,0.3361,0.3676,0.3915,0.4293
751,0.3149,0.3503,0.3627,0.3916,0.442
752,0.3155,0.3383,0.3625,0.4066,0.4277
753,0.3223,0.3307,0.357,0.4048,0.4278
754,0.3184,0.3435,0.3557,0.3805,0.4292
755,0.317,0.3451,0.3579,0.4126,0.4219
756,0.3105,0.3277,0.3806,0.379,0.4446
757,0.3148,0.3376,0.3564,0.3901,0.4017
758,0.3128,0.3346,0.3389,0.3799,0.4132
759,0.3136,0.3319,0.3748,0.3806,0.4375
760,0.3165,0.3406,0.3504,0.4066,0.411
761,0.3183,0.3316,0.3574,0.4064,0.4395
762,0.3121,0.3477,0.3624,0.3915,0.4328
763,0.3115,0.3263,0.3648,0.3781,0.4081
764,0.3106,0.3411,0.372,0.3933,0.4228
765,0.3116,0.3428,0.357,0.3945,0.41
766,0.3069,0.3305,0.3578,0.3716,0.4382
767,0.3057,0.3422,0.3834,0.3713,0.409
768,0.3113,0.332,0.381,0.381,0.4281
769,0.3086,0.3335,0.3452,0.389,0.4384
770,0.3128,0.3332,0.3453,0.3744,0.4107
771,0.3068,0.3333,0.368,0.3908,0.4276
772,0.3158,0.3367,0.3689,0.3823,0.436
773,0.3174,0.346,0.3732,0.4044,0.4219
774,0.3135,0.3235,0.339,0.3982,0.4188
775,0.3149,0.3361,0.3623,0.3991,0.4322
776,0.3167,0.3421,0.3681,0.3945,0.4422
777,0.3166,0.3483,0.3657,0.388,0.4228
778,0.3066,0.3384,0.3434,0.367,0.4284
779,0.3171,0.3409,0.3565,0.3989,0.4224
780,0.3186,0.3449,0.3452,0.3869,0.4192
781,0.3154,0.3353,0.3524,0.3877,0.4175
782,0.3092,0.3298,0.3635,0.3911,0.4022
783,0.3116,0.3317,0.3527,0.3946,0.4043
784,0.3078,0.3361,0.3666,0.3884,0.4218
785,0.301,0.3398,0.3823,0.3656,0.4431
786,0.3199,0.3418,0.3534,0.3851,0.4226
787,0.3077,0.337,0.3555,0.3869,0.421
788,0.3097,0.3359,0.3707,0.3975,0.4341
789,0.3169,0.3277,0.3686,0.3862,0.4139
790,0.3231,0.3451,0.3699,0.3933,0.4039
791,0.3189,0.34,0.3699,0.4064,0.4101
792,0.3171,0.324,0.3688,0.383,0.4508
793,0.3078,0.3444,0.3645,0.3767,0.4131
794,0.3167,0.337,0.3583,0.3944,0.4418
795,0.321,0.3242,0.3574,0.4121,0.4457
796,0.3125,0.3385,0.3706,0.3916,0.4226
797,0.3102,0.3439,0.3774,0.3803,0.4005
798,0.321,0.3316,0.3555,0.3998,0.4057
799,0.3155,0.3422,0.3593,0.4079,0.3948
800,0.3121,0.345,0.3766,0.3873,0.4107
801,0.3138,0.3351,0.3817,0.3983,0.4146
802,0.3201,0.3308,0.3815,0.3906,0.444
803,0.312,0.3329,0.3475,0.3908,0.4107
804,0.3176,0.3322,0.3547,0.3965,0.4154
805,0.3139,0.3149,0.3449,0.405,0.4076
806,0.3231,0.3264,0.3665,0.3962,0.4246
807,0.3339,0.3312,0.3528,0.4171,0.4162
808,0.3302,0.3378,0.377,0.4162,0.4183
809,0.3075,0.3334,0.378,0.3774,0.4434
810,0.3177,0.3275,0.3602,0.3808,0.4037
811,0.3223,0.3339,0.3599,0.4064,0.3975
812,0.3161,0.3225,0.3463,0.4001,0.4264
813,0.3188,0.3223,0.3634,0.3809,0.4227
814,0.3226,0.3345,0.3635,0.4005,0.4483
815,0.3236,0.3245,0.3677,0.3914,0.4182
816,0.3218,0.3378,0.3583,0.3937,0.4457
817,0.3068,0.337,0.3741,0.3651,0.4281
818,0.3166,0.3372,0.3655,0.4015,0.405
819,0.3119,0.3358,0.3687,0.3859,0.4203
820,0.3086,0.3413,0.3809,0.3865,0.4197
821,0.3062,0.3389,0.3563,0.3759,0.4299
822,0.3197,0.3373,0.3763,0.384,0.4062
823,0.3102,0.351,0.35,0.3863,0.4231
824,0.317,0.3364,0.3509,0.3979,0.4325
825,0.3253,0.3535,0.3502,0.414,0.4114
826,0.3287,0.3379,0.3652,0.4063,0.4369
827,0.3205,0.3374,0.3651,0.3986,0.4168
828,0.3097,0.3541,0.3461,0.3953,0.4127
829,0.3212,0.3413,0.3431,0.4166,0.3977
830,0.3052,0.3476,0.3549,0.3821,0.4129
831,0.3231,0.3349,0.3737,0.4118,0.4337
832,0.3275,0.3344,0.3708,0.3928,0.4264
833,0.3144,0.3481,0.3763,0.3756,0.4234
834,0.3278,0.3355,0.3531,0.4112,0.4189
835,0.3249,0.3508,0.3514,0.4026,0.4466
836,0.3144,0.332,0.3506,0.4034,0.4315
837,0.3057,0.3299,0.3458,0.3705,0.4221
838,0.3143,0.3354,0.3812,0.4006,0.4089
839,0.3356,0.3358,0.3737,0.4117,0.3969
840,0.3145,0.3374,0.3513,0.4101,0.4163
841,0.315,0.339,0.3899,0.3996,0.4215
842,0.319,0.3347,0.3511,0.3874,0.4179
843,0.3206,0.3316,0.3743,0.3906,0.4509
844,0.3096,0.3174,0.3393,0.3752,0.4159
845,0.3185,0.3497,0.3609,0.3899,0.4225
846,0.3088,0.3493,0.3491,0.4118,0.4173
847,0.3196,0.3295,0.3516,0.3932,0.4462
848,0.3091,0.3389,0.3702,0.3741,0.4257
849,0.3145,0.34,0.3507,0.4121,0.4084
850,0.3109,0.3295,0.3459,0.3793,0.4329
851,0.3145,0.3363,0.3637,0.3832,0.4403
852,0.317,0.3405,0.3629,0.3806,0.4235
853,0.3213,0.3412,0.3444,0.3903,0.4287
854,0.3163,0.3267,0.3465,0.3985,0.4163
855,0.3091,0.3289,0.3433,0.3755,0.4088
856,0.3173,0.3374,0.3636,0.4012,0.4196
857,0.3158,0.3232,0.3712,0.3895,0.4312
858,0.3137,0.3336,0.3516,0.3994,0.4177
859,0.3145,0.3427,0.3563,0.383,0.4338
860,0.3178,0.3473,0.3541,0.4023,0.4125
861,0.3181,0.3369,0.348,0.386,0.4298
862,0.3162,0.3134,0.3598,0.4011,0.4156
863,0.3215,0.3392,0.3819,0.41,0.4087
864,0.313,0.3315,0.3702,0.3715,0.4054
865,0.3166,0.3234,0.3708,0.3841,0.4268
866,0.3076,0.3258,0.3611,0.3944,0.4109
867,0.3188,0.331,0.3803,0.3989,0.4154
868,0.3169,0.3326,0.3759,0.3911,0.4158
869,0.3213,0.3514,0.3449,0.407,0.4158
870,0.3196,0.3262,0.3874,0.4065,0.4242
871,0.3258,0.3278,0.3546,0.4155,0.4344
872,0.32,0.3395,0.3517,0.408,0.4021
873,0.3133,0.3331,0.3525,0.3874,0.415
874,0.3096,0.3378,0.356,0.3796,0.4275
875,0.3132,0.3397,0.3486,0.4015,0.4053
876,0.3123,0.3245,0.3428,0.3891,0.4357
877,0.3165,0.333,0.3766,0.3952,0.4219
878,0.3217,0.3281,0.3563,0.3948,0.4124
879,0.3222,0.3427,0.3835,0.3992,0.4145
880,0.3151,0.3278,0.3657,0.386,0.4388
881,0.3165,0.3255,0.3684,0.3776,0.4544
882,0.3063,0.3422,0.3723,0.3883,0.4253
883,0.3188,0.3281,0.3482,0.4059,0.4175
884,0.3155,0.3348,0.3585,0.3924,0.4241
885,0.3072,0.3338,0.3815,0.3641,0.4026
886,0.3216,0.3404,0.3616,0.4193,0.4258
887,0.3121,0.3417,0.3614,0.3932,0.4349
888,0.3165,0.3508,0.3761,0.3933,0.4127
889,0.3048,0.3293,0.3782,0.3855,0.4395
890,0.3155,0.3373,0.3571,0.3914,0.4452
891,0.3171,0.3264,0.3432,0.4016,0.4173
892,0.3167,0.3359,0.3415,0.3905,0.4156
893,0.3033,0.3412,0.3566,0.3781,0.4355
894,0.3236,0.3408,0.3604,0.3945,0.4158
895,0.3169,0.3409,0.3674,0.3917,0.423
896,0.3197,0.3546,0.3846,0.4105,0.4173
897,0.3101,0.3481,0.3836,0.3976,0.4296
898,0.323,0.3348,0.3784,0.4149,0.4003
899,0.3217,0.3298,0.3786,0.398,0.429
900,0.3246,0.3364,0.3527,0.3961,0.4108
901,0.3008,0.3327,0.352,0.3781,0.4326
902,0.3067,0.3386,0.3745,0.3898,0.4276
903,0.3118,0.3408,0.3602,0.3937,0.4386
904,0.3108,0.3256,0.3783,0.3834,0.4337
905,0.3241,0.339,0.3611,0.4013,0.4068
906,0.3105,0.3436,0.3577,0.3765,0.4285
907,0.3114,0.3211,0.3589,0.3904,0.4234
908,0.3192,0.328,0.3648,0.415,0.4188
909,0.3195,0.3247,0.3624,0.3867,0.4551
910,0.3092,0.3289,0.3625,0.3677,0.4284
911,0.3183,0.3445,0.3585,0.4003,0.4173
912,0.3068,0.3291,0.3511,0.4002,0.4231
913,0.3185,0.3386,0.37,0.384,0.4335
914,0.3139,0.3441,0.3653,0.3818,0.4055
915,0.3141,0.3314,0.376,0.3789,0.4077
916,0.311,0.3372,0.3453,0.3842,0.4492
917,0.3098,0.3258,0.3678,0.3745,0.4244
918,0.3182,0.3283,0.3607,0.4029,0.4347
919,0.3164,0.3291,0.3648,0.393,0.4045
920,0.3126,0.3359,0.3465,0.4025,0.4273
921,0.3143,0.3409,0.3544,0.3845,0.4197
922,0.3109,0.3405,0.3555,0.3875,0.4304
923,0.3138,0.3402,0.3658,0.3998,0.4396
924,0.3133,0.3342,0.3565,0.3869,0.4339
925,0.3107,0.3402,0.349,0.3904,0.4527
926,0.3119,0.338,0.3578,0.3906,0.4188
927,0.3128,0.3432,0.3572,0.3691,0.4229
928,0.3038,0.3313,0.3887,0.3772,0.4112
929,0.318,0.3329,0.3535,0.405,0.4388
930,0.3223,0.3312,0.3528,0.3986,0.4005
931,0.324,0.3418,0.3456,0.4133,0.4374
932,0.3196,0.3377,0.3513,0.3979,0.4285
933,0.3194,0.3388,0.3515,0.3847,0.4253
934,0.3126,0.3407,0.344,0.4081,0.4247
935,0.3135,0.3302,0.3654,0.3822,0.4289
936,0.3196,0.3385,0.3628,0.416,0.4345
937,0.3109,0.3383,0.3576,0.38,0.428
938,0.3182,0.3372,0.3584,0.3952,0.4341
939,0.3135,0.3298,0.3529,0.4023,0.4155
940,0.3181,0.3436,0.3641,0.4013,0.4094
941,0.3182,0.3369,0.3718,0.3922,0.4454
942,0.3206,0.3357,0.3571,0.3866,0.4367
943,0.3087,0.3277,0.3624,0.3915,0.4419
944,0.3341,0.3371,0.3786,0.416,0.4367
945,0.3334,0.3483,0.3631,0.4129,0.4285
946,0.3133,0.333,0.3555,0.3874,0.4276
947,0.318,0.3488,0.3673,0.4095,0.4128
948,0.3261,0.3448,0.3507,0.4094,0.423
949,0.3185,0.3298,0.3564,0.4068,0.4272
950,0.3146,0.335,0.3642,0.3913,0.4199
951,0.3172,0.3292,0.3552,0.3816,0.422
952,0.3058,0.3334,0.3566,0.3635,0.3988
953,0.3092,0.3265,0.3551,0.3701,0.4188
954,0.305,0.3383,0.3573,0.3974,0.4273
955,0.3213,0.3347,0.3659,0.386,0.4169
956,0.3153,0.3333,0.3593,0.3843,0.4276
957,0.3233,0.3331,0.3593,0.3916,0.425
958,0.3142,0.3455,0.3762,0.3922,0.4347
959,0.3061,0.3337,0.3767,0.3797,0.4163
960,0.3196,0.3259,0.3789,0.4131,0.4308
961,0.3004,0.343,0.3709,0.3716,0.4163
962,0.3211,0.337,0.373,0.3895,0.4637
963,0.3203,0.3386,0.345,0.4046,0.4182
964,0.32,0.3323,0.3738,0.4088,0.4204
965,0.3121,0.3427,0.3818,0.397,0.421
966,0.3229,0.3306,0.3555,0.4048,0.41
967,0.3121,0.3332,0.3568,0.3924,0.4352
968,0.3255,0.3345,0.3609,0.4254,0.402
969,0.3255,0.3239,0.3684,0.4211,0.4401
970,0.3216,0.3364,0.374,0.3932,0.4384
971,0.3063,0.3399,0.3666,0.3857,0.4122
972,0.3129,0.3353,0.3503,0.399,0.4092
973,0.3184,0.3397,0.3662,0.4023,0.4342
974,0.3177,0.3257,0.3624,0.4045,0.4143
975,0.3143,0.3304,0.3706,0.3791,0.4362
976,0.3084,0.3339,0.3485,0.3826,0.4291
977,0.3141,0.334,0.37,0.3852,0.4364
978,0.3166,0.3412,0.3755,0.3876,0.4155
979,0.3156,0.3366,0.3849,0.3908,0.4441
980,0.3098,0.335,0.345,0.3727,0.4028
981,0.324,0.3458,0.3456,0.4149,0.4247
982,0.3122,0.3477,0.368,0.3921,0.4007
983,0.3181,0.3377,0.3594,0.3956,0.4296
984,0.3261,0.3311,0.3555,0.3968,0.43
985,0.3184,0.3374,0.3626,0.3897,0.4138
986,0.3119,0.3302,0.3784,0.3715,0.4075
987,0.317,0.3381,0.3541,0.3993,0.4322
988,0.3244,0.3253,0.3821,0.3919,0.4164
989,0.32,0.33,0.355,0.4112,0.4471
990,0.3136,0.3481,0.3567,0.381,0.4482
991,0.312,0.3407,0.3683,0.3836,0.4266
992,0.3195,0.349,0.3694,0.389,0.4324
993,0.313,0.3344,0.3735,0.3837,0.4386
994,0.3115,0.338,0.3378,0.386,0.4073
995,0.3034,0.3323,0.3511,0.3879,0.3903
996,0.3118,0.3334,0.3721,0.3792,0.4459
997,0.3136,0.3479,0.3544,0.3882,0.4325
998,0.3284,0.3271,0.3742,0.403,0.4434
999,0.323,0.3329,0.3828,0.3966,0.4177
1000,0.3167,0.3478,0.3975,0.3866,0.4323
1001,0.3289,0.338,0.3777,0.4189,0.4257
1002,0.3089,0.327,0.3676,0.3714,0.4248
1003,0.3153,0.3283,0.3358,0.412,0.4259
1004,0.3164,0.3317,0.3583,0.4065,0.4221
1005,0.3054,0.335,0.37,0.3658,0.4349
1006,0.3199,0.333,0.3619,0.3953,0.4343
1007,0.3059,0.3306,0.3742,0.3892,0.4194
1008,0.3172,0.3429,0.3899,0.4077,0.4137
1009,0.3179,0.336,0.3555,0.4142,0.4287
1010,0.3103,0.3313,0.3695,0.3857,0.4187
1011,0.308,0.3463,0.3794,0.3786,0.4216
1012,0.3104,0.3382,0.3704,0.3942,0.4137
1013,0.3179,0.33,0.3485,0.4083,0.4272
1014,0.3098,0.335,0.3553,0.3885,0.4164
1015,0.3145,0.3475,0.356,0.4046,0.4106
1016,0.3177,0.3351,0.3798,0.4009,0.424
1017,0.3027,0.3288,0.3583,0.362,0.4131
1018,0.3318,0.3326,0.3696,0.4022,0.4214
1019,0.3175,0.3326,0.3556,0.4081,0.4105
1020,0.3164,0.3311,0.3621,0.3961,0.4078
1021,0.3052,0.3384,0.3533,0.3625,0.3996
1022,0.3121,0.3458,0.3661,0.3749,0.4367
1023,0.3059,0.334,0.3703,0.3898,0.4166
1024,0.3098,0.3302,0.3623,0.3862,0.4329
1025,0.3154,0.3207,0.3456,0.3828,0.4199
1026,0.3081,0.3237,0.3487,0.3787,0.4161
1027,0.3319,0.3467,0.3401,0.4122,0.4098
1028,0.3092,0.343,0.3773,0.3909,0.4086
1029,0.3199,0.3323,0.3497,0.4166,0.4376
1030,0.3201,0.3278,0.3656,0.418,0.4133
